,human,continue,create,explain
passed_quality_check,True,True,True,True
n_stop_words,408.0,241.0,258.0,324.0
alpha_ratio,0.8842874543239951,0.9064039408866995,0.8742774566473989,0.9089790897908979
mean_word_length,4.07795371498173,5.477832512315271,5.167630057803469,4.982779827798278
doc_length,821.0,609.0,692.0,813.0
duplicate_ngram_chr_fraction_5,0.012751348700343305,0.006214396685655101,,0.06483999163354946
top_ngram_chr_fraction_2,0.048062775870524765,0.0054375970999482135,0.0072306579898770785,0.012549675800041833
top_ngram_chr_fraction_3,0.04413928396272683,,0.012051096649795132,0.013595482116711985
top_ngram_chr_fraction_4,0.014713094654242276,,0.007953723788864787,
entropy,24.486907256359554,12.665043552638114,14.15311284782272,19.478849470402707
perplexity,43105104303.504036,316488.93284420646,1401582.968783169,288109009.1281031
per_word_perplexity,52503172.11145437,519.6862608279253,2025.408914426545,354377.62500381685
first_order_coherence,0.7628894972078728,0.8832053116389683,0.8185671161521565,0.8044613075978828
second_order_coherence,0.7576118037104607,0.8729918241500855,0.7967249623366764,0.805553637444973
dependency_distance_mean,2.8773394090045015,2.7834458527725476,2.9256369013073935,2.8489955846852144
dependency_distance_std,0.7615970887971621,0.4818837569937362,0.6022706524002371,0.6881706445215037
prop_adjacent_dependency_relation_mean,0.4348422845096693,0.4795491861013138,0.4806041104520105,0.4908575940002504
prop_adjacent_dependency_relation_std,0.06719488827824695,0.06880222530055628,0.06882874709344261,0.05738223205258734
token_length_mean,4.444444444444445,5.902702702702703,5.7026143790849675,5.364372469635628
token_length_median,4.0,5.0,5.0,5.0
token_length_std,2.280711750865282,3.084032093973628,2.981937951959384,2.8288134385115162
sentence_length_mean,21.441176470588236,25.227272727272727,26.608695652173914,21.794117647058822
sentence_length_median,21.0,24.5,24.0,20.5
sentence_length_std,11.46911755277826,8.580802135538159,9.924669003065839,7.564543498394357
syllables_per_token_mean,1.3443072702331962,1.7801801801801802,1.6650326797385622,1.5991902834008098
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.6589875378147562,1.054532885772057,0.9737835543367636,0.9161613237196148
n_tokens,729,555,612,741
n_unique_tokens,324,334,393,349
proportion_unique_tokens,0.4444444444444444,0.6018018018018018,0.6421568627450981,0.4709851551956815
n_characters,3348,3336,3576,4051
n_sentences,34,22,23,34
flesch_reading_ease,71.34381082062457,30.62607493857496,38.965409207161144,49.4224726125268
flesch_kincaid_grade,8.63488461228113,15.254762489762488,14.434776925262863,11.780151226482499
smog,10.78101954002777,16.908762484321528,15.508309007532503,14.470270418902462
gunning_fog,11.923521342693457,19.316134316134317,17.702301790281332,15.951115344923394
automated_readability_index,10.223921568627453,18.98536609336609,18.73366155157715,14.733253155513218
coleman_liau_index,8.952812071330587,17.734558558558557,16.618954248366013,14.38434547908232
lix,42.291656580327604,67.38943488943488,63.70019892014777,56.07212034611416
rix,4.470588235294118,10.636363636363637,9.869565217391305,7.470588235294118
pos_prop_NOUN,0.1851400730816078,0.2512315270935961,0.22687861271676302,0.22878228782287824
pos_prop_VERB,0.09744214372716199,0.1116584564860427,0.11560693641618497,0.12546125461254612
pos_prop_ADP,0.11449451887941535,0.12643678160919541,0.10549132947976879,0.13653136531365315
pos_prop_PUNCT,0.10596833130328867,0.08045977011494253,0.10404624277456648,0.08241082410824108
pos_prop_ADJ,0.06455542021924482,0.12807881773399016,0.12283236994219653,0.07749077490774908
pos_prop_DET,0.10353227771010962,0.06896551724137931,0.06502890173410404,0.08241082410824108
pos_prop_SCONJ,0.02679658952496955,0.03776683087027915,0.023121387283236993,0.03075030750307503
pos_prop_ADV,0.023142509135200974,0.042692939244663386,0.05202312138728324,0.04305043050430504
pos_prop_CCONJ,0.031668696711327646,0.024630541871921183,0.02601156069364162,0.03075030750307503
pos_prop_PRON,0.05968331303288672,0.04926108374384237,0.059248554913294796,0.033210332103321034
pos_prop_PART,0.0341047503045067,0.0180623973727422,0.01878612716763006,0.01845018450184502
pos_prop_AUX,0.0682095006090134,0.04597701149425287,0.036127167630057806,0.03567035670356704
pos_prop_PROPN,0.06577344701583435,0.0016420361247947454,0.02023121387283237,0.06273062730627306
pos_prop_NUM,0.01705237515225335,,0.002890173410404624,0.00984009840098401
pos_prop_SYM,0.00243605359317905,,,0.0024600246002460025
connectives,20,19,22,22
connectives_cap,8,6,6,4
oov_ratio,,0.013136288998357963,0.01878612716763006,
pos_prop_SPACE,,0.013136288998357963,0.01878612716763006,
pos_prop_X,,,0.002890173410404624,
duplicate_ngram_chr_fraction_6,,,,0.06483999163354946
duplicate_ngram_chr_fraction_7,,,,0.06483999163354946
duplicate_ngram_chr_fraction_8,,,,0.03806734992679356
duplicate_ngram_chr_fraction_9,,,,0.03806734992679356
duplicate_ngram_chr_fraction_10,,,,0.03806734992679356
