,explain,human,create,continue
pos_prop_ADP,0.09542743538767395,0.07649253731343283,0.12210526315789473,0.10386965376782077
pos_prop_DET,0.12922465208747516,0.13432835820895522,0.13263157894736843,0.1425661914460285
pos_prop_NOUN,0.25646123260437376,0.23507462686567165,0.2063157894736842,0.22810590631364563
pos_prop_AUX,0.0536779324055666,0.05223880597014925,0.04421052631578947,0.034623217922606926
pos_prop_CCONJ,0.05964214711729622,0.041044776119402986,0.04421052631578947,0.03665987780040733
pos_prop_VERB,0.09542743538767395,0.05970149253731343,0.09052631578947369,0.0835030549898167
pos_prop_PUNCT,0.10934393638170974,0.16791044776119404,0.11789473684210526,0.09979633401221996
pos_prop_SCONJ,0.02385685884691849,0.018656716417910446,0.021052631578947368,0.016293279022403257
pos_prop_ADJ,0.06958250497017893,0.06716417910447761,0.08,0.08961303462321792
pos_prop_ADV,0.04572564612326044,0.07462686567164178,0.05263157894736842,0.07128309572301425
pos_prop_PRON,0.03777335984095427,0.03171641791044776,0.02736842105263158,0.04276985743380855
pos_prop_PART,0.011928429423459244,0.009328358208955223,0.014736842105263158,0.018329938900203666
pos_prop_PROPN,0.005964214711729622,0.027985074626865673,0.037894736842105266,0.028513238289205704
pos_prop_NUM,0.0019880715705765406,0.0018656716417910447,0.00631578947368421,0.004073319755600814
pos_prop_X,0.003976143141153081,0.0018656716417910447,0.002105263157894737,
token_length_mean,6.825892857142857,6.657596371882086,6.854415274463007,6.816742081447964
token_length_median,5.5,5.0,5.0,5.0
token_length_std,4.442193102505673,4.290816289082242,4.538385562346078,4.459510176569394
sentence_length_mean,18.666666666666668,27.5625,19.045454545454547,16.37037037037037
sentence_length_median,19.0,24.5,21.0,18.0
sentence_length_std,7.301065371269837,12.781670225365698,6.69787804068825,8.331769400571961
syllables_per_token_mean,2.3080357142857144,2.2176870748299318,2.336515513126492,2.255656108597285
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.5261786073660033,1.4467902082240485,1.6563692881519778,1.525136934530477
n_tokens,448,441,419,442
n_unique_tokens,260,267,202,214
proportion_unique_tokens,0.5803571428571429,0.6054421768707483,0.4821002386634845,0.4841628959276018
n_characters,3113,3031,2928,3062
n_sentences,24,16,22,27
entropy,8.313875503007322,8.79891413975748,7.885407678458107,7.860403494854372
perplexity,4080.0948023865803,6627.04405425057,2658.208499530668,2592.566251537681
per_word_perplexity,8.11152048188187,12.363888160915243,5.5962284200645644,5.280175665046194
passed_quality_check,True,True,True,True
n_stop_words,227.0,215.0,213.0,216.0
alpha_ratio,0.8886679920477137,0.8190298507462687,0.8778947368421053,0.8879837067209776
mean_word_length,6.188866799204772,5.654850746268656,6.16421052631579,6.236252545824847
doc_length,503.0,536.0,475.0,491.0
duplicate_ngram_chr_fraction_5,0.024705221785513758,0.013797068123023858,0.08544965640872423,0.10699001426533523
duplicate_ngram_chr_fraction_6,0.024705221785513758,,0.06692560501942038,0.10699001426533523
duplicate_ngram_chr_fraction_7,0.024705221785513758,,0.03406035255452644,0.10699001426533523
duplicate_ngram_chr_fraction_8,0.024705221785513758,,0.03406035255452644,0.04964336661911555
top_ngram_chr_fraction_2,0.004211117349803481,0.008048289738430584,0.010457125784284434,0.008559201141226819
oov_ratio,0.0536779324055666,0.05783582089552239,0.05052631578947368,0.038696537678207736
flesch_reading_ease,-7.371488095238078,-8.757264030612191,-10.165348774137556,-0.6094327132562114
flesch_kincaid_grade,18.924821428571438,21.3280824829932,19.40861032761988,17.411186525892415
smog,17.600137713308605,20.503739492662863,17.228024813938504,16.18397175987059
gunning_fog,21.21666666666667,24.44903628117914,20.41054458667824,19.30832914362326
automated_readability_index,20.053288690476194,23.70852891156462,20.37702321544804,18.86204038880509
coleman_liau_index,22.750535714285707,22.27274376417233,22.949785202863954,22.474298642533935
lix,57.95238095238095,66.79152494331066,60.095573877196784,58.45181833417128
rix,7.333333333333333,10.8125,7.818181818181818,6.888888888888889
first_order_coherence,0.6654994491001834,0.6318363209565481,0.6412660946093854,0.4419283949268552
second_order_coherence,0.6558035317469727,0.6991000984396253,0.6860004294663667,0.4240487712621689
dependency_distance_mean,3.267012808694487,4.001370466829713,3.2809549583255357,2.7388836054338443
dependency_distance_std,0.761154166852228,1.1765147438103993,1.0789355366939448,1.2203859810346243
prop_adjacent_dependency_relation_mean,0.460800019994672,0.46908864513228793,0.4586606903542598,0.4378228645162515
prop_adjacent_dependency_relation_std,0.06216589429898586,0.05703229390359911,0.06661359575839848,0.14040218854675468
connectives,19,14,14,18
connectives_cap,5,0,4,2
top_ngram_chr_fraction_3,,0.01006036217303823,0.02987750224081267,
top_ngram_chr_fraction_4,,0.008048289738430584,0.04780400358530027,
duplicate_ngram_chr_fraction_9,,,,0.04964336661911555
duplicate_ngram_chr_fraction_10,,,,0.04964336661911555
