,create,human,explain,continue
n_stop_words,243.0,228.0,210.0,252.0
alpha_ratio,0.8856088560885609,0.8218694885361552,0.8708333333333333,0.8956356736242884
mean_word_length,6.481549815498155,5.652557319223986,6.2125,6.2106261859582546
doc_length,542.0,567.0,480.0,527.0
duplicate_ngram_chr_fraction_5,0.2814610958218664,0.013043478260869565,,0.04644954618259477
duplicate_ngram_chr_fraction_6,0.25794345759319487,,,0.022957821676454885
duplicate_ngram_chr_fraction_7,0.25794345759319487,,,0.022957821676454885
duplicate_ngram_chr_fraction_8,0.23042281711283463,,,
duplicate_ngram_chr_fraction_9,0.2146609957468101,,,
duplicate_ngram_chr_fraction_10,0.17312984738553916,,,
top_ngram_chr_fraction_2,0.04003002251688766,0.008695652173913044,0.008820935019112026,0.020822210357714897
top_ngram_chr_fraction_3,0.045033775331498625,0.010869565217391304,,0.02989855846235985
top_ngram_chr_fraction_4,0.07005253940455342,0.008152173913043478,,
oov_ratio,0.046125461254612546,0.0564373897707231,0.06875,0.03415559772296015
dependency_distance_mean,3.5562014524091974,3.9425830350740902,3.0485370467972333,3.555719461569855
dependency_distance_std,1.101282678841782,1.2155858989276807,0.7821463059554297,0.6506315262707789
prop_adjacent_dependency_relation_mean,0.4532889057055141,0.4632038788920133,0.4762875636462593,0.4556795506971541
prop_adjacent_dependency_relation_std,0.07309277751683285,0.059501309629457835,0.07926971303065543,0.05956537877839593
first_order_coherence,0.6823174868524075,0.6382493171840906,0.6847510126729807,0.822070734841483
second_order_coherence,0.7016012280558547,0.6753997107346853,0.6732025729573291,0.8369309693574906
entropy,10.462302910092497,9.3907786590205,8.968783204229842,10.039820951440436
perplexity,34971.996145796074,11977.422029881529,7854.039027344647,22921.278527279737
per_word_perplexity,64.52397812877504,21.124201110902167,16.362581306968014,43.4938871485384
pos_prop_NOUN,0.22324723247232472,0.2345679012345679,0.27291666666666664,0.19734345351043645
pos_prop_PUNCT,0.11070110701107011,0.164021164021164,0.12916666666666668,0.10056925996204934
pos_prop_ADP,0.0996309963099631,0.07936507936507936,0.07916666666666666,0.10815939278937381
pos_prop_PROPN,0.04428044280442804,0.029982363315696647,0.00625,0.026565464895635674
pos_prop_X,0.0018450184501845018,0.001763668430335097,0.0020833333333333333,
pos_prop_DET,0.14944649446494465,0.13403880070546736,0.15416666666666667,0.11385199240986717
pos_prop_NUM,0.007380073800738007,0.001763668430335097,,0.0018975332068311196
pos_prop_AUX,0.04797047970479705,0.05114638447971781,0.04375,0.03795066413662239
pos_prop_ADV,0.04797047970479705,0.07231040564373897,0.04375,0.07969639468690702
pos_prop_VERB,0.08118081180811808,0.06172839506172839,0.0875,0.08918406072106262
pos_prop_ADJ,0.08302583025830258,0.06701940035273368,0.06666666666666667,0.08349146110056926
pos_prop_PRON,0.025830258302583026,0.03527336860670194,0.03125,0.051233396584440226
pos_prop_CCONJ,0.04797047970479705,0.04056437389770723,0.04791666666666667,0.06261859582542695
pos_prop_SCONJ,0.016605166051660517,0.01763668430335097,0.020833333333333332,0.026565464895635674
pos_prop_PART,0.012915129151291513,0.008818342151675485,0.014583333333333334,0.020872865275142316
token_length_mean,7.16390041493776,6.636752136752137,6.985645933014354,6.793248945147679
token_length_median,6.0,5.0,5.0,6.0
token_length_std,5.026083803193279,4.269312046316153,4.768796573038039,4.6804509494198365
sentence_length_mean,18.53846153846154,27.529411764705884,16.72,21.545454545454547
sentence_length_median,18.0,24.0,16.0,23.0
sentence_length_std,6.957180956673854,12.848060723699184,5.929721747266055,4.914979633059371
syllables_per_token_mean,2.3900414937759336,2.213675213675214,2.339712918660287,2.2067510548523206
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.7515092479291028,1.4431036107175326,1.61908530910464,1.5614950078515464
n_tokens,482.0,468,418,474
n_unique_tokens,199.0,278,240,231
proportion_unique_tokens,0.41286307053941906,0.594017094017094,0.5741626794258373,0.4873417721518987
n_characters,3513.0,3205,2982,3273
n_sentences,26.0,17,25,22
flesch_reading_ease,-14.179048834982439,-8.384276018099541,-8.075512918660252,-1.7247756041426783
flesch_kincaid_grade,19.84248962655602,21.267838109602824,18.539412440191388,18.85238971998466
smog,17.822506213463445,20.54512416302466,17.122413403193683,17.693802365651003
gunning_fog,21.689243536546442,24.51603821015586,21.04206698564593,20.685692366705027
automated_readability_index,21.58120172358762,23.593808446455505,19.832392344497606,21.338929804372846
coleman_liau_index,24.72705394190871,22.148888888888894,23.505263157894735,22.77046413502109
lix,63.3517395467603,66.8456510809452,57.38985645933015,63.317606444188726
rix,8.307692307692308,10.823529411764707,6.8,9.0
connectives,14.0,14,12,21
connectives_cap,6.0,0,5,5
passed_quality_check,,True,True,True
