,human,continue,explain,create
token_length_mean,6.384364820846906,6.341463414634147,6.343589743589743,6.375
token_length_median,5.0,6.0,6.0,6.0
token_length_std,3.9362364633708484,3.386557040731032,3.5009006073379045,3.5487109432826958
sentence_length_mean,19.1875,15.375,19.5,24.0
sentence_length_median,16.5,15.0,18.5,24.0
sentence_length_std,11.716541458553372,4.78114787472632,4.318564576337836,11.84515480302779
syllables_per_token_mean,2.0618892508143323,2.0609756097560976,2.0358974358974358,2.0673076923076925
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.3211189910019778,1.1081467827359526,1.101860240448218,1.1815712844332493
n_tokens,307,246,195,312.0
n_unique_tokens,205,135,122,158.0
proportion_unique_tokens,0.6677524429967426,0.5487804878048781,0.6256410256410256,0.5064102564102564
n_characters,2021,1593,1270,2028.0
n_sentences,16,16,10,13.0
entropy,5.58816084314288,3.8943175270525563,3.4481942086964086,6.01259457156901
perplexity,267.24366444288023,49.12251713114783,31.443560502890954,408.54193764693235
per_word_perplexity,0.7262056098991311,0.17606636964569114,0.14227855431172376,1.1639371442932547
passed_quality_check,True,True,True,
n_stop_words,137.0,119.0,90.0,152.0
alpha_ratio,0.8179347826086957,0.8673835125448028,0.8868778280542986,0.8831908831908832
mean_word_length,5.491847826086956,5.709677419354839,5.746606334841629,5.777777777777778
doc_length,368.0,279.0,221.0,351.0
top_ngram_chr_fraction_2,0.012032660077352814,0.019042437431991296,0.03890784982935153,0.04061564771269773
top_ngram_chr_fraction_3,0.013751611516974646,0.02176278563656148,,0.01881145788798632
oov_ratio,0.08152173913043478,0.03225806451612903,0.05429864253393665,0.037037037037037035
first_order_coherence,0.546083614230156,0.5191067735354106,0.6943511896663241,0.6137875520313779
second_order_coherence,0.47865303033696754,0.5368085296026298,0.6473603844642639,0.5760416104034944
flesch_reading_ease,12.923856881107497,16.870838414634164,14.805576923076956,7.580769230769249
flesch_kincaid_grade,16.223418159609125,14.725762195121952,16.038589743589743,18.164230769230773
smog,16.52667757954773,15.579741850924794,16.647925096878797,18.326425776900052
gunning_fog,19.140798045602605,18.507723577235772,19.287179487179486,21.394871794871797
automated_readability_index,18.234108306188922,16.125792682926836,18.198307692307687,20.596250000000005
coleman_liau_index,20.19739413680782,19.562601626016264,19.98235897435897,20.451666666666664
lix,57.29824918566775,58.87093495934959,59.5,66.94871794871796
rix,7.3125,6.6875,7.8,10.307692307692308
pos_prop_PROPN,0.09510869565217392,0.06810035842293907,0.08597285067873303,0.07407407407407407
pos_prop_PUNCT,0.15217391304347827,0.11827956989247312,0.11312217194570136,0.1111111111111111
pos_prop_NOUN,0.18206521739130435,0.2007168458781362,0.24434389140271492,0.20797720797720798
pos_prop_VERB,0.05434782608695652,0.06451612903225806,0.08597285067873303,0.05413105413105413
pos_prop_ADP,0.11413043478260869,0.0967741935483871,0.10407239819004525,0.10541310541310542
pos_prop_ADJ,0.11141304347826086,0.11469534050179211,0.06787330316742081,0.1111111111111111
pos_prop_DET,0.1358695652173913,0.13978494623655913,0.1583710407239819,0.16524216524216523
pos_prop_ADV,0.051630434782608696,0.06810035842293907,0.027149321266968326,0.045584045584045586
pos_prop_AUX,0.019021739130434784,0.035842293906810034,0.04072398190045249,0.037037037037037035
pos_prop_NUM,0.008152173913043478,,,0.002849002849002849
pos_prop_PRON,0.03260869565217391,0.043010752688172046,0.02262443438914027,0.02564102564102564
pos_prop_X,0.010869565217391304,,,0.002849002849002849
pos_prop_CCONJ,0.01358695652173913,0.03225806451612903,0.01809954751131222,0.02849002849002849
pos_prop_PART,0.016304347826086956,0.014336917562724014,0.013574660633484163,0.019943019943019943
pos_prop_SCONJ,0.002717391304347826,0.0035842293906810036,0.01809954751131222,0.008547008547008548
dependency_distance_mean,3.2133429319112863,2.8876641431744323,3.812448699992818,3.402416189731545
dependency_distance_std,1.4153028925417233,0.8195427274864251,0.39082166934512647,1.2270623915771908
prop_adjacent_dependency_relation_mean,0.40270258114215407,0.4315332335260572,0.4193564425770308,0.4404589876867646
prop_adjacent_dependency_relation_std,0.1250762666759678,0.07862282452470558,0.072224814525233,0.08063889612352669
connectives,12,8,5,9.0
duplicate_ngram_chr_fraction_5,,0.08922742110990206,,0.22958529286019666
duplicate_ngram_chr_fraction_6,,0.08922742110990206,,0.15519452757588714
duplicate_ngram_chr_fraction_7,,0.06746463547334058,,0.15519452757588714
top_ngram_chr_fraction_4,,0.03754080522306855,,0.020521590423257803
duplicate_ngram_chr_fraction_8,,,,0.09149209063702438
duplicate_ngram_chr_fraction_9,,,,0.05472424112868747
duplicate_ngram_chr_fraction_10,,,,0.05472424112868747
