,create,human,explain,continue
token_length_mean,6.67936507936508,6.9183006535947715,6.358108108108108,6.914529914529915
token_length_median,6.0,6.0,5.0,6.0
token_length_std,4.005795750768601,4.292019314024619,3.8273731997199145,4.114956355134362
sentence_length_mean,21.0,21.857142857142858,24.666666666666668,14.625
sentence_length_median,21.0,21.0,25.5,13.0
sentence_length_std,11.893976066339913,14.237060003772562,3.8586123009300755,11.736028928048874
syllables_per_token_mean,2.403174603174603,2.3594771241830066,2.108108108108108,2.4786324786324787
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.58944617028822,1.6173664508715397,1.3662690128007968,1.6671706448186816
n_tokens,315,306,148,117
n_unique_tokens,170,218,104,89
proportion_unique_tokens,0.5396825396825397,0.7124183006535948,0.7027027027027027,0.7606837606837606
n_characters,2151,2154,958,827
n_sentences,15,14,6,8
entropy,6.528533852525135,4.618604881042666,3.0573638310179323,2.205674212876795
perplexity,684.3940529368956,101.35253460715374,21.2714081590199,9.076368910223001
per_word_perplexity,1.8905913064555127,0.2954884390879118,0.1289176252061812,0.06723236229794816
passed_quality_check,True,True,True,True
n_stop_words,142.0,124.0,77.0,48.0
alpha_ratio,0.856353591160221,0.880466472303207,0.896969696969697,0.8518518518518519
mean_word_length,5.941988950276243,6.279883381924198,5.806060606060606,6.125925925925926
doc_length,362.0,343.0,165.0,135.0
duplicate_ngram_chr_fraction_5,0.12017864393016646,,,
duplicate_ngram_chr_fraction_6,0.08932196508323183,,,
duplicate_ngram_chr_fraction_7,0.08932196508323183,,,
duplicate_ngram_chr_fraction_8,0.08932196508323183,,,
duplicate_ngram_chr_fraction_9,0.08932196508323183,,,
duplicate_ngram_chr_fraction_10,0.08932196508323183,,,
top_ngram_chr_fraction_2,0.028420625253755584,0.006097560975609756,0.02986425339366516,
top_ngram_chr_fraction_3,0.04060089321965083,,0.024434389140271493,
top_ngram_chr_fraction_4,0.024360535931790498,,,
oov_ratio,0.049723756906077346,0.12244897959183673,0.06666666666666667,0.1037037037037037
first_order_coherence,0.4933932184108666,0.3549148880231839,0.7661398410797119,0.3963079385326377
second_order_coherence,0.5075822077118434,0.2704311483539641,0.7670865952968597,0.2657773035267989
flesch_reading_ease,-17.7885714285714,-14.96176470588233,3.4523873873874322,-17.701682692307656
flesch_kincaid_grade,20.95746031746032,20.776115779645192,18.90567567567567,19.36161324786325
smog,19.686211704642208,19.287186520377343,18.946978176291534,17.693802365651003
gunning_fog,24.400000000000002,23.38338001867414,22.299099099099102,23.62777777777778
automated_readability_index,20.529809523809526,22.083767507002804,20.850022522522522,18.4499358974359
coleman_liau_index,22.065142857142856,23.52535947712418,20.385675675675675,22.83350427350427
lix,64.4920634920635,66.95518207282913,65.2072072072072,61.633547008547005
rix,9.133333333333333,9.857142857142858,10.0,6.875
pos_prop_DET,0.15469613259668508,0.14868804664723032,0.17575757575757575,0.14814814814814814
pos_prop_ADJ,0.11049723756906077,0.11078717201166181,0.06666666666666667,0.13333333333333333
pos_prop_NOUN,0.2154696132596685,0.22740524781341107,0.21212121212121213,0.2222222222222222
pos_prop_PUNCT,0.12430939226519337,0.10787172011661808,0.10303030303030303,0.11851851851851852
pos_prop_CCONJ,0.049723756906077346,0.02040816326530612,0.030303030303030304,0.05185185185185185
pos_prop_ADP,0.0718232044198895,0.10204081632653061,0.09696969696969697,0.08148148148148149
pos_prop_X,0.0027624309392265192,0.011661807580174927,,
pos_prop_VERB,0.08287292817679558,0.07580174927113703,0.09696969696969697,0.06666666666666667
pos_prop_PRON,0.03314917127071823,0.03498542274052478,0.030303030303030304,0.014814814814814815
pos_prop_ADV,0.052486187845303865,0.05830903790087463,0.04242424242424243,0.02962962962962963
pos_prop_PROPN,0.027624309392265192,0.05830903790087463,0.048484848484848485,0.05185185185185185
pos_prop_SCONJ,0.019337016574585635,0.0029154518950437317,0.030303030303030304,0.022222222222222223
pos_prop_NUM,0.016574585635359115,0.008746355685131196,,0.022222222222222223
pos_prop_PART,0.019337016574585635,0.0058309037900874635,0.012121212121212121,0.014814814814814815
pos_prop_AUX,0.019337016574585635,0.026239067055393587,0.05454545454545454,0.022222222222222223
dependency_distance_mean,3.2917166202511536,3.383769635788692,3.9710285506919454,2.5687499999999996
dependency_distance_std,1.3611162015219933,1.3712076189178197,0.2511693924409739,1.9191847690784782
prop_adjacent_dependency_relation_mean,0.4432089020117594,0.35346127455927817,0.44554194441992484,0.28936011904761905
prop_adjacent_dependency_relation_std,0.03990881434056901,0.1127964938606419,0.03507286907114004,0.17134754344870018
connectives,10,7,5,4
