,human,explain,create,continue
token_length_mean,6.883720930232558,6.614349775784754,6.480392156862745,5.88135593220339
token_length_median,6.0,6.0,6.0,5.0
token_length_std,4.271877532150801,4.008306443042252,3.733080503055275,3.513097748222572
sentence_length_mean,23.153846153846153,22.3,21.857142857142858,16.857142857142858
sentence_length_median,24.0,21.5,21.5,15.0
sentence_length_std,13.822201504748433,4.980963762164909,8.65082277554439,13.431610598335038
syllables_per_token_mean,2.3488372093023258,2.2242152466367715,2.287581699346405,2.2457627118644066
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.614276107807066,1.4622135036821742,1.4514955218191907,1.4434917686177575
n_tokens,301,223,306,118
n_unique_tokens,215,153,188,87
proportion_unique_tokens,0.7142857142857143,0.6860986547085202,0.6143790849673203,0.7372881355932204
n_characters,2108,1506,2011,709
n_sentences,13,10,14,7
dependency_distance_mean,3.590030303743134,3.648168721242096,3.4761975153849796,3.163521408563425
dependency_distance_std,1.1153430352206413,0.8988001170555541,0.9307561097827165,2.0445153336007515
prop_adjacent_dependency_relation_mean,0.3769875997085267,0.43240523781012447,0.43587522287718145,0.38456582633053227
prop_adjacent_dependency_relation_std,0.06212703522293067,0.059509926764064615,0.05709128877787873,0.15724032687702555
entropy,4.513168446387896,3.9370626624043528,4.870412727712257,0.20080739312788828
perplexity,91.21035628481741,51.26778911140113,130.37471505157976,1.2223893085669084
per_word_perplexity,0.2706538762160754,0.20184168941496508,0.3903434582382627,0.009190897056894048
first_order_coherence,0.3769944116162757,0.6844091183609433,0.6522789600376899,0.6267733772595724
second_order_coherence,0.2824894684282216,0.6501756198704243,0.6100914943187187,0.6719569504261017
pos_prop_ADP,0.10385756676557864,0.0984251968503937,0.11676646706586827,0.007518796992481203
pos_prop_DET,0.14540059347181009,0.1377952755905512,0.11377245508982035,
pos_prop_ADJ,0.10979228486646884,0.0984251968503937,0.11976047904191617,0.007518796992481203
pos_prop_NOUN,0.22551928783382788,0.1968503937007874,0.20958083832335328,0.03759398496240601
pos_prop_PUNCT,0.10682492581602374,0.11811023622047244,0.08383233532934131,0.09774436090225563
pos_prop_PRON,0.03560830860534125,0.031496062992125984,0.041916167664670656,
pos_prop_PROPN,0.05934718100890208,0.03937007874015748,0.041916167664670656,0.42857142857142855
pos_prop_ADV,0.05934718100890208,0.07874015748031496,0.0718562874251497,
pos_prop_NUM,0.008902077151335312,0.011811023622047244,,0.007518796992481203
pos_prop_VERB,0.0771513353115727,0.09448818897637795,0.09281437125748503,0.007518796992481203
pos_prop_AUX,0.026706231454005934,0.01968503937007874,0.020958083832335328,
pos_prop_CCONJ,0.020771513353115726,0.031496062992125984,0.041916167664670656,
pos_prop_SCONJ,0.002967359050445104,0.01968503937007874,0.02694610778443114,
pos_prop_X,0.011869436201780416,,,0.40601503759398494
pos_prop_PART,0.005934718100890208,0.023622047244094488,0.017964071856287425,
passed_quality_check,True,True,True,True
n_stop_words,122.0,104.0,134.0,5.0
alpha_ratio,0.8813056379821959,0.8700787401574803,0.9131736526946108,0.8796992481203008
mean_word_length,6.255192878338279,5.929133858267717,6.020958083832335,5.330827067669173
doc_length,337.0,254.0,334.0,133.0
top_ngram_chr_fraction_2,0.0062266500622665,0.013896931094383324,0.0051813471502590676,
oov_ratio,0.12462908011869436,0.05511811023622047,0.014970059880239521,0.16541353383458646
flesch_reading_ease,-15.377781753130591,-3.968109865470865,-8.87941176470585,-0.2665254237287513
flesch_kincaid_grade,21.156279069767447,19.352739910313904,19.927749766573296,17.484285714285715
smog,19.671042565676917,19.1858809040293,19.214890468609244,16.954822765917157
gunning_fog,23.746588295425507,23.09040358744395,23.25266106442577,20.641162227602905
automated_readability_index,22.569248658318422,20.873587443946192,20.02121848739496,14.699757869249396
coleman_liau_index,23.397873754152823,21.765022421524666,20.950457516339863,17.026440677966104
lix,68.00434449271658,68.03991031390134,64.3408029878618,56.687651331719124
rix,10.384615384615385,10.2,9.285714285714286,6.714285714285714
connectives,7,7,16,0
top_ngram_chr_fraction_3,,0.02605674580196873,,
duplicate_ngram_chr_fraction_5,,,0.024179620034542316,
