,human,explain,create,continue
pos_prop_ADP,0.08498023715415019,0.08547008547008547,0.0912863070539419,0.08384458077709611
pos_prop_DET,0.1225296442687747,0.1282051282051282,0.11825726141078838,0.11451942740286299
pos_prop_NOUN,0.17786561264822134,0.2094017094017094,0.22821576763485477,0.21267893660531698
pos_prop_PUNCT,0.1600790513833992,0.11324786324786325,0.10580912863070539,0.11860940695296524
pos_prop_SCONJ,0.017786561264822136,0.029914529914529916,0.01867219917012448,0.03067484662576687
pos_prop_PRON,0.041501976284584984,0.05982905982905983,0.043568464730290454,0.053169734151329244
pos_prop_ADJ,0.06719367588932806,0.08974358974358974,0.08298755186721991,0.07566462167689161
pos_prop_VERB,0.0691699604743083,0.09188034188034189,0.08713692946058091,0.1083844580777096
pos_prop_AUX,0.029644268774703556,0.04487179487179487,0.043568464730290454,0.05725971370143149
pos_prop_ADV,0.09486166007905138,0.10256410256410256,0.1037344398340249,0.07157464212678936
pos_prop_PROPN,0.05533596837944664,,,0.010224948875255624
pos_prop_NUM,0.02766798418972332,0.002136752136752137,0.004149377593360996,0.006134969325153374
pos_prop_CCONJ,0.043478260869565216,0.03632478632478633,0.04564315352697095,0.032719836400818
pos_prop_X,0.001976284584980237,,,
pos_prop_PART,0.005928853754940711,0.00641025641025641,0.026970954356846474,0.024539877300613498
flesch_reading_ease,13.279426470588277,5.345341365461849,-2.584289317058392,4.099843276036438
flesch_kincaid_grade,16.68620588235294,17.423166953528405,18.275105417129023,17.33200202224469
smog,16.342720416070684,17.34279410111249,18.196593372214874,17.52230283418833
gunning_fog,18.570588235294117,20.43488238668962,22.34484010894785,21.059656218402427
automated_readability_index,18.020199999999996,18.708446356855994,19.91511046101079,18.423291203235593
coleman_liau_index,18.79265882352941,20.47585542168674,22.538932714617165,20.7
lix,54.661764705882355,57.35226620768789,62.82265711691718,60.32355915065723
rix,7.1,7.428571428571429,8.26086956521739,7.782608695652174
token_length_mean,6.12,6.424096385542168,6.788863109048724,6.476744186046512
token_length_median,5.0,6.0,6.0,6.0
token_length_std,3.713530110602705,3.7543096636999445,3.969660619752934,3.7791556340870964
sentence_length_mean,21.25,19.761904761904763,18.73913043478261,18.695652173913043
sentence_length_median,23.0,20.0,19.0,17.0
sentence_length_std,12.652568909118813,6.516680150307049,7.902764465703003,5.488603074107653
syllables_per_token_mean,2.032941176470588,2.144578313253012,2.2505800464037122,2.172093023255814
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.3903354005244768,1.373874392467038,1.3304722004142633,1.327057521649035
n_tokens,425,415,431,430.0
n_unique_tokens,238,209,238,205.0
proportion_unique_tokens,0.56,0.5036144578313253,0.5522041763341067,0.47674418604651164
n_characters,2682,2719,2977,2844.0
n_sentences,20,21,23,23.0
dependency_distance_mean,3.2186192888629264,3.632061927170046,3.42180155601535,3.660662326456283
dependency_distance_std,1.1945513658399307,0.8302183935098325,0.9900213181760781,0.5493530492929016
prop_adjacent_dependency_relation_mean,0.4347080249997691,0.4256116754064997,0.42386495483357167,0.4332464848000781
prop_adjacent_dependency_relation_std,0.07208437425950524,0.06402890506525268,0.1164286942671235,0.06391242100602165
passed_quality_check,True,True,True,
n_stop_words,204.0,221.0,218.0,213.0
alpha_ratio,0.8122529644268774,0.8846153846153846,0.8900414937759336,0.8732106339468303
mean_word_length,5.300395256916996,5.80982905982906,6.176348547717843,5.815950920245399
doc_length,506.0,468.0,482.0,489.0
duplicate_ngram_chr_fraction_5,0.03219575016097875,0.01851260772422598,0.022300469483568074,0.16371411117898596
duplicate_ngram_chr_fraction_6,0.019317450096587252,0.01851260772422598,,0.1417226634086744
duplicate_ngram_chr_fraction_7,0.019317450096587252,,,0.11850946854001222
duplicate_ngram_chr_fraction_8,0.019317450096587252,,,0.06902871105681124
top_ngram_chr_fraction_2,0.013522215067611075,0.013405681455473986,0.03491784037558685,0.05192425167990226
top_ngram_chr_fraction_3,0.010624597553122988,,,0.029321930360415395
oov_ratio,0.0533596837944664,0.038461538461538464,0.01037344398340249,0.00408997955010225
entropy,8.189383345103161,6.923032448974608,8.01159080236064,7.59534470207935
perplexity,3602.5000620692176,1015.3944624919176,3015.710698746194,1988.9153165980624
per_word_perplexity,7.1195653400577426,2.169646287375892,6.256661200718245,4.067311485885608
first_order_coherence,0.5386943409317418,0.7716005504131317,0.7207568896595727,0.7580678950656544
second_order_coherence,0.5481094552410973,0.7603662390457956,0.7497633156322298,0.7652962434859503
connectives,23,23,23,16.0
connectives_cap,5,2,8,3.0
duplicate_ngram_chr_fraction_9,,,,0.04581551618814905
duplicate_ngram_chr_fraction_10,,,,0.04581551618814905
top_ngram_chr_fraction_4,,,,0.0354306658521686
