,human,continue,explain,create
pos_prop_PUNCT,0.15560640732265446,0.10714285714285714,0.1368909512761021,0.11556603773584906
pos_prop_SCONJ,0.006864988558352402,0.014285714285714285,0.013921113689095127,0.009433962264150943
pos_prop_NOUN,0.23569794050343248,0.21904761904761905,0.24361948955916474,0.2429245283018868
pos_prop_VERB,0.08695652173913043,0.09285714285714286,0.09280742459396751,0.0660377358490566
pos_prop_DET,0.14645308924485126,0.18095238095238095,0.12993039443155452,0.19339622641509435
pos_prop_ADV,0.04805491990846682,0.05238095238095238,0.04408352668213457,0.04009433962264151
pos_prop_ADJ,0.08695652173913043,0.08333333333333333,0.09744779582366589,0.08962264150943396
pos_prop_PROPN,0.020594965675057208,0.011904761904761904,0.018561484918793503,0.0330188679245283
pos_prop_PRON,0.04576659038901602,0.0761904761904762,0.04176334106728538,0.03537735849056604
pos_prop_ADP,0.10983981693363844,0.09047619047619047,0.10672853828306264,0.09433962264150944
pos_prop_PART,0.011441647597254004,0.011904761904761904,0.009280742459396751,0.014150943396226415
pos_prop_CCONJ,0.034324942791762014,0.0380952380952381,0.05104408352668213,0.03773584905660377
pos_prop_AUX,0.011441647597254004,0.02142857142857143,0.013921113689095127,0.02122641509433962
token_length_mean,6.677506775067751,5.738666666666667,6.811827956989247,5.968
token_length_median,6.0,5.0,6.0,5.0
token_length_std,4.240284065953742,3.3942654908274665,4.271947742984258,3.522732272919227
sentence_length_mean,26.357142857142858,18.75,20.666666666666668,17.857142857142858
sentence_length_median,24.5,19.5,21.5,19.0
sentence_length_std,11.73886793554486,10.535060512403334,6.146362971528592,8.224734555193946
syllables_per_token_mean,2.2845528455284554,1.9386666666666668,2.282258064516129,2.005333333333333
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.5522707828374245,1.2259302137107515,1.4658871063869559,1.2521867095427726
n_tokens,369,375,372,375.0
n_unique_tokens,244,199,249,182.0
proportion_unique_tokens,0.6612466124661247,0.5306666666666666,0.6693548387096774,0.48533333333333334
n_characters,2532,2197,2593,2287.0
n_sentences,14,20,18,21.0
dependency_distance_mean,3.563355632450784,2.96606344758154,3.2071762768214205,2.897610750754767
dependency_distance_std,0.9173094123382992,1.44813744314256,0.8388208967448254,1.0644707673288198
prop_adjacent_dependency_relation_mean,0.4446239597600759,0.37845827281694,0.4550706123856982,0.42629886968049824
prop_adjacent_dependency_relation_std,0.06861563098671682,0.14898687681581932,0.07630396700308083,0.10037590011303227
entropy,7.567316222493589,7.905351525655453,8.203321226354833,8.579446875082002
perplexity,1933.943037731869,2711.7555963395025,3653.0628305313635,5321.161444173188
per_word_perplexity,4.42549894217819,6.456560943665482,8.475783829539127,12.5499090664462
flesch_reading_ease,-13.190670731707314,23.792550000000006,-7.220698924731153,19.05880000000002
flesch_kincaid_grade,21.64700929152149,14.59876666666667,19.400645161290324,15.037219047619047
smog,20.267338824336647,14.90622815163357,18.71604785175511,15.532846611407376
gunning_fog,24.201393728222996,16.566666666666666,22.6752688172043,17.702857142857145
automated_readability_index,23.19962833914053,14.974120000000006,20.987043010752686,15.60785142857143
coleman_liau_index,22.340704607046074,16.36469333333334,22.82129032258064,17.634239999999995
lix,68.63356562137051,49.95,64.75268817204301,51.19047619047619
rix,11.142857142857142,5.85,9.11111111111111,5.9523809523809526
first_order_coherence,0.7708625472508944,0.5518153919103114,0.6688384291003732,0.5227694902569056
second_order_coherence,0.7452866037686666,0.527912113815546,0.7200421448796988,0.5563473802084398
passed_quality_check,True,True,True,
n_stop_words,172.0,203.0,163.0,188.0
alpha_ratio,0.8421052631578947,0.888095238095238,0.8607888631090487,0.8820754716981132
mean_word_length,5.794050343249428,5.230952380952381,6.016241299303944,5.393867924528302
doc_length,437.0,420.0,431.0,424.0
top_ngram_chr_fraction_2,0.01206896551724138,0.007779074290159471,0.011804384485666104,0.026305900037579856
oov_ratio,0.06407322654462243,0.009523809523809525,0.058004640371229696,0.02358490566037736
connectives,13,15,18,10.0
connectives_cap,2,5,6,2.0
duplicate_ngram_chr_fraction_5,,0.09490470633994555,,0.2111987974445697
duplicate_ngram_chr_fraction_6,,0.06612213146635551,,0.1319052987598647
top_ngram_chr_fraction_3,,0.026448852586542202,0.009106239460370995,0.03006388575723412
top_ngram_chr_fraction_4,,0.024504084014002333,,0.02593010146561443
pos_prop_X,,,,0.0023584905660377358
pos_prop_NUM,,,,0.0047169811320754715
duplicate_ngram_chr_fraction_7,,,,0.11424276587748966
duplicate_ngram_chr_fraction_8,,,,0.11424276587748966
duplicate_ngram_chr_fraction_9,,,,0.07741450582487787
duplicate_ngram_chr_fraction_10,,,,0.07741450582487787
