,continue,human,create,explain
pos_prop_PROPN,0.02510460251046025,0.029585798816568046,0.3597560975609756,0.006237006237006237
pos_prop_VERB,0.06485355648535565,0.0631163708086785,,0.07484407484407485
pos_prop_ADP,0.13179916317991633,0.07692307692307693,0.018292682926829267,0.09771309771309772
pos_prop_PRON,0.02092050209205021,0.03353057199211045,,0.037422037422037424
pos_prop_DET,0.14225941422594143,0.1301775147928994,0.0020325203252032522,0.15384615384615385
pos_prop_ADJ,0.08577405857740586,0.0670611439842209,0.008130081300813009,0.07276507276507277
pos_prop_NOUN,0.2280334728033473,0.23274161735700197,0.028455284552845527,0.2765072765072765
pos_prop_X,0.0041841004184100415,0.0019723865877712033,0.4532520325203252,0.002079002079002079
pos_prop_CCONJ,0.0502092050209205,0.04142011834319527,,0.05405405405405406
pos_prop_PUNCT,0.0899581589958159,0.16568047337278108,0.12195121951219512,0.10602910602910603
pos_prop_ADV,0.09414225941422594,0.07297830374753451,,0.04365904365904366
pos_prop_AUX,0.04811715481171548,0.055226824457593686,0.0040650406504065045,0.04365904365904366
pos_prop_NUM,0.0020920502092050207,0.0019723865877712033,0.0040650406504065045,0.002079002079002079
pos_prop_SCONJ,0.010460251046025104,0.01775147928994083,,0.016632016632016633
pos_prop_PART,0.0020920502092050207,0.009861932938856016,,0.012474012474012475
flesch_reading_ease,6.267931034482785,-6.915240900954615,-3.628840686274515,-1.777119856887282
flesch_kincaid_grade,16.111494252873566,20.729568914081145,18.1647205882353,17.615813953488374
smog,15.947161906329004,19.967171315474346,17.267425705330172,16.941846955676066
gunning_fog,19.425287356321842,23.744689737470168,20.918627450980395,20.754919499105547
automated_readability_index,17.75151724137931,23.06000298329355,16.07204901960784,19.042486583184264
coleman_liau_index,21.778114942528727,22.265011933174225,18.292705882352937,22.613023255813953
lix,58.44827586206896,65.08964797136039,57.70833333333333,58.166368515205725
rix,6.517241379310345,10.1875,7.083333333333333,6.884615384615385
token_length_mean,6.726436781609196,6.665871121718377,6.08235294117647,6.837209302325581
token_length_median,5.0,5.0,5.0,5.0
token_length_std,4.243303304697722,4.331496998258249,3.8896900366629317,4.488384142651617
sentence_length_mean,15.0,26.1875,17.708333333333332,16.53846153846154
sentence_length_median,15.0,24.5,19.0,16.5
sentence_length_std,6.291757059562275,11.759138733342676,10.450196037501986,7.56119022595888
syllables_per_token_mean,2.1908045977011494,2.2124105011933173,2.275294117647059,2.2674418604651163
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.4280951209431465,1.4525883945217486,1.6282726959322076,1.5251718820761182
n_tokens,435,419,425.0,430
n_unique_tokens,206,259,175.0,245
proportion_unique_tokens,0.4735632183908046,0.6181384248210023,0.4117647058823529,0.5697674418604651
n_characters,2969,2881,2715.0,2991
n_sentences,29,16,24.0,26
dependency_distance_mean,2.7027362285769465,3.82850340333765,3.4772505338380824,2.831206739578602
dependency_distance_std,1.126081549208175,1.1730486480308389,1.7256687397976922,1.0517555486064232
prop_adjacent_dependency_relation_mean,0.44170581412430693,0.4783065684127112,0.3254339251468816,0.4452490458319468
prop_adjacent_dependency_relation_std,0.13679688275165358,0.06904997930168165,0.11349535311524177,0.1130263564737394
passed_quality_check,True,True,,True
n_stop_words,219.0,204.0,19.0,219.0
alpha_ratio,0.899581589958159,0.8224852071005917,0.8739837398373984,0.8918918918918919
mean_word_length,6.2112970711297075,5.682445759368837,5.5182926829268295,6.218295218295219
doc_length,478.0,507.0,492.0,481.0
duplicate_ngram_chr_fraction_5,0.04584190420217455,0.014519056261343012,0.16973935155753336,
duplicate_ngram_chr_fraction_6,0.024684102262709375,,0.10712015257469804,
top_ngram_chr_fraction_2,0.010578900969732588,0.008469449485783424,0.02288620470438652,0.007305669199298656
top_ngram_chr_fraction_3,0.016749926535409933,0.01058681185722928,0.06484424666242848,
oov_ratio,0.0502092050209205,0.055226824457593686,0.15040650406504066,0.060291060291060294
entropy,8.871153618218258,8.235400839782073,1.0879639768782168,9.700450862198679
perplexity,7123.494027382089,3772.151622467642,2.968224542362294,16324.965849018037
per_word_perplexity,14.902707170255416,7.44014126719456,0.006032976712118484,33.93963793974644
first_order_coherence,0.6522348142628159,0.6293537358442942,0.7525563460329304,0.6790355555154384
second_order_coherence,0.6116658901726758,0.6893320764814105,0.7461366959932175,0.6482474469424536
connectives,30,14,0.0,12
connectives_cap,3,0,0.0,3
top_ngram_chr_fraction_4,,0.008469449485783424,0.036872218690400506,
duplicate_ngram_chr_fraction_7,,,0.06611570247933884,
duplicate_ngram_chr_fraction_8,,,0.06611570247933884,
duplicate_ngram_chr_fraction_9,,,0.036236490781945324,
duplicate_ngram_chr_fraction_10,,,0.036236490781945324,
