,human,continue,explain,create
passed_quality_check,True,True,True,True
n_stop_words,218.0,247.0,184.0,197.0
alpha_ratio,0.7947368421052632,0.8836772983114447,0.8798955613577023,0.8870967741935484
mean_word_length,5.231578947368421,5.885553470919325,5.68668407310705,6.066820276497696
doc_length,570.0,533.0,383.0,434.0
duplicate_ngram_chr_fraction_5,0.028935185185185185,0.068402104680144,,0.09870818151705862
duplicate_ngram_chr_fraction_6,0.017361111111111112,0.068402104680144,,0.09870818151705862
duplicate_ngram_chr_fraction_7,0.017361111111111112,0.045139850456937136,,0.06955945677376615
duplicate_ngram_chr_fraction_8,0.017361111111111112,0.045139850456937136,,0.0364359059291156
top_ngram_chr_fraction_2,0.013888888888888888,0.016615895873719193,0.016706443914081145,0.05067903279231534
top_ngram_chr_fraction_3,0.009548611111111112,0.026585433397950706,0.010739856801909307,0.03974826101358066
oov_ratio,0.05789473684210526,0.0075046904315197,0.03655352480417755,0.004608294930875576
dependency_distance_mean,3.115704043977251,3.5934387929484606,3.598490845590265,3.1228532418428046
dependency_distance_std,1.081604271618529,0.6547233136355363,0.7251895564992531,0.925403058527079
prop_adjacent_dependency_relation_mean,0.4175981661965495,0.41388091173365327,0.411771943900008,0.41661801235366097
prop_adjacent_dependency_relation_std,0.07510085922225519,0.059556558100158155,0.055761337084367285,0.12227991269953474
first_order_coherence,0.591310467409051,0.7012813922304374,0.7207217290997505,0.6837501361788738
second_order_coherence,0.5802557373588736,0.6776771324872971,0.7102581481138865,0.7343524783849716
entropy,9.223058222945783,7.982871001366592,5.603682088000299,6.87139139824467
perplexity,10127.990667678467,2930.3319859180924,271.42397669775477,964.289343317615
per_word_perplexity,17.76840468013766,5.497808603973907,0.7086787903335634,2.221864846353952
pos_prop_ADP,0.08771929824561403,0.07879924953095685,0.07571801566579635,0.08064516129032258
pos_prop_DET,0.11578947368421053,0.1125703564727955,0.1227154046997389,0.14516129032258066
pos_prop_NOUN,0.17543859649122806,0.20075046904315197,0.19843342036553524,0.24193548387096775
pos_prop_PUNCT,0.16666666666666666,0.10881801125703565,0.12010443864229765,0.10829493087557604
pos_prop_SCONJ,0.015789473684210527,0.0300187617260788,0.0391644908616188,0.02304147465437788
pos_prop_PRON,0.03684210526315789,0.058161350844277676,0.06788511749347259,0.04838709677419355
pos_prop_ADJ,0.06842105263157895,0.08630393996247655,0.0835509138381201,0.06912442396313365
pos_prop_VERB,0.06315789473684211,0.10318949343339587,0.10704960835509138,0.10368663594470046
pos_prop_AUX,0.02631578947368421,0.0600375234521576,0.04960835509138381,0.04838709677419355
pos_prop_ADV,0.08596491228070176,0.09380863039399624,0.09660574412532637,0.06912442396313365
pos_prop_PROPN,0.06491228070175438,0.001876172607879925,,
pos_prop_NUM,0.03859649122807018,0.005628517823639775,,0.004608294930875576
pos_prop_CCONJ,0.04736842105263158,0.0375234521575985,0.02610966057441253,0.041474654377880185
pos_prop_X,0.0017543859649122807,,,
pos_prop_PART,0.005263157894736842,0.0225140712945591,0.013054830287206266,0.016129032258064516
token_length_mean,6.077894736842105,6.493670886075949,6.326409495548962,6.682170542635659
token_length_median,5.0,6.0,6.0,6.0
token_length_std,3.6574704789935275,3.8731143534160735,3.7210185563106712,3.9453328253390936
sentence_length_mean,19.791666666666668,17.555555555555557,19.823529411764707,17.59090909090909
sentence_length_median,21.0,17.0,21.0,17.0
sentence_length_std,12.796416056415518,6.208317797643997,6.002306361799575,8.488811304026726
syllables_per_token_mean,2.008421052631579,2.217299578059072,2.142433234421365,2.2299741602067185
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.361088044477632,1.3966643078184533,1.4006814839318746,1.3701621961566264
n_tokens,475,474,337,387
n_unique_tokens,261,236,173,194
proportion_unique_tokens,0.5494736842105263,0.4978902953586498,0.5133531157270029,0.5012919896640827
n_characters,2982,3137,2178,2633
n_sentences,24,27,17,22
flesch_reading_ease,16.83403728070178,1.4325668073136626,5.464266015011361,0.32441331923891426
flesch_kincaid_grade,15.828118421052633,17.420801687763717,17.421888636760347,17.584149635893827
smog,15.903189008614273,17.33671857439717,17.190840771661655,17.43690915190277
gunning_fog,18.021929824561404,21.115049226441634,20.154931052539713,21.299929527836504
automated_readability_index,17.09271754385965,17.932967651195504,18.27915342991796,18.838477801268503
coleman_liau_index,18.442442105263158,20.696708860759497,19.90611275964392,21.808475452196387
lix,53.47587719298245,59.32770745428974,58.39919706755106,59.19297627437162
rix,6.666666666666667,7.333333333333333,7.647058823529412,7.318181818181818
connectives,24,22,17,12
connectives_cap,5,6,1,3
duplicate_ngram_chr_fraction_9,,0.031016338964275823,,0.0364359059291156
top_ngram_chr_fraction_4,,0.029908612572694546,,
