,human,create,explain,continue
passed_quality_check,True,True,True,True
n_stop_words,193.0,197.0,181.0,202.0
alpha_ratio,0.8211206896551724,0.8468271334792122,0.8912466843501327,0.8856502242152466
mean_word_length,5.306034482758621,5.816192560175055,5.824933687002653,5.849775784753363
doc_length,464.0,457.0,377.0,446.0
duplicate_ngram_chr_fraction_5,0.03505082369435682,0.10143979057591623,0.049743387287801026,0.013293452974410104
duplicate_ngram_chr_fraction_6,0.02103049421661409,0.10143979057591623,0.0378997236478484,
duplicate_ngram_chr_fraction_7,0.02103049421661409,0.10143979057591623,0.0378997236478484,
duplicate_ngram_chr_fraction_8,0.02103049421661409,0.03599476439790576,,
top_ngram_chr_fraction_2,0.008762705923589204,0.03337696335078534,0.021713383339913146,0.015952143569292122
top_ngram_chr_fraction_3,0.011566771819137749,0.02356020942408377,0.024871693643900513,0.02193419740777667
oov_ratio,0.05172413793103448,0.0175054704595186,0.042440318302387266,0.008968609865470852
pos_prop_ADP,0.08620689655172414,0.09190371991247265,0.10610079575596817,0.08520179372197309
pos_prop_DET,0.125,0.10722100656455143,0.13527851458885942,0.11883408071748879
pos_prop_NOUN,0.1788793103448276,0.21444201312910285,0.23076923076923078,0.23542600896860988
pos_prop_PUNCT,0.15517241379310345,0.12472647702407003,0.10344827586206896,0.1031390134529148
pos_prop_SCONJ,0.01939655172413793,0.024070021881838075,0.026525198938992044,0.02466367713004484
pos_prop_PRON,0.04310344827586207,0.03938730853391685,0.0610079575596817,0.03139013452914798
pos_prop_ADJ,0.0668103448275862,0.07439824945295405,0.10610079575596817,0.07847533632286996
pos_prop_VERB,0.0668103448275862,0.07439824945295405,0.08488063660477453,0.08744394618834081
pos_prop_AUX,0.032327586206896554,0.045951859956236324,0.050397877984084884,0.053811659192825115
pos_prop_ADV,0.09482758620689655,0.10284463894967177,0.06631299734748011,0.10538116591928251
pos_prop_PROPN,0.05387931034482758,0.0175054704595186,,
pos_prop_NUM,0.023706896551724137,0.019693654266958426,0.005305039787798408,0.008968609865470852
pos_prop_CCONJ,0.04525862068965517,0.045951859956236324,0.023872679045092837,0.04708520179372197
pos_prop_X,0.0021551724137931034,0.0087527352297593,,
pos_prop_PART,0.00646551724137931,0.0087527352297593,,0.020179372197309416
entropy,7.523885896386993,6.613592850119403,5.257137677548863,6.289555315211182
perplexity,1851.7490361525142,745.1554468611942,191.93133494133602,538.9136290997767
per_word_perplexity,3.990838439983867,1.630537082847252,0.5091016841945253,1.2083265226452393
first_order_coherence,0.5594744775444269,0.5808994715151033,0.6160157726091497,0.7152350502354758
second_order_coherence,0.5562468481560549,0.5631717345159915,0.6329382602125406,0.6897244021296501
dependency_distance_mean,3.4635687294501603,3.0868724277887187,3.660238624273712,3.4890315325097943
dependency_distance_std,1.0211410779841406,1.1633308708735144,0.6900344975313584,0.8043405162139291
prop_adjacent_dependency_relation_mean,0.4328705158291839,0.45031298010785015,0.4129093972953622,0.435129690515066
prop_adjacent_dependency_relation_std,0.08579606871128524,0.0861006482940778,0.06435492821144687,0.08151514192346207
token_length_mean,6.096938775510204,6.558080808080808,6.381656804733728,6.421052631578948
token_length_median,5.0,6.0,6.0,6.0
token_length_std,3.6958044078037133,4.055693137030079,3.865247327140721,3.560878759320977
sentence_length_mean,23.058823529411764,19.8,18.77777777777778,18.136363636363637
sentence_length_median,24.0,20.0,18.0,18.5
sentence_length_std,12.1678002663505,10.989085494252922,6.232134961057848,5.895263542150169
syllables_per_token_mean,2.0127551020408165,2.217171717171717,2.1449704142011834,2.1403508771929824
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.3655157361741663,1.4662217234205694,1.4410470898277445,1.224376830780607
n_tokens,392,396,338,399
n_unique_tokens,223,225,184,225
proportion_unique_tokens,0.5688775510204082,0.5681818181818182,0.5443786982248521,0.5639097744360902
n_characters,2462,2658,2196,2609
n_sentences,17,20,18,22
flesch_reading_ease,13.151212484994005,-0.8347272727272639,6.311058514135453,7.352906698564624
flesch_kincaid_grade,17.153451380552223,18.294626262626263,17.0439842209073,16.73932216905901
smog,16.704608050291505,17.860898108174034,16.390658040692905,17.122413403193683
gunning_fog,19.019447779111644,21.354343434343434,18.990401051939514,20.487628161312372
automated_readability_index,18.815993397358945,19.358560606060607,18.016492439184752,17.88133971291866
coleman_liau_index,18.766326530612243,21.266565656565657,20.147810650887575,20.323709273182953
lix,56.22208883553421,59.95151515151515,55.76002629848784,59.489747095010244
rix,7.647058823529412,7.95,6.944444444444445,7.5
connectives,22,18,20,15
connectives_cap,4,2,3,6
duplicate_ngram_chr_fraction_9,,0.03599476439790576,,
top_ngram_chr_fraction_4,,,0.029609159099881564,0.03589232303090728
