,human,explain,create,continue
passed_quality_check,True,True,,
n_stop_words,205.0,184.0,234.0,186.0
alpha_ratio,0.8733705772811918,0.888641425389755,0.9078947368421053,0.8781038374717833
mean_word_length,6.083798882681564,6.071269487750556,6.156015037593985,5.487584650112867
doc_length,537.0,449.0,532.0,443.0
top_ngram_chr_fraction_2,0.00801924619085806,0.017285531370038413,0.006652474720596061,0.01592920353982301
oov_ratio,0.1042830540037244,0.07349665924276169,0.046992481203007516,0.06320541760722348
dependency_distance_mean,3.5706670115655013,4.128616188365527,3.518263272090978,2.7000762436037906
dependency_distance_std,0.9674994746866413,0.6783975018917449,1.038986388238528,1.5305775860021902
prop_adjacent_dependency_relation_mean,0.4023113502911499,0.45431993365829737,0.41974851831063986,0.40805090983113185
prop_adjacent_dependency_relation_std,0.06008617222224323,0.05385087154372598,0.05180703609148831,0.1388827733776202
first_order_coherence,0.4861967070028186,0.8252429323537009,0.7268565751612186,0.28662670946315577
second_order_coherence,0.39684916813583937,0.8249442806610694,0.6988639878599268,0.20736181871457535
entropy,8.03346781051982,7.142150522662779,9.032571938466518,7.5265607047707945
perplexity,3082.412382666417,1264.1440384226398,8371.362537498184,1856.7087401709987
per_word_perplexity,5.740060302916978,2.8154655644156787,15.735643867477789,4.191216117767492
pos_prop_ADP,0.1005586592178771,0.08240534521158129,0.09586466165413533,0.07674943566591422
pos_prop_DET,0.15083798882681565,0.17371937639198218,0.14473684210526316,0.16252821670428894
pos_prop_ADJ,0.1042830540037244,0.0935412026726058,0.10526315789473684,0.08577878103837472
pos_prop_NOUN,0.22346368715083798,0.22717149220489977,0.20488721804511278,0.22573363431151242
pos_prop_PUNCT,0.11359404096834265,0.111358574610245,0.09022556390977443,0.1038374717832957
pos_prop_PRON,0.040968342644320296,0.035634743875278395,0.045112781954887216,0.03611738148984198
pos_prop_PROPN,0.054003724394785846,0.044543429844097995,0.03571428571428571,0.03837471783295711
pos_prop_ADV,0.055865921787709494,0.0467706013363029,0.07330827067669173,0.05191873589164785
pos_prop_NUM,0.00558659217877095,,,0.006772009029345372
pos_prop_VERB,0.08007448789571694,0.09799554565701558,0.08834586466165413,0.09706546275395034
pos_prop_AUX,0.0260707635009311,0.0200445434298441,0.03195488721804511,0.022573363431151242
pos_prop_CCONJ,0.024208566108007448,0.0334075723830735,0.046992481203007516,0.05191873589164785
pos_prop_SCONJ,0.0037243947858473,0.022271714922048998,0.02631578947368421,0.02708803611738149
pos_prop_X,0.0074487895716946,,,
pos_prop_PART,0.00931098696461825,0.011135857461024499,0.011278195488721804,0.013544018058690745
token_length_mean,6.7594936708860756,6.706766917293233,6.667355371900826,6.02020202020202
token_length_median,6.0,6.0,6.0,5.0
token_length_std,4.173096038353131,4.064237245076737,4.016351962737684,3.508229280771222
sentence_length_mean,24.94736842105263,26.6,23.047619047619047,16.5
sentence_length_median,26.0,27.0,21.0,19.0
sentence_length_std,12.910516660583855,5.930711031009126,7.09443907293855,11.161690433502146
syllables_per_token_mean,2.3227848101265822,2.293233082706767,2.3491735537190084,2.1515151515151514
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.5882040941996591,1.5435951666172971,1.6070542255719602,1.4327598314507972
n_tokens,474,399,484.0,396.0
n_unique_tokens,310,213,220.0,179.0
proportion_unique_tokens,0.6540084388185654,0.5338345864661654,0.45454545454545453,0.45202020202020204
n_characters,3267,2726,3275.0,2431.0
n_sentences,19,15,21.0,24.0
flesch_reading_ease,-14.994173884077242,-14.171518796992473,-15.29841597796144,8.069318181818204
flesch_kincaid_grade,21.548334443704196,21.84415037593985,21.118819362455728,16.232878787878786
smog,20.11633818201863,20.951891812732367,19.80778490019522,15.634230697037914
gunning_fog,24.15616255829447,25.276591478696744,24.012436048799685,18.216161616161617
automated_readability_index,22.880899400399734,23.45887218045113,21.497053325462417,15.175151515151512
coleman_liau_index,22.759324894514766,22.52300751879699,22.119752066115698,17.804848484848474
lix,69.04019542527203,71.96340852130325,65.60960251869344,52.61111111111111
rix,11.0,12.066666666666666,9.80952380952381,5.958333333333333
connectives,12,11,19.0,14.0
connectives_cap,0,0,4.0,2.0
duplicate_ngram_chr_fraction_5,,0.07170294494238157,0.248270356572645,0.24
duplicate_ngram_chr_fraction_6,,0.04033290653008963,0.17589143161255988,0.18548672566371682
duplicate_ngram_chr_fraction_7,,0.04033290653008963,0.17589143161255988,0.15787610619469025
duplicate_ngram_chr_fraction_8,,0.04033290653008963,0.11974454497072912,0.15787610619469025
top_ngram_chr_fraction_3,,0.02912932138284251,0.03831825439063331,0.01592920353982301
top_ngram_chr_fraction_4,,0.041613316261203584,0.03113358169238957,0.02654867256637168
duplicate_ngram_chr_fraction_9,,,0.04097924427887174,0.12743362831858407
duplicate_ngram_chr_fraction_10,,,0.04097924427887174,0.12743362831858407
