,human,continue,explain,create
first_order_coherence,0.7354840976851327,0.7468252988422618,0.7265178084373474,0.5604062808884515
second_order_coherence,0.7010610202948252,0.7457394488155842,0.742032915353775,0.7103743360323065
passed_quality_check,True,True,True,
n_stop_words,134.0,139.0,52.0,135.0
alpha_ratio,0.8732782369146006,0.9048991354466859,0.9230769230769231,0.9052924791086351
mean_word_length,6.033057851239669,6.829971181556196,6.8538461538461535,7.022284122562674
doc_length,363.0,347.0,130.0,359.0
duplicate_ngram_chr_fraction_5,0.039824771007566706,,,0.16713483146067415
duplicate_ngram_chr_fraction_6,0.039824771007566706,,,0.16713483146067415
top_ngram_chr_fraction_2,0.0362405416168857,0.019381289601192696,0.03861386138613861,0.038623595505617975
top_ngram_chr_fraction_3,0.04778972520908005,0.02981736861721953,0.0594059405940594,0.07373595505617977
top_ngram_chr_fraction_4,0.038231780167264036,,,0.05337078651685393
oov_ratio,0.011019283746556474,0.020172910662824207,0.03076923076923077,0.03064066852367688
dependency_distance_mean,4.45243609201285,2.945923456088649,3.4150783475783477,2.764191456452474
dependency_distance_std,1.50770302867103,0.7817205592259068,0.4208914389023467,1.2077044702374753
prop_adjacent_dependency_relation_mean,0.4311950223648784,0.4726961214932154,0.4352136752136752,0.4193234542824858
prop_adjacent_dependency_relation_std,0.07204223570770005,0.0763372053656613,0.09433686877197707,0.11495123887786265
entropy,5.472460378047655,5.347326475385455,2.0762475172689365,5.529750486364298
perplexity,238.04515392434408,210.04598341400515,7.974488568468861,252.081005527769
per_word_perplexity,0.6557717738962647,0.6053198369279688,0.06134221975745278,0.7021755028628663
flesch_reading_ease,-24.526344339622625,-30.723340410474123,-28.489999999999952,-35.34137355584079
flesch_kincaid_grade,26.555267295597492,21.87830148619957,22.20166666666667,22.477387676508346
smog,24.4086006109166,18.71604785175511,19.287186520377343,19.60300961170835
gunning_fog,29.862264150943396,24.047841472045295,24.0,26.173555840821564
automated_readability_index,30.21528301886793,22.34722222222222,23.149250000000002,22.95737163029525
coleman_liau_index,23.117610062893082,26.26611464968153,25.889,27.123170731707315
lix,80.94496855345912,67.12597310686482,66.66666666666666,67.87291399229781
rix,16.375,8.666666666666666,9.333333333333334,8.736842105263158
token_length_mean,6.745283018867925,7.442675159235669,7.341666666666667,7.591463414634147
token_length_median,6.0,6.0,6.0,7.0
token_length_std,4.135430561161634,4.699731715091994,4.583477270467139,4.437663118802348
sentence_length_mean,39.75,17.444444444444443,20.0,17.263157894736842
sentence_length_median,32.5,16.5,20.0,20.0
sentence_length_std,34.52082704687128,4.323350324076382,4.932882862316247,9.232905143892788
syllables_per_token_mean,2.257861635220126,2.5987261146496814,2.5416666666666665,2.6554878048780486
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.499324109686306,1.7388768342617131,1.8206950748424504,1.6546959432129595
n_tokens,318,314,120,328.0
n_unique_tokens,182,190,87,178.0
proportion_unique_tokens,0.5723270440251572,0.6050955414012739,0.725,0.5426829268292683
n_characters,2190,2370,891,2521.0
n_sentences,8,18,6,19.0
pos_prop_ADP,0.1046831955922865,0.1239193083573487,0.08461538461538462,0.0947075208913649
pos_prop_DET,0.11019283746556474,0.1037463976945245,0.13846153846153847,0.12534818941504178
pos_prop_ADJ,0.1046831955922865,0.11815561959654179,0.11538461538461539,0.1532033426183844
pos_prop_NOUN,0.21212121212121213,0.2507204610951009,0.2153846153846154,0.2562674094707521
pos_prop_AUX,0.024793388429752067,0.025936599423631124,0.03076923076923077,0.05013927576601671
pos_prop_ADV,0.06887052341597796,0.043227665706051875,0.038461538461538464,0.04735376044568245
pos_prop_X,0.046831955922865015,0.020172910662824207,0.038461538461538464,0.008356545961002786
pos_prop_PROPN,0.07162534435261708,0.01729106628242075,0.046153846153846156,0.008356545961002786
pos_prop_VERB,0.03856749311294766,0.08357348703170028,0.1,0.07520891364902507
pos_prop_PUNCT,0.11019283746556474,0.09510086455331412,0.07692307692307693,0.08635097493036212
pos_prop_CCONJ,0.04132231404958678,0.05763688760806916,0.06923076923076923,0.04735376044568245
pos_prop_PRON,0.024793388429752067,0.04610951008645533,0.023076923076923078,0.008356545961002786
pos_prop_SCONJ,0.027548209366391185,0.005763688760806916,0.023076923076923078,0.019498607242339833
pos_prop_PART,0.011019283746556474,0.008645533141210375,,0.019498607242339833
pos_prop_NUM,0.0027548209366391185,,,
connectives,10,11,3,11.0
duplicate_ngram_chr_fraction_7,,,,0.13132022471910113
duplicate_ngram_chr_fraction_8,,,,0.07794943820224719
duplicate_ngram_chr_fraction_9,,,,0.07794943820224719
duplicate_ngram_chr_fraction_10,,,,0.07794943820224719
