,create,human,explain,continue
dependency_distance_mean,3.349692698938093,3.797243618907062,3.586667473478293,3.426593071012144
dependency_distance_std,0.8635134050867825,1.1487554641073576,0.878503823004723,0.6261817500682116
prop_adjacent_dependency_relation_mean,0.47580697377077175,0.48244038360092517,0.5044638982649219,0.46425481519177897
prop_adjacent_dependency_relation_std,0.08202998198196264,0.05096222337463333,0.05878812216922244,0.06784939869252408
flesch_reading_ease,-35.90621794871791,-30.68680646001559,-31.056482281763152,-32.07572219658513
flesch_kincaid_grade,23.1118660968661,25.421458713206565,22.69340823970038,22.182362713428706
smog,19.89297957285942,23.0679906867504,19.89713882849292,18.535231010973284
gunning_fog,25.463817663817665,28.04907528002084,24.994410832613084,23.40729118597139
automated_readability_index,24.792307692307695,27.012261005470172,23.079343128781325,23.65048454083987
coleman_liau_index,28.21435897435897,23.93845272206303,25.50441947565542,27.647106598984774
lix,69.92735042735043,76.13988017712947,67.72947277441659,62.57914167051223
rix,9.833333333333334,14.090909090909092,9.692307692307692,8.0
first_order_coherence,0.7357089359258466,0.5895673334598541,0.8098600755135218,0.7676019191741943
second_order_coherence,0.7184628925169818,0.6697097520033518,0.8250431201674722,0.7900070084465874
n_stop_words,155.0,167.0,131.0,93.0
alpha_ratio,0.9212598425196851,0.8638613861386139,0.8929765886287625,0.9205607476635514
mean_word_length,7.21259842519685,6.111386138613861,6.59866220735786,7.140186915887851
doc_length,381.0,404.0,299.0,214.0
duplicate_ngram_chr_fraction_5,0.197224015493867,0.020574671869457255,,0.12296983758700696
duplicate_ngram_chr_fraction_6,0.14460942543576502,0.020574671869457255,,0.0962877030162413
duplicate_ngram_chr_fraction_7,0.14460942543576502,0.020574671869457255,,0.0962877030162413
duplicate_ngram_chr_fraction_8,0.11943189154293092,,,0.0962877030162413
duplicate_ngram_chr_fraction_9,0.0671400903808909,,,
top_ngram_chr_fraction_2,0.05326016785022595,0.009932600212841433,0.008932559178204555,0.06960556844547564
top_ngram_chr_fraction_3,0.07101355713363461,0.012415750266051791,0.0160786065207682,0.10150812064965198
top_ngram_chr_fraction_4,0.04551323434473854,0.006385242993969493,,0.09048723897911833
oov_ratio,0.01837270341207349,0.034653465346534656,0.030100334448160536,0.028037383177570093
token_length_mean,7.743589743589744,6.916905444126074,7.269662921348314,7.67005076142132
token_length_median,7.0,6.0,6.0,6.0
token_length_std,5.141563797312266,4.47936697900568,4.701814244496348,5.462169526526028
sentence_length_mean,19.5,31.727272727272727,20.53846153846154,17.90909090909091
sentence_length_median,20.0,31.0,20.0,17.0
sentence_length_std,6.626965117357014,16.175688318027877,5.6923076923076925,4.144098661833266
syllables_per_token_mean,2.635327635327635,2.4269340974212033,2.5655430711610485,2.6091370558375635
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.7584326235359404,1.6579986031808611,1.8129816898400923,1.859129692818184
n_tokens,351.0,349,267,197
n_unique_tokens,156.0,215,169,115
proportion_unique_tokens,0.4444444444444444,0.6160458452722063,0.6329588014981273,0.583756345177665
n_characters,2748.0,2469,1973,1528
n_sentences,18.0,11,13,11
entropy,7.0921872045446825,6.792550709573465,5.134728560222827,4.509153552812108
perplexity,1202.5351165968764,891.1838163118222,169.81821819874403,90.84489055525202
per_word_perplexity,3.156260148548232,2.2059005354253025,0.5679539070192108,0.42450883437033654
pos_prop_NOUN,0.29133858267716534,0.2524752475247525,0.2508361204013378,0.2757009345794392
pos_prop_ADJ,0.10761154855643044,0.07920792079207921,0.0802675585284281,0.07009345794392523
pos_prop_ADP,0.11811023622047244,0.10148514851485149,0.09698996655518395,0.102803738317757
pos_prop_DET,0.15485564304461943,0.10891089108910891,0.11036789297658862,0.17289719626168223
pos_prop_PUNCT,0.07874015748031496,0.12128712871287128,0.10702341137123746,0.0794392523364486
pos_prop_X,0.0026246719160104987,0.0049504950495049506,0.010033444816053512,0.004672897196261682
pos_prop_AUX,0.03674540682414698,0.039603960396039604,0.056856187290969896,0.04672897196261682
pos_prop_ADV,0.05249343832020997,0.07673267326732673,0.05016722408026756,0.07009345794392523
pos_prop_CCONJ,0.04199475065616798,0.08663366336633663,0.06020066889632107,0.0514018691588785
pos_prop_VERB,0.07611548556430446,0.054455445544554455,0.09364548494983277,0.0794392523364486
pos_prop_PART,0.015748031496062992,0.007425742574257425,0.030100334448160536,0.018691588785046728
pos_prop_PRON,0.013123359580052493,0.017326732673267328,0.023411371237458192,0.004672897196261682
pos_prop_SCONJ,0.010498687664041995,0.019801980198019802,0.030100334448160536,0.02336448598130841
connectives,9.0,19,11,8
passed_quality_check,,True,True,True
pos_prop_PROPN,,0.0297029702970297,,
