,continue,human,create,explain
dependency_distance_mean,2.6751475811978964,2.7527679639201375,5.362310698750274,3.438799852081256
dependency_distance_std,0.9520969274763347,1.201174397042506,2.909732010854293,1.0421051941104584
prop_adjacent_dependency_relation_mean,0.4914308380204346,0.4976161465701107,0.29292152752000084,0.48946406977004436
prop_adjacent_dependency_relation_std,0.10696015252315029,0.10411466426816979,0.044373079746726,0.06561437240942945
pos_prop_DET,0.12771739130434784,0.08549222797927461,0.0027472527472527475,0.11864406779661017
pos_prop_X,0.005434782608695652,0.0051813471502590676,0.49725274725274726,0.011299435028248588
pos_prop_AUX,0.04619565217391304,0.03367875647668394,0.0027472527472527475,0.02824858757062147
pos_prop_ADP,0.09239130434782608,0.09326424870466321,0.024725274725274724,0.09887005649717515
pos_prop_ADJ,0.059782608695652176,0.06994818652849741,,0.09322033898305085
pos_prop_NOUN,0.23641304347826086,0.22797927461139897,0.01098901098901099,0.2401129943502825
pos_prop_VERB,0.08695652173913043,0.04922279792746114,0.0027472527472527475,0.062146892655367235
pos_prop_PUNCT,0.12771739130434784,0.14766839378238342,0.0989010989010989,0.10451977401129943
pos_prop_SCONJ,0.01358695652173913,0.012953367875647668,,0.01977401129943503
pos_prop_ADV,0.04891304347826087,0.08808290155440414,0.0027472527472527475,0.07062146892655367
pos_prop_PART,0.029891304347826088,0.018134715025906734,,0.02824858757062147
pos_prop_CCONJ,0.043478260869565216,0.054404145077720206,,0.05084745762711865
pos_prop_PROPN,0.051630434782608696,0.08549222797927461,0.35714285714285715,0.05649717514124294
pos_prop_PRON,0.029891304347826088,0.02849740932642487,,0.014124293785310734
token_length_mean,7.211838006230529,7.255451713395638,6.6310975609756095,7.069400630914826
token_length_median,6.0,6.0,6.5,6.0
token_length_std,5.008900183214785,5.080367489682505,3.6099299047642353,4.404784173545862
sentence_length_mean,13.956521739130435,16.05,29.818181818181817,24.384615384615383
sentence_length_median,14.0,13.5,26.0,22.0
sentence_length_std,6.999864973042819,10.44736808961951,17.424216073761368,9.178054608169017
syllables_per_token_mean,2.5794392523364484,2.607476635514019,2.5609756097560976,2.4858044164037856
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,2.094514642076675,2.1403569563379947,1.7097108654119137,1.7449215359993628
n_tokens,321,321,328,317
n_unique_tokens,184,216,202,215
proportion_unique_tokens,0.573208722741433,0.6728971962616822,0.6158536585365854,0.6782334384858044
n_characters,2362,2394,2211,2278
n_sentences,23,20,11,13
flesch_reading_ease,-25.551430312880882,-30.048273364485965,-40.088991130820375,-28.214438243144855
flesch_kincaid_grade,20.290426655830966,21.437724299065426,26.258603104212863,23.252492113564674
smog,16.605875772319997,17.860898108174034,24.012791092246207,20.914290944240012
gunning_fog,21.53276445889205,22.993208722741436,29.854101995565415,25.652899781606408
automated_readability_index,19.516017878911008,20.768177570093457,24.71156042128603,24.059184663916525
coleman_liau_index,24.484735202492207,25.017819314641738,22.198170731707318,24.554195583596208
lix,58.50480834349181,63.090498442367604,79.81818181818181,72.0186847852463
rix,6.217391304347826,7.55,14.909090909090908,11.615384615384615
entropy,5.737369506087374,5.836155806501063,0.6010173556749945,5.676914216463112
perplexity,310.2472332036616,342.4603232619265,1.823973486570387,292.0468447020677
per_word_perplexity,0.8430631337056022,0.8872029100049909,0.005010916171896668,0.8249910867290048
first_order_coherence,0.4386395955119621,0.5747044113905806,0.8866420686244965,0.7376860678195953
second_order_coherence,0.5128615589014122,0.38645806153201395,0.8558824724621243,0.7461681365966797
passed_quality_check,True,True,True,True
n_stop_words,153.0,139.0,18.0,141.0
alpha_ratio,0.8695652173913043,0.8316062176165803,0.9010989010989011,0.8954802259887006
mean_word_length,6.418478260869565,6.2020725388601035,6.074175824175824,6.435028248587571
doc_length,368.0,386.0,364.0,354.0
duplicate_ngram_chr_fraction_5,0.0260707635009311,0.012541497602360752,0.035474970437524636,
top_ngram_chr_fraction_2,0.0223463687150838,0.011803762449280709,0.020496649586125345,0.01966075558982267
top_ngram_chr_fraction_3,0.021229050279329607,0.014754703061600885,0.035474970437524636,
oov_ratio,0.06521739130434782,0.046632124352331605,0.11538461538461539,0.06497175141242938
connectives,6,9,2,9
duplicate_ngram_chr_fraction_6,,0.0066396163777203985,0.035474970437524636,
top_ngram_chr_fraction_4,,0.010328292143120619,0.03192747339377217,
pos_prop_NUM,,,,0.002824858757062147
