,create,human,explain,continue
dependency_distance_mean,3.1679054282602874,3.590172911836355,3.5892908095831,2.6184550677246987
dependency_distance_std,0.9619069458880707,1.4733040822241295,0.8090921433502789,1.1180778309412687
prop_adjacent_dependency_relation_mean,0.426420458626341,0.48244038360092517,0.5159101999949643,0.4778620442425677
prop_adjacent_dependency_relation_std,0.08479327297478145,0.05096222337463333,0.06241594962771919,0.06292952960297386
pos_prop_NOUN,0.2541436464088398,0.25405405405405407,0.24788732394366197,0.25068870523415976
pos_prop_ADJ,0.11878453038674033,0.07297297297297298,0.07605633802816901,0.09641873278236915
pos_prop_ADP,0.11878453038674033,0.10540540540540541,0.1267605633802817,0.09090909090909091
pos_prop_DET,0.10773480662983426,0.11351351351351352,0.10704225352112676,0.11570247933884298
pos_prop_PROPN,0.04143646408839779,0.02972972972972973,0.0028169014084507044,0.008264462809917356
pos_prop_PUNCT,0.10773480662983426,0.12432432432432433,0.09295774647887324,0.09917355371900827
pos_prop_X,0.016574585635359115,0.002702702702702703,0.011267605633802818,
pos_prop_AUX,0.03314917127071823,0.04054054054054054,0.04788732394366197,0.06060606060606061
pos_prop_ADV,0.055248618784530384,0.07297297297297298,0.07605633802816901,0.09090909090909091
pos_prop_VERB,0.06353591160220995,0.051351351351351354,0.07323943661971831,0.08264462809917356
pos_prop_SCONJ,0.013812154696132596,0.021621621621621623,0.01971830985915493,0.01928374655647383
pos_prop_CCONJ,0.04419889502762431,0.08378378378378379,0.07323943661971831,0.049586776859504134
pos_prop_PART,0.0055248618784530384,0.008108108108108109,0.016901408450704224,0.02203856749311295
pos_prop_NUM,0.016574585635359115,,,
pos_prop_PRON,0.0027624309392265192,0.01891891891891892,0.028169014084507043,0.013774104683195593
token_length_mean,7.376947040498442,6.830721003134796,6.990683229813665,7.269113149847095
token_length_median,6.0,6.0,6.0,6.0
token_length_std,4.480970288819433,4.458396655084984,4.785125779511298,4.592347724561233
sentence_length_mean,17.833333333333332,29.0,23.0,14.863636363636363
sentence_length_median,20.0,25.0,21.5,18.0
sentence_length_std,9.142392101268317,18.290583767213516,5.154748157905347,7.014889713028311
syllables_per_token_mean,2.5171339563862927,2.3887147335423196,2.450310559006211,2.522935779816514
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.590622601157878,1.6569407291949383,1.7847742597346838,1.6419370056224274
n_tokens,321,319,322,327
n_unique_tokens,192,199,177,190
proportion_unique_tokens,0.5981308411214953,0.6238244514106583,0.5496894409937888,0.581039755351682
n_characters,2409,2230,2284,2413
n_sentences,18,11,14,22
flesch_reading_ease,-24.21536604361367,-24.68526645768023,-23.806273291925436,-21.691957881567987
flesch_kincaid_grade,21.067180685358256,23.906833855799373,22.293664596273292,19.97746038365305
smog,19.061188166129803,21.680538366189978,19.854308518879517,16.908762484321528
gunning_fog,24.578816199376945,26.14545454545455,24.10683229813665,21.602946900194606
automated_readability_index,22.232087227414326,25.242695924764888,22.996118012422365,20.239341117597995
coleman_liau_index,25.916635514018683,23.343949843260187,24.018260869565214,24.95094801223242
lix,67.67757009345794,71.94670846394985,67.72049689440993,62.57005838198499
rix,8.88888888888889,12.454545454545455,10.285714285714286,7.090909090909091
entropy,4.891587280446201,6.159925795015889,6.39207235243391,5.750371887087595
perplexity,133.16477623383125,473.39294541546906,597.0926849016324,314.3075254642759
per_word_perplexity,0.3678584978835117,1.2794403930147813,1.6819512250750208,0.8658609516922201
first_order_coherence,0.4880843837471569,0.5674412179738283,0.7689733000902029,0.4929542592061417
second_order_coherence,0.5312178987660445,0.6122174494796329,0.7795733312765757,0.43561672773212196
passed_quality_check,True,True,True,True
n_stop_words,127.0,155.0,162.0,160.0
alpha_ratio,0.8674033149171271,0.8621621621621621,0.9070422535211268,0.8925619834710744
mean_word_length,6.654696132596685,6.027027027027027,6.433802816901409,6.647382920110193
doc_length,362.0,370.0,355.0,363.0
duplicate_ngram_chr_fraction_5,0.11680703039179788,0.012558869701726845,,0.06423357664233577
duplicate_ngram_chr_fraction_6,0.10216038081288906,0.012558869701726845,,
duplicate_ngram_chr_fraction_7,0.10216038081288906,,,
duplicate_ngram_chr_fraction_8,0.08128890516294397,,,
duplicate_ngram_chr_fraction_9,0.08128890516294397,,,
duplicate_ngram_chr_fraction_10,0.08128890516294397,,,
top_ngram_chr_fraction_2,0.032954961552544855,0.009419152276295133,0.013435700575815739,0.008759124087591242
top_ngram_chr_fraction_3,0.045770779934090074,0.011773940345368918,0.01381957773512476,0.043795620437956206
top_ngram_chr_fraction_4,0.06590992310508971,0.00706436420722135,,
oov_ratio,0.027624309392265192,0.03783783783783784,0.02535211267605634,0.0027548209366391185
connectives,8,19,20,19
