,human,continue,explain,create
pos_prop_ADP,0.0949367088607595,0.09243697478991597,0.11893203883495146,0.11614730878186968
pos_prop_PROPN,0.058544303797468354,0.052100840336134456,0.0412621359223301,0.0226628895184136
pos_prop_NUM,0.020569620253164556,0.015126050420168067,,0.0028328611898017
pos_prop_PUNCT,0.14715189873417722,0.09747899159663866,0.09951456310679611,0.11331444759206799
pos_prop_NOUN,0.2610759493670886,0.27058823529411763,0.279126213592233,0.2804532577903683
pos_prop_DET,0.06329113924050633,0.06386554621848739,0.09466019417475728,0.08781869688385269
pos_prop_X,0.0189873417721519,0.0067226890756302525,,0.0028328611898017
pos_prop_AUX,0.02531645569620253,0.047058823529411764,0.024271844660194174,0.042492917847025496
pos_prop_VERB,0.07911392405063292,0.12436974789915967,0.11165048543689321,0.12464589235127478
pos_prop_CCONJ,0.05379746835443038,0.052100840336134456,0.05825242718446602,0.036827195467422094
pos_prop_ADV,0.03955696202531646,0.02689075630252101,0.02912621359223301,0.0339943342776204
pos_prop_PRON,0.020569620253164556,0.03529411764705882,0.021844660194174758,0.0226628895184136
pos_prop_ADJ,0.0949367088607595,0.09243697478991597,0.09466019417475728,0.08781869688385269
pos_prop_SCONJ,0.011075949367088608,0.0067226890756302525,0.014563106796116505,0.0113314447592068
pos_prop_PART,0.007911392405063292,0.01680672268907563,0.009708737864077669,0.014164305949008499
pos_prop_SYM,0.0015822784810126582,,0.0024271844660194173,
pos_prop_INTJ,0.0015822784810126582,,,
passed_quality_check,True,True,True,True
n_stop_words,196.0,197.0,147.0,123.0
alpha_ratio,0.810126582278481,0.880672268907563,0.8956310679611651,0.8838526912181303
mean_word_length,4.938291139240507,5.791596638655462,5.652912621359223,5.606232294617564
doc_length,632.0,595.0,412.0,353.0
duplicate_ngram_chr_fraction_5,0.03909691629955947,0.03723270440251572,0.10397326401782399,0.10926573426573427
duplicate_ngram_chr_fraction_6,0.02753303964757709,0.03723270440251572,0.10397326401782399,0.045454545454545456
top_ngram_chr_fraction_2,0.0151431718061674,0.04226415094339623,0.029706646862235425,0.015297202797202798
top_ngram_chr_fraction_3,0.009636563876651983,0.025157232704402517,0.026735982176011884,0.022290209790209792
top_ngram_chr_fraction_4,0.011563876651982379,0.018867924528301886,,
oov_ratio,0.004746835443037975,,,0.0028328611898017
flesch_reading_ease,33.5772624282983,27.81858195542779,20.090188405797136,18.837307692307718
flesch_kincaid_grade,15.072362332695985,14.491074766355144,16.55191304347827,17.09102564102564
smog,16.70814287864207,16.712763958537163,18.171459921235762,18.860776563545286
gunning_fog,19.10244741873805,19.22142343637671,21.11768115942029,22.06666666666667
automated_readability_index,18.770277246653926,18.667919482386772,20.069384057971014,20.826346153846153
coleman_liau_index,16.931472275334617,19.97585046728972,19.48782608695652,19.585384615384616
lix,60.18441682600382,66.1843997124371,64.75072463768116,69.26923076923077
rix,8.9,9.384615384615385,9.866666666666667,11.25
token_length_mean,5.759082217973232,6.328971962616823,6.206521739130435,6.211538461538462
token_length_median,5.0,6.0,6.0,6.0
token_length_std,3.1506606061571425,3.3866425174898485,3.472838844638743,3.3845607513073155
sentence_length_mean,26.15,20.576923076923077,24.533333333333335,26.0
sentence_length_median,28.5,21.0,25.0,25.5
sentence_length_std,15.130350293367302,5.270914947018043,5.499898988971424,8.093207028119323
syllables_per_token_mean,1.7342256214149139,1.8691588785046729,1.9130434782608696,1.9102564102564104
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,1.062175480866627,1.0824350547052775,1.148270664890805,1.1456259898469285
n_tokens,523,535,368,312
n_unique_tokens,262,232,183,158
proportion_unique_tokens,0.5009560229445507,0.4336448598130841,0.49728260869565216,0.5064102564102564
n_characters,3121,3446,2329,1979
n_sentences,20,26,15,12
entropy,17.730173957558996,16.27226637799086,12.593950195863112,10.743397976482774
perplexity,50132194.15386388,11666900.553072667,294769.86017642164,46323.189901240534
per_word_perplexity,79323.0920156074,19608.23622365154,715.4608256709263,131.22716685903833
dependency_distance_mean,3.237790275545392,2.762457688028342,3.1236829120899046,2.9446758647821434
dependency_distance_std,1.3805846706793263,0.4682641438811441,0.5909151934921041,0.44455154612493203
prop_adjacent_dependency_relation_mean,0.45172250024375843,0.46409982887556384,0.45653316660979104,0.45865554613353615
prop_adjacent_dependency_relation_std,0.07112754792141288,0.0506225619216724,0.06608171457429092,0.050545735156979105
first_order_coherence,0.6604030606778044,0.8588608431816102,0.8990247164453778,0.90431748195128
second_order_coherence,0.6713248408503003,0.8653937131166458,0.8924757838249207,0.8964400887489319
connectives,15,9,5,4
connectives_cap,6,1,1,2
duplicate_ngram_chr_fraction_7,,0.01660377358490566,0.07129595246936501,0.045454545454545456
duplicate_ngram_chr_fraction_8,,,0.07129595246936501,
duplicate_ngram_chr_fraction_9,,,0.07129595246936501,
duplicate_ngram_chr_fraction_10,,,0.07129595246936501,
