,human,explain,create,continue
flesch_reading_ease,22.883521882151058,30.17814650521521,11.964545454545487,21.15589403973513
flesch_kincaid_grade,16.852721681922194,14.790073132717904,17.01075757575757,15.667448754336174
smog,18.175979182242408,16.235038790447152,17.946242345024807,17.177832683057215
gunning_fog,21.08518306636156,18.353722575230787,21.060606060606062,19.84269946389152
automated_readability_index,20.24913329519451,18.08222155616832,20.38846590909091,18.72823084200568
coleman_liau_index,18.100228832951945,17.823872437357625,21.43083333333333,19.496688741721858
lix,67.81593249427917,60.462894137393604,70.15151515151516,66.16304005045727
rix,11.0625,8.631578947368421,10.545454545454545,9.619047619047619
token_length_mean,5.949656750572083,5.936218678815489,6.5625,6.236203090507726
token_length_median,5.0,5.0,6.0,6.0
token_length_std,3.581957216706689,3.466801261443774,3.6702988638529153,3.456997341131591
sentence_length_mean,27.3125,23.105263157894736,21.818181818181817,21.571428571428573
sentence_length_median,25.5,24.0,20.0,21.0
sentence_length_std,16.270059734063672,7.253998801692653,7.6967310867333545,5.323545440251428
syllables_per_token_mean,1.8466819221967963,1.8109339407744875,2.0416666666666665,1.9359823399558498
syllables_per_token_median,1.0,1.0,2.0,1.0
syllables_per_token_std,1.1587175195580928,1.1246943569465173,1.1824820881894529,1.1557930563436072
n_tokens,437,439,240,453
n_unique_tokens,241,237,154,249
proportion_unique_tokens,0.551487414187643,0.5398633257403189,0.6416666666666667,0.5496688741721855
n_characters,2710,2674,1610,2894
n_sentences,16,19,11,21
entropy,12.8575009414538,12.172883367515883,6.130652006282488,11.129818337271896
perplexity,383655.74859634886,193471.08862844578,459.735813620284,68173.98621516165
per_word_perplexity,701.3816244905829,381.5997803322402,1.6717665949828509,130.60150615931352
passed_quality_check,True,True,True,True
n_stop_words,143.0,156.0,77.0,149.0
alpha_ratio,0.793418647166362,0.863905325443787,0.8727272727272727,0.8659003831417624
mean_word_length,4.954296160877513,5.274161735700197,5.8545454545454545,5.5440613026819925
doc_length,547.0,507.0,275.0,522.0
duplicate_ngram_chr_fraction_5,0.04980842911877394,,0.041192411924119245,0.08370972598614874
duplicate_ngram_chr_fraction_6,0.009578544061302681,,,0.05058717253839205
top_ngram_chr_fraction_2,0.0140485312899106,0.006443298969072165,0.011382113821138212,0.019271303824149353
top_ngram_chr_fraction_3,0.01756066411238825,,,0.024390243902439025
top_ngram_chr_fraction_4,0.0210727969348659,,,
oov_ratio,0.05301645338208409,0.05917159763313609,0.0036363636363636364,0.04597701149425287
pos_prop_PROPN,0.09323583180987204,0.0650887573964497,0.06909090909090909,0.04789272030651341
pos_prop_PUNCT,0.15356489945155394,0.126232741617357,0.12363636363636364,0.11685823754789272
pos_prop_AUX,0.03656307129798903,0.021696252465483234,0.04,0.032567049808429116
pos_prop_DET,0.04021937842778794,0.05325443786982249,0.06545454545454546,0.04789272030651341
pos_prop_ADJ,0.10420475319926874,0.13214990138067062,0.14545454545454545,0.13026819923371646
pos_prop_NOUN,0.24680073126142596,0.26627218934911245,0.26545454545454544,0.2720306513409962
pos_prop_VERB,0.08592321755027423,0.08678500986193294,0.10181818181818182,0.13984674329501914
pos_prop_ADP,0.09872029250457039,0.14792899408284024,0.11272727272727273,0.1111111111111111
pos_prop_CCONJ,0.038391224862888484,0.03550295857988166,0.02181818181818182,0.03639846743295019
pos_prop_X,0.038391224862888484,,,
pos_prop_ADV,0.031078610603290677,0.03155818540433925,0.02181818181818182,0.02681992337164751
pos_prop_SYM,0.003656307129798903,0.0019723865877712033,,0.005747126436781609
pos_prop_PART,0.009140767824497258,0.007889546351084813,0.007272727272727273,0.0038314176245210726
pos_prop_SCONJ,0.005484460694698354,0.009861932938856016,0.014545454545454545,0.009578544061302681
pos_prop_NUM,0.007312614259597806,0.0019723865877712033,,0.0019157088122605363
pos_prop_PRON,0.007312614259597806,0.011834319526627219,0.01090909090909091,0.017241379310344827
first_order_coherence,0.5730577210585276,0.8179579509629143,0.8226731717586517,0.852800726890564
second_order_coherence,0.7521787605115345,0.8091067882145152,0.812276283899943,0.8513479483755011
dependency_distance_mean,3.3366186263054516,2.8088329716569436,2.768455835546359,2.86813227134597
dependency_distance_std,1.70033756385079,0.48814762062032974,0.628437316540212,0.4985348121598303
prop_adjacent_dependency_relation_mean,0.4434584172874455,0.4886052947745033,0.45708980114841485,0.45158760133530235
prop_adjacent_dependency_relation_std,0.051019644318256764,0.05551761197015282,0.057213666623560144,0.05051030357937655
connectives,19,13,4,15
connectives_cap,3,3,1,4
duplicate_ngram_chr_fraction_7,,,,0.05058717253839205
duplicate_ngram_chr_fraction_8,,,,0.05058717253839205
duplicate_ngram_chr_fraction_9,,,,0.05058717253839205
duplicate_ngram_chr_fraction_10,,,,0.05058717253839205
