,human,create,explain,continue
token_length_mean,5.745454545454545,6.090909090909091,5.522,5.570564516129032
token_length_median,5.0,6.0,4.5,5.0
token_length_std,3.2367608427229206,3.3040334022162723,3.2133340940524686,3.198894164374609
sentence_length_mean,17.06896551724138,21.083333333333332,25.0,21.565217391304348
sentence_length_median,18.0,22.0,23.0,22.0
sentence_length_std,9.085536191957118,5.219488054929866,7.655063683601855,5.686185295398893
syllables_per_token_mean,1.7333333333333334,1.849802371541502,1.668,1.6975806451612903
syllables_per_token_median,1.0,1.5,1.0,1.0
syllables_per_token_std,0.9997979593877753,1.0240053307794503,0.9827390294477979,0.9468081957954263
n_tokens,495,506,500,496
n_unique_tokens,262,246,254,231
proportion_unique_tokens,0.5292929292929293,0.48616600790513836,0.508,0.4657258064516129
n_characters,2945,3152,2843,2829
n_sentences,29,24,20,23
passed_quality_check,True,True,True,True
n_stop_words,173.0,175.0,213.0,222.0
alpha_ratio,0.8187919463087249,0.8645833333333334,0.845360824742268,0.8825622775800712
mean_word_length,4.941275167785235,5.472222222222222,4.884879725085911,5.0338078291814945
doc_length,596.0,576.0,582.0,562.0
top_ngram_chr_fraction_2,0.01632177207811134,0.024637284423761292,0.0074962518740629685,0.024390243902439025
top_ngram_chr_fraction_3,0.020402215097639172,0.03832466465918423,0.015592203898050975,0.036133694670280034
top_ngram_chr_fraction_4,0.019236374234916934,0.02299479879551054,,0.02077687443541102
oov_ratio,0.013422818791946308,0.006944444444444444,0.027491408934707903,0.008896797153024912
flesch_reading_ease,42.87000000000003,28.94213603425561,40.347200000000015,41.33098176718096
flesch_kincaid_grade,11.520229885057475,14.460167984189724,13.842400000000001,12.851886395511922
smog,13.24877658267452,16.1666,14.625780107752846,14.554592549557764
gunning_fog,14.181121560431905,18.31475625823452,16.48,16.045441795231415
automated_readability_index,14.165573667711598,17.799848484848482,17.07862,15.589967566619912
coleman_liau_index,16.24913131313131,18.610592885375493,15.48536,15.582338709677416
lix,55.85684430512017,66.53787878787878,61.0,58.863604488078536
rix,6.620689655172414,9.583333333333334,9.0,8.043478260869565
dependency_distance_mean,2.6461513829255825,2.782555990022089,3.0336457561832124,2.7802342450307607
dependency_distance_std,1.0199793481762607,0.5818690621298265,0.5890787172576933,0.41078453214006955
prop_adjacent_dependency_relation_mean,0.4694116986438805,0.44522252429803216,0.46465863134671404,0.4488442796778447
prop_adjacent_dependency_relation_std,0.06438388945467204,0.06274588610090209,0.056562757640355926,0.06664110569380992
first_order_coherence,0.5577290644869208,0.8238938813624175,0.8042380245108354,0.8500867079604756
second_order_coherence,0.6383282953390369,0.8445673219182275,0.7976195249292586,0.8486851453781128
pos_prop_DET,0.04530201342281879,0.08854166666666667,0.06872852233676977,0.09252669039145907
pos_prop_NOUN,0.2802013422818792,0.3125,0.2852233676975945,0.28291814946619215
pos_prop_ADP,0.11912751677852348,0.11458333333333333,0.12371134020618557,0.10676156583629894
pos_prop_ADJ,0.09731543624161074,0.11631944444444445,0.09621993127147767,0.08896797153024912
pos_prop_PUNCT,0.12751677852348994,0.12152777777777778,0.13058419243986255,0.11743772241992882
pos_prop_PROPN,0.06375838926174497,0.036458333333333336,0.029209621993127148,0.028469750889679714
pos_prop_AUX,0.0436241610738255,0.024305555555555556,0.04982817869415808,0.05693950177935943
pos_prop_VERB,0.08557046979865772,0.09375,0.08247422680412371,0.09608540925266904
pos_prop_ADV,0.030201342281879196,0.013888888888888888,0.03608247422680412,0.03202846975088968
pos_prop_CCONJ,0.03355704697986577,0.03298611111111111,0.044673539518900345,0.042704626334519574
pos_prop_X,0.03523489932885906,0.001736111111111111,,
pos_prop_PART,0.01174496644295302,0.013888888888888888,0.015463917525773196,0.026690391459074734
pos_prop_PRON,0.008389261744966443,0.013888888888888888,0.012027491408934709,0.021352313167259787
pos_prop_NUM,0.013422818791946308,0.012152777777777778,0.01718213058419244,0.0017793594306049821
pos_prop_SCONJ,0.0050335570469798654,0.003472222222222222,0.006872852233676976,0.005338078291814947
entropy,14.679342417836963,16.726999698490204,16.74573247828284,17.558121257687404
perplexity,2372233.365843593,18384154.783260226,18731786.99958788,42208038.96594661
per_word_perplexity,3980.257325240928,31916.93538760456,32185.201030219723,75103.27218139966
connectives,15,7,20,11
connectives_cap,6,3,3,6
duplicate_ngram_chr_fraction_5,,0.09197919518204216,,0.03553146642577537
pos_prop_SYM,,,0.001718213058419244,
duplicate_ngram_chr_fraction_6,,,,0.022282445046672688
