,create,human,explain,continue
flesch_reading_ease,20.25666666666669,27.203952254641933,30.984992163009423,22.166773972602755
flesch_kincaid_grade,17.14148148148148,17.777701149425287,13.849639498432602,15.608077625570779
smog,18.669449996058646,18.49072596562266,15.786528217884907,16.887214914478655
gunning_fog,21.762962962962963,22.028293545534925,17.84012539184953,19.353607305936073
automated_readability_index,21.795333333333332,21.839183023872685,16.922087774294674,18.446712328767127
coleman_liau_index,20.213037037037036,16.44616091954023,18.239816091954015,18.960730593607305
lix,71.44444444444444,70.70291777188329,62.07157784743992,64.59406392694063
rix,12.0,12.461538461538462,8.363636363636363,9.35
token_length_mean,6.311111111111111,5.63448275862069,6.04367816091954,6.141552511415525
token_length_median,5.0,5.0,5.0,6.0
token_length_std,3.2534122637662586,3.233759691745138,3.065630802666669,3.3294122180292103
sentence_length_mean,27.0,33.46153846153846,19.772727272727273,21.9
sentence_length_median,26.0,27.0,20.0,21.5
sentence_length_std,9.57078889120432,18.252988731523835,6.5152396047603665,6.970652767137379
syllables_per_token_mean,1.8814814814814815,1.72183908045977,1.8413793103448275,1.9200913242009132
syllables_per_token_median,2.0,1.0,1.0,1.0
syllables_per_token_std,1.0474084551307032,1.0186113250775126,1.0592289240739825,1.1822538613060785
n_tokens,135,435,435,438
n_unique_tokens,88,245,231,244
proportion_unique_tokens,0.6518518518518519,0.5632183908045977,0.5310344827586206,0.5570776255707762
n_characters,878,2517,2681,2749
n_sentences,5,13,22,20
entropy,3.311566778126722,12.14296066265771,10.99905008548912,11.68705977093271
perplexity,27.428065517468134,187767.66679778032,59817.293403948664,119021.5408112182
per_word_perplexity,0.17036065538800083,374.7857620714178,122.82811787258453,239.47996139078109
passed_quality_check,True,True,True,True
n_stop_words,36.0,166.0,162.0,150.0
alpha_ratio,0.8260869565217391,0.8602794411177644,0.891170431211499,0.8792756539235412
mean_word_length,5.453416149068323,5.023952095808383,5.505133470225872,5.531187122736418
doc_length,161.0,501.0,487.0,497.0
duplicate_ngram_chr_fraction_5,0.04780876494023904,0.015651582170806397,0.06109324758842444,
duplicate_ngram_chr_fraction_6,0.04780876494023904,,0.027009646302250803,
top_ngram_chr_fraction_2,0.0199203187250996,0.006805035726437564,0.00964630225080386,0.018885741265344664
top_ngram_chr_fraction_3,0.02390438247011952,0.013610071452875128,0.010610932475884245,
oov_ratio,0.006211180124223602,0.005988023952095809,0.002053388090349076,0.004024144869215292
pos_prop_NOUN,0.2484472049689441,0.24750499001996007,0.2464065708418891,0.26961770623742454
pos_prop_PUNCT,0.13664596273291926,0.1217564870259481,0.10472279260780287,0.11066398390342053
pos_prop_PROPN,0.11801242236024845,0.0658682634730539,0.055441478439425054,0.028169014084507043
pos_prop_ADP,0.11180124223602485,0.11177644710578842,0.10677618069815195,0.10663983903420524
pos_prop_DET,0.049689440993788817,0.06986027944111776,0.06570841889117043,0.05030181086519115
pos_prop_ADJ,0.15527950310559005,0.13373253493013973,0.1540041067761807,0.18108651911468812
pos_prop_ADV,0.018633540372670808,0.029940119760479042,0.024640657084188913,0.022132796780684104
pos_prop_VERB,0.09316770186335403,0.09181636726546906,0.11704312114989733,0.11670020120724346
pos_prop_CCONJ,0.018633540372670808,0.043912175648702596,0.028747433264887063,0.03420523138832998
pos_prop_AUX,0.018633540372670808,0.031936127744510975,0.039014373716632446,0.03219315895372234
pos_prop_PART,0.006211180124223602,0.011976047904191617,0.012320328542094456,0.012072434607645875
pos_prop_X,0.012422360248447204,0.007984031936127744,,
pos_prop_NUM,0.006211180124223602,0.011976047904191617,0.006160164271047228,0.002012072434607646
pos_prop_SCONJ,0.006211180124223602,0.00998003992015968,0.02053388090349076,0.01609657947686117
first_order_coherence,0.8418159186840057,0.8698320090770721,0.8340277189300174,0.8364202066471702
second_order_coherence,0.8123626510302225,0.8441670753739097,0.820976996421814,0.85056890712844
dependency_distance_mean,3.104658197217181,3.4475779792521872,2.715266691074327,2.743180835904092
dependency_distance_std,0.8348665357710983,0.7172001407579421,0.4903382240262212,0.6486659383528828
prop_adjacent_dependency_relation_mean,0.4604154063319218,0.4424721959789833,0.4626860156299603,0.4661640767681171
prop_adjacent_dependency_relation_std,0.039889428940987244,0.05652918822706239,0.06589017877919923,0.05350159632371873
connectives,4,17,16,15
connectives_cap,1,2,4,6
pos_prop_PRON,,0.00998003992015968,0.018480492813141684,0.018108651911468814
