,continue,human,create,explain
token_length_mean,5.747553816046967,5.649402390438247,5.810276679841897,5.574803149606299
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.291581636806441,3.2055401558351404,3.1970176818146654,3.0385183009465204
sentence_length_mean,24.333333333333332,33.46666666666667,25.3,20.32
sentence_length_median,24.0,28.0,26.5,20.0
sentence_length_std,7.086763875156433,18.73985651551853,8.78122998218359,5.304488665272083
syllables_per_token_mean,1.8297455968688845,1.7290836653386454,1.8201581027667983,1.7106299212598426
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,1.1486296327042955,1.0169434894472724,1.0985387233876514,0.9925535730252503
n_tokens,511,502,506,508
n_unique_tokens,239,261,241,236
proportion_unique_tokens,0.46771037181996084,0.5199203187250996,0.4762845849802372,0.4645669291338583
n_characters,3026,2911,2999,2896
n_sentences,21,15,20,25
passed_quality_check,True,True,True,True
n_stop_words,201.0,192.0,195.0,207.0
alpha_ratio,0.85,0.8630849220103987,0.8902654867256637,0.8863636363636364
mean_word_length,5.043333333333333,5.045060658578856,5.307964601769911,5.062937062937063
doc_length,600.0,577.0,565.0,572.0
duplicate_ngram_chr_fraction_5,0.05400795906765207,0.013541360023550192,0.036644718007443455,0.04485098849218058
duplicate_ngram_chr_fraction_6,0.0267197271176805,,0.015459490409390209,0.025376217173207437
duplicate_ngram_chr_fraction_7,0.0267197271176805,,,0.025376217173207437
duplicate_ngram_chr_fraction_8,0.0267197271176805,,,0.025376217173207437
top_ngram_chr_fraction_2,0.027288231949971573,0.0073594347954077126,0.0071571714858288,0.014753614635585718
top_ngram_chr_fraction_3,0.02984650369528141,0.014718869590815425,0.0143143429716576,0.019179699026261435
top_ngram_chr_fraction_4,0.02046617396247868,0.01766264350897851,0.01717721156598912,0.015048686928297432
flesch_reading_ease,27.340189171559075,26.585855245683945,27.170124505928896,41.490908661417336
flesch_kincaid_grade,15.490998043052837,17.86518725099602,15.754865612648224,12.520233070866144
smog,16.785175570968402,18.599290044081553,17.00531248756302,15.27456517841124
gunning_fog,19.126679712981083,22.151606905710494,19.448063241106723,17.02563779527559
automated_readability_index,17.807645140247878,21.91201859229748,18.58640316205534,14.987322834645674
coleman_liau_index,16.77917808219178,16.53402390438247,17.194466403162057,15.523149606299214
lix,61.71102413568167,70.51845949535192,64.62806324110672,56.93417322834646
rix,9.095238095238095,12.4,9.95,7.44
dependency_distance_mean,3.0051002288945607,3.496505192736661,2.743637924711541,2.8107294032694408
dependency_distance_std,0.8710715642686048,0.9918845358036894,0.6617076929364842,0.4869368282453206
prop_adjacent_dependency_relation_mean,0.4665176444787105,0.44372109610990523,0.4640216310588362,0.4807134200468166
prop_adjacent_dependency_relation_std,0.03853417751231131,0.05728268054643419,0.06138924232545743,0.06486755437556423
first_order_coherence,0.8596504628658295,0.8636330025536674,0.862584893640719,0.8523648853103319
second_order_coherence,0.8581246074877287,0.8476398678926321,0.8472517314884398,0.855049016682998
pos_prop_DET,0.056666666666666664,0.06932409012131716,0.0831858407079646,0.0979020979020979
pos_prop_ADJ,0.16333333333333333,0.12998266897746968,0.16106194690265488,0.12237762237762238
pos_prop_NOUN,0.235,0.24610051993067592,0.23185840707964603,0.23251748251748253
pos_prop_VERB,0.08666666666666667,0.09185441941074524,0.1168141592920354,0.11188811188811189
pos_prop_ADP,0.115,0.11265164644714037,0.12389380530973451,0.10664335664335664
pos_prop_NUM,0.005,0.010398613518197574,0.005309734513274336,0.0034965034965034965
pos_prop_PUNCT,0.13666666666666666,0.1195840554592721,0.09557522123893805,0.1048951048951049
pos_prop_PROPN,0.04666666666666667,0.06759098786828423,0.03893805309734513,0.06818181818181818
pos_prop_AUX,0.05,0.036395147313691506,0.033628318584070796,0.03671328671328671
pos_prop_CCONJ,0.041666666666666664,0.0415944540727903,0.03893805309734513,0.043706293706293704
pos_prop_SCONJ,0.01,0.008665511265164644,0.008849557522123894,0.01048951048951049
pos_prop_ADV,0.02,0.03119584055459272,0.019469026548672566,0.024475524475524476
pos_prop_PRON,0.02,0.01386481802426343,0.01592920353982301,0.015734265734265736
pos_prop_PART,0.013333333333333334,0.012131715771230503,0.023008849557522124,0.02097902097902098
entropy,16.769889739522853,13.828688335134142,15.288312886181437,16.221550091284133
perplexity,19189805.635817144,1013264.9867304462,4361440.218751168,11089952.667510604
per_word_perplexity,31983.009393028573,1756.0918314219173,7719.363219028615,19388.029139004553
connectives,12,17,9,12
connectives_cap,6,2,3,3
oov_ratio,,0.005199306759098787,,0.0017482517482517483
pos_prop_X,,0.008665511265164644,0.0035398230088495575,
duplicate_ngram_chr_fraction_9,,,,0.025376217173207437
