,explain,human-full,create,human-cont,continue
pos_prop_DET,0.1585014409221902,0.12319644839067703,0.16109422492401215,0.12283236994219653,0.10612244897959183
pos_prop_NOUN,0.2824207492795389,0.24528301886792453,0.25227963525835867,0.22832369942196531,0.24081632653061225
pos_prop_ADP,0.09798270893371758,0.1120976692563818,0.0729483282674772,0.11127167630057803,0.061224489795918366
pos_prop_PUNCT,0.09510086455331412,0.11764705882352941,0.09422492401215805,0.12427745664739884,0.11428571428571428
pos_prop_ADJ,0.08357348703170028,0.08990011098779134,0.08814589665653495,0.0838150289017341,0.09387755102040816
pos_prop_VERB,0.06628242074927954,0.049944506104328525,0.0972644376899696,0.0476878612716763,0.09387755102040816
pos_prop_PRON,0.01729106628242075,0.025527192008879023,0.0243161094224924,0.02601156069364162,0.024489795918367346
pos_prop_ADV,0.05763688760806916,0.07214206437291898,0.0547112462006079,0.07803468208092486,0.07346938775510205
pos_prop_PROPN,0.01440922190201729,0.048834628190899,0.0243161094224924,0.06069364161849711,
pos_prop_SCONJ,0.011527377521613832,0.004439511653718091,0.0060790273556231,0.004335260115606936,0.024489795918367346
pos_prop_AUX,0.02881844380403458,0.03440621531631521,0.030395136778115502,0.04046242774566474,0.044897959183673466
pos_prop_CCONJ,0.07492795389048991,0.05327413984461709,0.0668693009118541,0.046242774566473986,0.06938775510204082
pos_prop_X,0.011527377521613832,0.008879023307436182,0.0060790273556231,0.0072254335260115606,0.012244897959183673
dependency_distance_mean,3.2370330724973178,3.555313388660736,2.8853343979257042,3.763470155620677,3.0283740917951443
dependency_distance_std,0.7155403467381298,1.5479940191586614,0.9555518699063849,1.5584760600568694,0.7738682191361221
prop_adjacent_dependency_relation_mean,0.4955480030996133,0.4613202583160079,0.43307363304159346,0.45309783158921635,0.4730531505531505
prop_adjacent_dependency_relation_std,0.05623552896693336,0.06939949248665805,0.12010523493102339,0.05991896757003925,0.09464320008322359
first_order_coherence,0.7375885867155515,0.5753927565289333,0.6801322781377368,0.567465031092676,0.7999759529318128
second_order_coherence,0.7751606230934461,0.5490258456856916,0.7093492851537817,0.5976861708838007,0.8217010589746329
passed_quality_check,True,True,True,True,True
n_stop_words,149.0,361.0,138.0,281.0,99.0
alpha_ratio,0.9048991354466859,0.8601553829078802,0.9057750759878419,0.8482658959537572,0.8857142857142857
mean_word_length,7.109510086455331,6.690344062153163,7.167173252279635,6.30635838150289,7.204081632653061
doc_length,347.0,901.0,329.0,692.0,245.0
top_ngram_chr_fraction_2,0.01079136690647482,0.008220786846741044,0.009416195856873822,0.01129032258064516,0.010095911155981827
top_ngram_chr_fraction_3,0.014028776978417265,0.010275983558426306,,0.014112903225806451,0.012115093387178193
oov_ratio,0.043227665706051875,0.04550499445061043,0.03951367781155015,0.03757225433526012,0.024489795918367346
flesch_reading_ease,-54.103248407643264,-38.81051918158565,-44.71534616743196,-26.672165935919026,-57.36018740399382
flesch_kincaid_grade,26.37752502274795,24.22320277676288,23.3926139173437,22.87226711635751,24.85384331797236
smog,20.80303759183278,20.18553292133499,17.7819850221956,19.99863758702354,18.026119701940384
gunning_fog,26.04149226569609,24.896222141030325,23.052207700459203,24.19289038785835,24.588509984639018
automated_readability_index,26.294285714285714,25.331441359152358,23.191199222889445,24.30546374367622,23.505038402457757
coleman_liau_index,28.4596178343949,27.306035805626596,28.228053691275168,25.242495784148392,29.22101382488479
lix,68.92538671519563,68.76229448301059,62.66407629812787,68.40802698145025,64.23625192012288
rix,10.428571428571429,10.371428571428572,7.368421052631579,10.6,7.2
entropy,6.8792506059704905,14.580367437282586,6.248203574938797,11.068793461082414,4.492852135941877
perplexity,971.8977524460084,2148686.8311238205,517.0830887985243,64138.07504864024,89.37599518970437
per_word_perplexity,2.800858076213281,2384.780056741199,1.571681120968159,92.68507955005815,0.3647999803661403
token_length_mean,7.751592356687898,7.556265984654732,7.808724832214765,7.192242833052276,8.004608294930875
token_length_median,6.0,6.0,6.0,5.0,6.0
token_length_std,5.574802331139568,5.452776140903563,5.745759251888172,5.130684124975271,5.6743400890011415
sentence_length_mean,22.428571428571427,22.34285714285714,15.68421052631579,23.72,14.466666666666667
sentence_length_median,22.0,21.0,15.0,21.0,14.0
sentence_length_std,5.900536122303825,12.821729005632491,6.473042330180627,13.4566563454671,4.145144415122617
syllables_per_token_mean,2.8152866242038215,2.635549872122762,2.785234899328859,2.475548060708263,2.9493087557603688
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,2.2876618833142404,2.065157212903883,2.2631087438373445,1.9365550012806962,2.1663986088251743
n_tokens,314,782,298,593,217
n_unique_tokens,179,410,178,330,125
proportion_unique_tokens,0.5700636942675159,0.5242966751918159,0.5973154362416108,0.5564924114671164,0.576036866359447
n_characters,2467,6028,2358,4364,1765
n_sentences,14,35,19,25,15
connectives,7,34,10,30,7
pos_prop_NUM,,0.00776914539400666,,0.010115606936416185,
pos_prop_PART,,0.006659267480577136,0.02127659574468085,0.008670520231213872,0.04081632653061224
duplicate_ngram_chr_fraction_5,,0.028479154433352905,,0.018145161290322582,0.02120141342756184
duplicate_ngram_chr_fraction_6,,0.01849677040516735,,,0.02120141342756184
duplicate_ngram_chr_fraction_7,,0.01849677040516735,,,
duplicate_ngram_chr_fraction_8,,0.01849677040516735,,,
duplicate_ngram_chr_fraction_9,,0.01849677040516735,,,
top_ngram_chr_fraction_4,,0.008807985907222548,,0.012096774193548387,
