,human-full,continue,human-cont,create,explain
pos_prop_NOUN,0.22551928783382788,0.23047619047619047,0.2176696542893726,0.23198198198198197,0.20535714285714285
pos_prop_ADV,0.0722057368941642,0.04,0.07682458386683738,0.06306306306306306,0.060267857142857144
pos_prop_VERB,0.05539070227497527,0.08571428571428572,0.058898847631242,0.07207207207207207,0.08705357142857142
pos_prop_PUNCT,0.1394658753709199,0.1295238095238095,0.13956466069142126,0.11711711711711711,0.13392857142857142
pos_prop_DET,0.09198813056379822,0.13904761904761906,0.08706786171574904,0.11036036036036036,0.11830357142857142
pos_prop_ADJ,0.09099901088031652,0.06095238095238095,0.08578745198463508,0.08558558558558559,0.0625
pos_prop_CCONJ,0.043521266073194856,0.0380952380952381,0.04225352112676056,0.05405405405405406,0.05133928571428571
pos_prop_AUX,0.03066271018793274,0.05333333333333334,0.029449423815621,0.038288288288288286,0.04241071428571429
pos_prop_SCONJ,0.013847675568743818,0.017142857142857144,0.015364916773367477,0.02027027027027027,0.026785714285714284
pos_prop_PART,0.020771513353115726,0.01904761904761905,0.023047375160051217,0.033783783783783786,0.03571428571428571
pos_prop_ADP,0.10583580613254204,0.08571428571428572,0.10499359795134443,0.0990990990990991,0.09151785714285714
pos_prop_PROPN,0.08110781404549951,0.06857142857142857,0.088348271446863,0.038288288288288286,0.05580357142857143
pos_prop_PRON,0.02274975272007913,0.024761904761904763,0.02560819462227913,0.036036036036036036,0.024553571428571428
pos_prop_X,0.005934718100890208,0.007619047619047619,0.005121638924455826,,0.004464285714285714
dependency_distance_mean,3.0644137052460185,3.0268135088825967,3.031131687875971,3.1638607434157238,3.5704988896618284
dependency_distance_std,1.356017630251172,0.872106845987765,1.3754846158529224,1.0391697728830038,0.8389674848640052
prop_adjacent_dependency_relation_mean,0.46877156646437673,0.4502577384999649,0.47535039429529785,0.48462647738511894,0.4765543315053977
prop_adjacent_dependency_relation_std,0.11112190045695494,0.08461410008212682,0.11511917578270518,0.13495185638183882,0.080978576438444
first_order_coherence,0.5086687259714712,0.6214556935532339,0.5006224475800991,0.717338129464123,0.7687468584626913
second_order_coherence,0.46562896586608055,0.6457761350002167,0.4375215088666389,0.7407049825962853,0.7762586136658987
passed_quality_check,True,,True,True,True
n_stop_words,369.0,214.0,281.0,190.0,191.0
alpha_ratio,0.8456973293768546,0.8666666666666667,0.8425096030729834,0.8828828828828829,0.8660714285714286
mean_word_length,6.468842729970326,6.232380952380953,6.280409731113957,6.596846846846847,6.34375
doc_length,1011.0,525.0,781.0,444.0,448.0
duplicate_ngram_chr_fraction_5,0.059794372294372296,0.2918454935622318,0.007556675062972292,,0.01672344379064726
duplicate_ngram_chr_fraction_6,0.05654761904761905,0.2580472103004292,0.0032385750269881253,,
duplicate_ngram_chr_fraction_7,0.05411255411255411,0.24812231759656653,,,
duplicate_ngram_chr_fraction_8,0.02462121212121212,0.21539699570815452,,,
duplicate_ngram_chr_fraction_9,0.02462121212121212,0.13626609442060086,,,
top_ngram_chr_fraction_2,0.007034632034632035,0.029506437768240343,0.009355883411299028,0.008132530120481927,0.018581604211830288
top_ngram_chr_fraction_3,0.008793290043290044,0.0305793991416309,0.011694854264123786,,0.009290802105915144
top_ngram_chr_fraction_4,0.004734848484848485,0.02092274678111588,0.006297229219143577,,0.01486528336946423
oov_ratio,0.0722057368941642,0.05904761904761905,0.06145966709346991,0.06306306306306306,0.06696428571428571
flesch_reading_ease,-39.48914434060228,-18.92355105762215,-32.23271428571425,-37.47595059076261,-32.84583080654937
flesch_kincaid_grade,23.492919003115265,19.68316630196937,22.425586626139822,23.611928034371648,23.510661006670706
smog,19.12932285261469,16.92669308720184,18.818736324657113,19.44586220784529,20.267338824336647
gunning_fog,24.104215991692627,21.41061998541211,23.56863221884499,24.068958109559617,24.902607640994542
automated_readability_index,23.21352933541018,19.208198395331877,22.19981762917933,23.453825187969926,23.75295027289267
coleman_liau_index,26.503504672897197,23.481225382932163,25.358297872340426,25.92030612244898,25.06329896907216
lix,65.86801661474559,58.1217359591539,64.6966565349544,66.80504833512352,66.89569436021831
rix,8.911111111111111,6.533333333333333,8.628571428571428,9.526315789473685,10.058823529411764
entropy,15.316626370330388,9.233565108762324,11.48483861008188,7.976323603166056,8.799995565829393
perplexity,4486692.585396684,10234.965310234858,97230.39137858487,2911.2086080471554,6634.214588973335
per_word_perplexity,4437.8759499472635,19.49517201949497,124.4947392811586,6.55677614425035,14.808514707529765
token_length_mean,7.45911214953271,7.010940919037199,7.267477203647417,7.339285714285714,7.170103092783505
token_length_median,6.0,6.0,6.0,6.0,6.0
token_length_std,5.216635070111019,4.71065306380526,5.020160572783703,5.178910087448666,5.156512546174635
sentence_length_mean,19.022222222222222,15.233333333333333,18.8,20.63157894736842,22.823529411764707
sentence_length_median,19.0,16.0,19.0,21.0,23.0
sentence_length_std,10.756886969934685,5.908656549692343,11.303096920755834,8.361632466625474,6.784370395320383
syllables_per_token_mean,2.683411214953271,2.4857768052516414,2.6003039513677813,2.6403061224489797,2.5592783505154637
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,2.176017443637438,1.919699528158424,2.0442966623716283,2.1548966328169388,2.1052441871358876
n_tokens,856,457.0,658,392,388
n_unique_tokens,462,205.0,390,237,208
proportion_unique_tokens,0.5397196261682243,0.4485776805251641,0.5927051671732523,0.6045918367346939,0.5360824742268041
n_characters,6540,3272.0,4905,2929,2842
n_sentences,45,30.0,35,19,17
connectives,24,10.0,20,14,12
duplicate_ngram_chr_fraction_10,,0.13626609442060086,,,
