,create,human-full,explain,continue,human-cont
pos_prop_NOUN,0.23529411764705882,0.21686746987951808,0.264,0.23821989528795812,0.20265151515151514
pos_prop_DET,0.13725490196078433,0.10542168674698796,0.104,0.09162303664921466,0.10795454545454546
pos_prop_X,0.047058823529411764,0.04216867469879518,0.008,0.031413612565445025,0.04734848484848485
pos_prop_PROPN,0.027450980392156862,0.08132530120481928,0.04,0.01832460732984293,0.08333333333333333
pos_prop_AUX,0.047058823529411764,0.03162650602409638,0.024,0.03664921465968586,0.03409090909090909
pos_prop_ADP,0.10196078431372549,0.09939759036144578,0.112,0.08376963350785341,0.0928030303030303
pos_prop_ADJ,0.10196078431372549,0.10993975903614457,0.136,0.10209424083769633,0.10227272727272728
pos_prop_ADV,0.050980392156862744,0.0572289156626506,0.016,0.05235602094240838,0.06628787878787878
pos_prop_VERB,0.0784313725490196,0.045180722891566265,0.08,0.08115183246073299,0.043560606060606064
pos_prop_PUNCT,0.07450980392156863,0.10993975903614457,0.08,0.12303664921465969,0.11931818181818182
pos_prop_SCONJ,0.01568627450980392,0.018072289156626505,0.016,0.007853403141361256,0.020833333333333332
pos_prop_CCONJ,0.047058823529411764,0.05421686746987952,0.08,0.06544502617801047,0.05113636363636364
pos_prop_PART,0.023529411764705882,0.012048192771084338,0.016,0.034031413612565446,0.00946969696969697
pos_prop_PRON,0.011764705882352941,0.015060240963855422,0.024,0.034031413612565446,0.017045454545454544
flesch_reading_ease,-35.78849152542372,-32.13516169942926,-47.50478260869562,-35.42953358208953,-28.383186813186796
flesch_kincaid_grade,24.114000000000008,25.33819911223843,25.599130434782605,22.362201492537313,25.913186813186815
smog,20.736966565827903,21.98526231815003,21.012824612059983,18.511140095513987,22.918633597333717
gunning_fog,25.54169491525424,26.482869825165324,26.243478260869566,24.013432835820893,27.71428571428571
automated_readability_index,25.575254237288128,27.502330827067674,26.439391304347822,22.839417910447764,28.719098901098903
coleman_liau_index,26.896271186440675,25.232013769363167,28.31686956521739,27.24370149253731,24.113670329670324
lix,68.51525423728813,73.78032430473775,71.69565217391305,63.31716417910447,76.31868131868131
rix,10.6,13.210526315789474,11.2,7.8,14.461538461538462
first_order_coherence,0.7107086131970087,0.5566481165587902,0.7101885974407196,0.510229952157763,0.6541980430483818
second_order_coherence,0.7261037603020668,0.537969605449368,0.7221493124961853,0.4369036965072155,0.6217089877887205
entropy,4.681454291277396,10.508679937939238,2.288687310297747,6.86608085789117,8.345342699283881
perplexity,107.92691566803602,36632.09097943268,9.86198345646758,959.1820191759416,4210.525325449813
per_word_perplexity,0.42324280654131774,55.168811716013074,0.07889586765174064,2.5109476941778577,7.9744797830488885
token_length_mean,7.47457627118644,7.142857142857143,7.721739130434782,7.62089552238806,6.931868131868132
token_length_median,6.0,6.0,6.0,6.0,6.0
token_length_std,4.801503762341119,4.666713501000248,5.222939079445523,5.096341600158131,4.481190950434844
sentence_length_mean,23.6,30.57894736842105,23.0,16.75,35.0
sentence_length_median,24.5,24.0,23.0,18.0,25.0
sentence_length_std,9.604165762834375,26.866758544369294,7.183313998427188,7.898575820994568,30.47319124436075
syllables_per_token_mean,2.5847457627118646,2.4578313253012047,2.7304347826086954,2.662686567164179,2.3604395604395605
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.8472438066281647,1.82269913312552,2.065542308536765,1.8854379768230045,1.7281686375332856
n_tokens,236,581.0,115,335,455
n_unique_tokens,144,279.0,82,174,244
proportion_unique_tokens,0.6101694915254238,0.4802065404475043,0.7130434782608696,0.5194029850746269,0.5362637362637362
n_characters,1783,4233.0,898,2600,3227
n_sentences,10,19.0,5,20,13
dependency_distance_mean,3.307360844782827,3.5840945393399615,3.3502092352092356,2.633660160055514,3.984842212953944
dependency_distance_std,1.1968668156887172,1.5878704001335346,0.6099804695180735,1.2679648696775663,1.58025478348062
prop_adjacent_dependency_relation_mean,0.42058216524154285,0.4550118437128255,0.5077128427128427,0.46400720368477344,0.44297426497246106
prop_adjacent_dependency_relation_std,0.14342473443440804,0.07790197028570256,0.07855017952259011,0.14040292832521015,0.08055488318947418
passed_quality_check,True,,True,True,True
n_stop_words,103.0,240.0,50.0,142.0,191.0
alpha_ratio,0.9254901960784314,0.8719879518072289,0.92,0.8664921465968587,0.8598484848484849
mean_word_length,6.992156862745098,6.375,7.184,6.806282722513089,6.111742424242424
doc_length,255.0,664.0,125.0,382.0,528.0
duplicate_ngram_chr_fraction_5,0.07036669970267592,0.18825238688252388,,0.05248807089297887,0.04612045577862181
top_ngram_chr_fraction_2,0.03865213082259663,0.03507679535076795,,0.026584867075664622,0.011937059142702116
top_ngram_chr_fraction_3,0.05946481665014866,0.053964300539643004,,0.0408997955010225,0.014921323928377646
top_ngram_chr_fraction_4,0.035678889990089196,0.039850560398505604,,,0.03906673901247965
oov_ratio,0.03137254901960784,0.03463855421686747,0.064,0.031413612565445025,0.02462121212121212
connectives,8,14.0,0,9,14
pos_prop_NUM,,0.0015060240963855422,,,0.001893939393939394
duplicate_ngram_chr_fraction_6,,0.16645911166459113,,0.02044989775051125,0.04612045577862181
duplicate_ngram_chr_fraction_7,,0.1311747613117476,,,
duplicate_ngram_chr_fraction_8,,0.1311747613117476,,,
duplicate_ngram_chr_fraction_9,,0.09464508094645081,,,
duplicate_ngram_chr_fraction_10,,0.09464508094645081,,,
