,human-full,create,explain,human-cont,continue
flesch_reading_ease,-14.367399920859953,-22.559489302967563,-11.440921052631552,-14.739800508663137,-3.3410483870967482
flesch_kincaid_grade,19.59183011277452,20.850020703933755,19.238082706766914,19.602913686218404,17.575967741935482
smog,17.2600881082412,18.30346561002359,18.08858127442927,17.165536196952242,16.728156217252725
gunning_fog,21.01618413242762,22.93195307108351,22.603701561596296,20.895120012716582,20.8236559139785
automated_readability_index,18.895677636351643,20.338171152518974,18.87406015037594,18.810198299157527,16.390564516129032
coleman_liau_index,21.968093385214008,23.522732919254654,21.825425101214574,21.947854077253222,19.830645161290324
lix,58.37703620655543,63.54106280193237,62.17727009832272,58.246383722778575,55.553763440860216
rix,7.135593220338983,8.166666666666666,7.857142857142857,7.074074074074074,6.208333333333333
pos_prop_PROPN,0.0860655737704918,0.05962059620596206,0.059233449477351915,0.08836789900811542,0.07021791767554479
pos_prop_ADP,0.11147540983606558,0.10569105691056911,0.10104529616724739,0.1109107303877367,0.10653753026634383
pos_prop_ADJ,0.0959016393442623,0.1002710027100271,0.09059233449477352,0.09828674481514878,0.08958837772397095
pos_prop_NOUN,0.20491803278688525,0.22493224932249323,0.21254355400696864,0.20559062218214608,0.2033898305084746
pos_prop_PUNCT,0.1418032786885246,0.12737127371273713,0.13937282229965156,0.14156898106402163,0.09927360774818401
pos_prop_DET,0.12131147540983607,0.14092140921409213,0.1289198606271777,0.12173128944995491,0.12832929782082325
pos_prop_X,0.005737704918032787,,0.003484320557491289,0.005410279531109108,0.002421307506053269
pos_prop_ADV,0.05245901639344262,0.05420054200542006,0.04529616724738676,0.05139765554553652,0.05569007263922518
pos_prop_NUM,0.020491803278688523,0.005420054200542005,,0.023444544634806132,0.004842615012106538
pos_prop_AUX,0.028688524590163935,0.037940379403794036,0.0313588850174216,0.027953110910730387,0.053268765133171914
pos_prop_CCONJ,0.020491803278688523,0.03523035230352303,0.03484320557491289,0.02164111812443643,0.031476997578692496
pos_prop_VERB,0.06967213114754098,0.07046070460704607,0.08710801393728224,0.06943192064923355,0.08958837772397095
pos_prop_SCONJ,0.013114754098360656,0.013550135501355014,0.020905923344947737,0.009017132551848512,0.024213075060532687
pos_prop_PART,0.002459016393442623,0.0027100271002710027,0.010452961672473868,0.0018034265103697023,0.014527845036319613
pos_prop_PRON,0.02540983606557377,0.02168021680216802,0.03484320557491289,0.023444544634806132,0.026634382566585957
entropy,16.741319459148563,5.666174164011142,4.669970576167211,14.870699719012869,6.1610904735752765
perplexity,18649305.39544709,288.92702974848856,106.6946030221055,2872518.4711186034,473.9446172269643
per_word_perplexity,15286.31589790745,0.7830000806192102,0.3717581986832944,2590.1879811709678,1.147565659145192
token_length_mean,6.712062256809339,6.968944099378882,6.684210526315789,6.71137339055794,6.384408602150538
token_length_median,5.0,6.0,5.0,5.0,5.0
token_length_std,4.8801562004582575,4.4287630737413295,4.310503329267951,4.867709078820358,3.9486044798663524
sentence_length_mean,17.423728813559322,17.88888888888889,17.642857142857142,17.25925925925926,15.5
sentence_length_median,17.0,16.5,17.5,17.0,16.5
sentence_length_std,8.33657123728062,6.454015880647825,6.342680177711524,7.846171949818457,6.512807894193307
syllables_per_token_mean,2.4056420233463034,2.4968944099378882,2.3684210526315788,2.412017167381974,2.2983870967741935
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.9432231028615163,1.6962663552216528,1.6512462281911475,1.9510604048998437,1.530934629369719
n_tokens,1028,322,247,932,372
n_unique_tokens,521,199,164,489,220
proportion_unique_tokens,0.5068093385214008,0.6180124223602484,0.6639676113360324,0.5246781115879828,0.5913978494623656
n_characters,7092,2291,1691,6432,2416
n_sentences,59,18,14,54,24
dependency_distance_mean,3.3510526821480844,3.3421211991987234,3.2438762353358634,3.37651132974401,2.8352359723510765
dependency_distance_std,1.258733212810062,0.7029595269959515,0.7638075002945584,1.2251098085225338,1.1599770836955297
prop_adjacent_dependency_relation_mean,0.4281862081543088,0.45414496399367693,0.4738729208449706,0.4235863059510907,0.490238661737081
prop_adjacent_dependency_relation_std,0.09726069046118409,0.050845338215470395,0.048021514718907664,0.09689666193242959,0.09599611299933589
passed_quality_check,True,True,True,True,True
n_stop_words,436.0,144.0,113.0,388.0,176.0
alpha_ratio,0.819672131147541,0.8699186991869918,0.8606271777003485,0.8151487826871056,0.8837772397094431
mean_word_length,5.81311475409836,6.208672086720867,5.89198606271777,5.799819657348963,5.849878934624697
doc_length,1220.0,369.0,287.0,1109.0,413.0
duplicate_ngram_chr_fraction_5,0.0404289412054727,,0.029943211151264842,0.036160957041870584,0.018658055256548258
duplicate_ngram_chr_fraction_6,0.01577714778750154,,0.029943211151264842,0.017400761283306143,
duplicate_ngram_chr_fraction_7,0.01577714778750154,,,0.017400761283306143,
top_ngram_chr_fraction_2,0.010353753235547885,0.01339969372128637,0.0123902942694889,0.011419249592169658,0.017581628991747398
top_ngram_chr_fraction_3,0.012942191544434857,,,0.014274061990212071,0.021528525296017224
top_ngram_chr_fraction_4,0.01257241464316529,,,0.013866231647634585,0.020093290276282743
oov_ratio,0.07868852459016394,0.04878048780487805,0.05574912891986063,0.0811541929666366,0.04116222760290557
first_order_coherence,0.49778157594645844,0.6717081503833041,0.5433406464468974,0.49383165026610754,0.4659476194368756
second_order_coherence,0.4608801896765567,0.600590979680419,0.5632591266172918,0.44918923602940947,0.4555499120192094
connectives,24,14,4,22,14
