human,continue,create,explain
100.87,333.9,324.06,278.91
136.44,280.96,332.79,304.83
104.94,456.0,630.85,291.79
117.97,289.51,322.58,335.3
148.08,254.16,364.3,307.8
132.21,644.57,552.0,366.09
90.24,320.29,276.5,264.24
74.46,306.92,363.08,279.97
87.2,342.52,334.32,318.51
90.61,290.96,294.7,295.27
133.19,365.94,412.2,311.06
95.66,307.76,323.17,338.8
103.78,352.67,396.29,273.93
130.27,419.91,432.94,369.59
124.11,373.64,389.33,418.5
107.08,333.02,382.95,263.75
87.45,315.79,342.22,224.67
108.19,674.39,594.0,277.68
128.44,586.96,478.81,296.72
112.1,310.64,383.89,217.38
95.38,301.52,283.5,225.99
121.72,447.99,343.96,323.32
108.41,343.81,342.97,385.7
113.7,308.86,363.74,238.41
113.33,342.46,467.67,333.15
144.49,399.67,385.86,463.0
97.2,316.68,487.85,329.28
150.91,346.58,437.34,361.88
147.78,353.39,396.15,380.21
113.15,351.0,423.73,255.98
94.16,287.22,340.06,293.47
110.4,334.77,293.04,256.22
95.03,371.51,344.72,263.85
100.71,344.86,723.19,314.01
96.97,275.95,364.12,246.74
112.85,305.71,310.82,245.01
76.53,283.66,462.5,348.69
112.37,349.28,434.09,307.49
85.4,239.99,704.17,256.83
85.67,381.47,391.38,349.33
142.87,377.27,423.56,289.81
140.76,359.21,343.07,317.59
129.09,359.73,424.08,276.72
85.88,566.39,487.9,470.2
117.78,315.03,370.0,299.57
171.06,398.03,346.65,422.61
98.35,687.53,403.08,385.43
141.43,298.37,276.5,271.06
89.53,326.97,379.54,293.38
108.61,383.19,305.49,561.0
77.42,347.95,360.01,219.01
132.09,465.18,574.67,330.23
98.94,403.9,388.96,191.82
99.4,456.78,416.99,327.5
139.43,240.9,374.8,376.94
111.39,290.47,318.6,314.11
120.16,290.6,412.4,383.52
108.78,328.16,358.63,305.79
112.59,307.69,365.81,386.13
89.37,252.53,411.84,381.67
119.19,229.1,325.73,263.17
92.35,357.72,325.94,217.31
80.89,392.79,273.11,312.96
103.29,354.22,493.79,241.94
113.97,276.36,346.72,397.23
112.81,318.6,334.91,256.4
101.72,438.94,280.99,341.0
126.26,365.02,663.6,434.66
133.22,447.78,533.67,330.14
120.04,341.96,350.03,358.99
103.34,296.32,361.64,351.03
83.97,242.7,391.99,276.73
118.77,599.62,380.97,242.62
114.7,355.51,386.01,271.3
133.79,349.49,364.65,360.68
93.21,350.83,671.2,253.02
129.57,286.0,440.62,288.87
163.73,286.21,395.48,230.41
55.83,361.74,269.35,358.15
151.34,319.54,390.99,441.5
99.17,388.34,369.27,241.66
86.82,332.15,394.56,250.46
128.89,483.03,369.73,306.12
108.79,282.43,279.38,267.25
101.39,455.85,577.82,318.76
130.1,436.0,383.0,374.36
116.6,395.01,389.13,340.45
107.2,351.45,437.84,246.09
122.66,382.2,389.59,309.87
89.2,380.22,336.65,284.0
126.73,291.49,318.53,302.64
115.1,648.42,529.67,397.92
86.35,480.97,246.33,299.82
94.46,469.75,351.12,271.0
102.18,481.32,512.73,320.52
92.91,336.74,338.4,325.48
72.37,322.82,365.46,198.03
89.52,368.95,436.25,301.7
111.12,273.74,364.03,316.65
133.26,355.84,378.07,435.1
112.03,268.17,316.69,370.74
127.47,565.96,336.49,379.48
73.48,320.36,376.26,339.18
51.61,313.97,327.56,323.65
154.65,366.62,348.18,355.92
89.87,372.4,384.26,301.87
94.52,348.3,323.75,416.35
131.92,369.35,333.28,297.74
102.84,473.05,322.9,260.14
97.73,287.94,343.39,240.54
103.7,527.13,400.38,252.85
108.14,333.26,357.37,342.32
72.71,361.46,503.32,351.13
89.74,409.66,275.37,207.45
53.21,315.25,321.27,282.71
89.28,234.07,349.08,384.54
83.57,314.69,315.97,341.87
95.23,385.43,373.64,278.93
68.39,353.42,300.69,220.25
118.62,696.75,311.08,351.62
82.5,345.04,446.59,428.04
110.02,391.71,353.38,278.16
69.9,323.67,383.42,342.8
88.97,355.39,582.23,402.49
75.18,247.07,309.17,307.7
95.15,305.57,354.58,255.84
88.97,284.52,517.03,399.15
123.26,522.95,348.97,274.9
92.95,370.4,425.29,296.38
78.05,291.19,363.86,252.94
115.38,343.73,414.87,305.27
96.71,358.65,489.48,317.24
106.57,295.65,339.55,375.72
85.62,302.11,444.81,275.56
96.25,382.97,253.77,337.76
85.65,314.56,349.36,288.58
128.23,347.22,358.54,312.0
113.53,356.68,366.35,300.27
108.35,407.15,368.69,352.96
113.29,439.96,393.98,313.26
125.83,304.36,368.03,270.37
104.97,374.43,408.9,340.89
95.64,277.02,280.9,215.95
113.98,324.47,330.48,285.19
129.66,298.73,379.06,277.89
102.92,328.4,348.07,361.93
98.02,316.31,262.97,270.23
92.75,369.35,358.86,339.93
88.82,316.79,597.1,323.34
96.34,428.65,444.21,336.67
149.78,363.02,359.57,407.02
149.5,295.75,323.53,347.12
115.88,387.53,575.96,263.86
144.19,287.32,362.67,326.54
93.92,299.0,252.5,459.83
81.8,351.64,309.83,299.44
69.35,387.07,602.66,376.68
103.02,289.71,630.96,282.74
65.94,304.98,512.02,186.87
126.07,333.05,349.5,272.49
146.04,311.13,333.26,414.01
92.34,464.79,319.06,263.38
99.89,281.16,369.44,384.4
82.25,391.63,369.52,289.65
94.85,318.03,415.67,235.35
116.66,405.03,355.54,407.74
122.25,401.64,413.44,266.4
133.9,349.62,385.53,233.13
43.38,256.92,311.66,302.21
110.48,474.14,519.71,383.91
101.37,275.98,300.67,258.39
109.71,331.81,451.72,331.5
123.75,362.47,326.31,254.09
118.55,279.92,297.88,286.49
110.01,347.31,343.96,297.83
98.96,449.04,374.94,260.86
127.7,500.39,466.15,351.2
95.09,301.37,383.79,373.23
109.28,388.18,701.21,373.98
86.0,316.06,348.56,359.59
88.4,323.44,379.51,332.6
107.82,350.08,383.15,311.84
107.46,307.46,380.21,326.73
78.48,261.5,291.7,256.64
97.33,465.05,352.79,321.2
67.27,282.2,388.6,322.24
119.02,410.81,388.47,280.11
111.6,381.42,354.28,317.78
98.28,308.63,349.91,275.89
82.9,361.17,381.91,351.35
92.9,429.62,458.66,279.95
82.33,309.98,344.23,308.65
111.83,312.2,342.0,270.52
122.21,284.3,304.6,322.93
66.62,318.79,280.15,404.9
111.16,318.57,395.21,285.49
93.51,335.12,383.91,321.1
103.43,355.71,305.46,417.83
112.11,350.96,344.21,260.28
97.57,444.76,517.76,349.19
