feature,human,continue,explain,create
entropy,12.612353258562894,12.365636522436645,11.694843168859784,9.982206081661248
perplexity,986022923.2998282,1102898.4046601912,328854.27384603454,503312.6209727308
per_word_perplexity,581294.1012485931,1148.103439745513,384.15393367256627,510.5499539895872
dependency_distance_mean,3.025661452892541,2.832322658846246,3.088647557129789,2.893457773749519
dependency_distance_std,1.0335620859051555,0.7523472065167968,0.8074261727969514,0.8534695875442566
prop_adjacent_dependency_relation_mean,0.427822310353058,0.4620838754207404,0.47042143573590617,0.4541041483796838
prop_adjacent_dependency_relation_std,0.10054404596002228,0.08728036457000313,0.0826761786677585,0.08737012847457541
pos_prop_ADJ,0.059607719061328265,0.07897407555273471,0.06704507277310806,0.08241687663485078
pos_prop_NOUN,0.19397998964274218,0.21335369892224995,0.2165541016679898,0.207641338977967
pos_prop_ADP,0.09992852635002519,0.09276234868896649,0.10396274715381583,0.09226779968195384
pos_prop_DET,0.12149818858804373,0.1266899940488488,0.12856271523787646,0.12754899660192942
pos_prop_PUNCT,0.1294400175779451,0.10278239951265654,0.09883900698329173,0.10671385394548877
pos_prop_ADV,0.09043665099105952,0.07771568414004842,0.07429756692181398,0.07225034870947841
pos_prop_NUM,0.01853828354975269,0.005071589625806519,0.011202619813363077,0.005226370923415556
pos_prop_VERB,0.07848719491494045,0.08925908422511364,0.08814907969448925,0.08147021623530452
pos_prop_PRON,0.0513897336881568,0.04335745266711835,0.03583596193994765,0.03829679930508007
pos_prop_CCONJ,0.03202198970759417,0.046611313629298226,0.039791246953611074,0.039423297806481065
pos_prop_SCONJ,0.014895530858570354,0.015803468112726263,0.021726615559383156,0.015372463886686907
pos_prop_AUX,0.043334165589502545,0.048359008839766945,0.04619097350267248,0.04387136167968808
pos_prop_PART,0.012549452531348053,0.017952793082843838,0.012962441022439514,0.016569211653227507
pos_prop_PROPN,0.04911165535033638,0.02988992572538772,0.04037840638450019,0.0465398562361793
pos_prop_X,0.006546768615212315,0.013155226782677913,0.005507831302778303,0.027599976431658135
first_order_coherence,0.5720556972482682,0.6717356848047374,0.6640464610243965,0.6134807186786079
second_order_coherence,0.5613270888732544,0.6681474428930727,0.6565020601213185,0.6124369712603552
token_length_mean,6.090826823071793,6.402120172752481,6.329260602942586,6.420765270880939
token_length_median,5.02,5.38,5.25,5.37
token_length_std,3.7739464584664018,3.9395337909659203,3.9342465012517223,3.9504195655046663
sentence_length_mean,16.927824492359385,16.227891993310063,18.313780405224016,17.325680567354848
sentence_length_median,15.8,16.065,17.805,17.195
sentence_length_std,8.831905088970124,5.583232965191667,6.162560652267723,6.99379801985219
syllables_per_token_mean,2.0530979104596634,2.182212335483792,2.148393969618131,2.185184246609814
syllables_per_token_median,1.83,1.97,1.96,1.97
syllables_per_token_std,1.3815754483729292,1.4241625962490494,1.4287181799773492,1.4393325562519743
n_tokens,706.8,743.97,689.88,642.01
n_unique_tokens,388.73,364.51,324.19,340.16
proportion_unique_tokens,0.5599764648538081,0.49452422513899896,0.47274981531610855,0.5387099939478682
n_characters,4393.64,4850.01,4444.23,4215.25
n_sentences,43.83,46.03,38.03,37.48
flesch_reading_ease,15.961174915367733,5.748526044861498,6.492383059003755,4.3828469609446
flesch_kincaid_grade,15.23840689544419,16.488983436099673,16.903423199531314,16.952189531264196
smog,15.31622895884965,16.03902027833488,16.623004450875804,16.43863506231918
gunning_fog,17.635177613177824,19.171835645891736,19.58708526828073,19.535948025209315
automated_readability_index,15.721706582847839,16.837932010319214,17.537707642471585,17.474644709526647
coleman_liau_index,18.18884319883571,20.010953819456187,19.785246588225398,20.228940820928443
lix,51.60216508982131,55.11594758051328,56.2255901380452,56.06807067655755
rix,5.935998854678539,6.3091135520603085,6.9457066985593885,6.711740215816413
n_stop_words,362.95,370.9,339.86,301.0
alpha_ratio,0.8543972655290847,0.8856420141398627,0.8806148983334099,0.8756710738872766
mean_word_length,5.433135385758196,5.848679741504811,5.800925542161773,5.843171840947654
doc_length,814.93,829.72,766.27,719.56
duplicate_ngram_chr_fraction_5,0.029914556865600322,0.0457385700361142,0.09566463505717782,0.05611274750603361
duplicate_ngram_chr_fraction_6,0.04268219118567502,0.03724374577192394,0.07247054833166204,0.0627562158115547
top_ngram_chr_fraction_2,0.009586823354334879,0.0113077054001368,0.011956906303107811,0.009725238023770297
top_ngram_chr_fraction_3,0.010893483592678856,0.013903951829446516,0.01236929697588497,0.012552735128106904
oov_ratio,0.02617818797878272,0.0227335749424442,0.03222406333613893,0.034017733826741295
connectives,28.93,25.93,26.79,21.53
connectives_cap,6.29,6.8,4.76,5.19
pos_prop_SPACE,,0.017421332683053535,0.017441348704674,0.01945401781743666
top_ngram_chr_fraction_4,0.015504349974164725,0.015644327457972052,0.014240394350120431,0.017724494056526235
duplicate_ngram_chr_fraction_7,0.0552267901503852,0.03268419425353926,0.06060559217223322,0.07301930520030298
duplicate_ngram_chr_fraction_8,0.052822998054549944,0.03309501591839358,0.05239875093113397,0.09123769441512698
duplicate_ngram_chr_fraction_9,0.07013265294711767,0.03310454304702926,0.05032801657443346,0.10427939153842355
duplicate_ngram_chr_fraction_10,0.06377976464407782,0.036401733002472084,0.04792925953832838,0.12015258117324887
pos_prop_INTJ,0.001256281407035176,0.000968992248062,,
proportion_bullet_points,,,0.125,0.04254385964912281
symbol_to_word_ratio_#,,,,0.005385996409335727
