feature,human,continue,explain,create
n_stop_words,347.7,350.4,322.4,313.8
alpha_ratio,0.8483093964575893,0.8840925652340863,0.8819947358153597,0.8747900701199992
mean_word_length,5.752335764774308,5.816945689996152,5.945822364618767,5.971965822573157
doc_length,851.8,774.7,738.8,843.4
top_ngram_chr_fraction_2,0.009115508579189443,0.013601916140443284,0.01127826371396182,0.013082962268229237
oov_ratio,0.06348570613427126,0.03768543299082304,0.045872446658858444,0.0402363723663433
pos_prop_ADP,0.1017590506737793,0.09682551004648765,0.10142296279187621,0.08721187151601723
pos_prop_DET,0.12848324819200113,0.13902849923901278,0.1341711054512411,0.13672581299906114
pos_prop_ADJ,0.08265564699513714,0.08615037414551467,0.08784656160791418,0.09413767621008592
pos_prop_NOUN,0.20741792569655604,0.21478996034141087,0.2260288725833044,0.20026627162876381
pos_prop_PUNCT,0.13403907040915358,0.09840656405454594,0.10240973801087302,0.10680339391886315
pos_prop_PRON,0.04172736333847281,0.0459479430951683,0.03764793248051592,0.03104396138703163
pos_prop_PROPN,0.04777517497247634,0.03844471870782973,0.030591314001272435,0.06492116294599304
pos_prop_ADV,0.072605714718326,0.07716262681914546,0.06782681882748848,0.05179452795089382
pos_prop_NUM,0.011486103818651205,0.005251114820734613,0.00542583991502287,0.0077766721320757706
pos_prop_VERB,0.07508068863512417,0.0864882794180633,0.08581894371361552,0.07441070508667681
pos_prop_AUX,0.03587273893483194,0.03261124284712364,0.04366569935773677,0.037016312008482447
pos_prop_CCONJ,0.03482285462129049,0.04385641643618401,0.03746539782918022,0.03471604512964342
pos_prop_SCONJ,0.011125754329233073,0.016466744830191168,0.019599639402400094,0.016089398435626876
pos_prop_X,0.006547999051963396,0.00313937595906294,0.001609755249825415,0.07782272747492168
pos_prop_PART,0.009816807479470824,0.014215081591263213,0.010729429734997676,0.018627411077346206
flesch_reading_ease,-2.341604008966115,7.104370429806269,0.8795256730866725,-5.154109263844927
flesch_kincaid_grade,19.42333517814903,16.7656831421297,18.04452451498529,19.20395679799943
smog,18.660976646720783,16.38958240715488,17.62965825503356,18.432567309361964
gunning_fog,22.12383632654598,19.26709480521933,21.072326515448275,22.228330797159746
automated_readability_index,21.002910687784745,17.52646879057076,19.111183291204817,20.071549588835484
coleman_liau_index,21.15480802253473,19.889857668545602,20.96273757269143,21.442737355227028
lix,63.31926554619199,56.22314750514448,60.1642359154247,62.426273591166215
rix,9.4825556782516,6.876635573573007,7.949806340741176,8.646296003299325
dependency_distance_mean,3.5151888800960114,2.8908643287086297,3.2538436793912546,3.2218122501185364
dependency_distance_std,1.1542903500740254,1.0107642890596689,0.8324911899296012,1.0673256734259735
prop_adjacent_dependency_relation_mean,0.4373712548724784,0.44649693069354895,0.46186227626654375,0.43986173700129605
prop_adjacent_dependency_relation_std,0.07757210822924292,0.11180584515438123,0.07798474641168801,0.08582870937496884
entropy,13.342540299574997,11.871863366087817,11.048017227870465,10.90848815410624
perplexity,673150864.6006473,904549.2014279604,340216.76952566183,552260.1657488286
per_word_perplexity,501556.1640785096,931.0700366936319,409.73457766255524,556.0846287509316
token_length_mean,6.514697580700451,6.349257275234602,6.510258663077647,6.578330935717742
token_length_median,5.3,5.5,5.7,5.6
token_length_std,4.104004037782495,3.822398502371275,3.940529664496914,3.8462572206620584
sentence_length_mean,23.497370165371244,18.10293404843157,19.755729976218195,21.035221763209847
sentence_length_median,22.1,18.7,19.6,20.5
sentence_length_std,12.430766333928958,7.264971862547133,7.112663926948794,8.985943428165195
syllables_per_token_mean,2.1906237977673086,2.143689734172999,2.1974398156152706,2.2534085008769145
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.4636109797118242,1.345381628446929,1.3933849401391298,1.3680412509686735
n_tokens,731.9,698.4,661.6,751.3
n_unique_tokens,406.2,317.6,318.4,339.7
proportion_unique_tokens,0.5620473305670189,0.4591201148279622,0.48429461641291127,0.4574546126689903
n_characters,4897.9,4535.8,4412.3,5046.1
n_sentences,32.5,39.1,34.1,37.2
first_order_coherence,0.5838778926658866,0.5929115435162906,0.6673516464877338,0.6253174751652433
second_order_coherence,0.5583193029382951,0.58257534032605,0.6777298774786702,0.6133656558132088
connectives,30.5,28.1,29.3,25.5
connectives_cap,3.3,5.7,5.0,5.3
duplicate_ngram_chr_fraction_5,0.01896104630575279,0.07570281904029998,0.09412568389633458,0.11211888694699361
duplicate_ngram_chr_fraction_6,0.020713456675748063,0.056992798654825594,0.07137705605953892,0.0801040469196533
duplicate_ngram_chr_fraction_7,0.028452141642183394,0.05233232914473436,0.055170521888962425,0.05746063141110419
duplicate_ngram_chr_fraction_8,0.020102056595020876,0.04387287611957109,0.057039334974780684,0.0388596400049036
duplicate_ngram_chr_fraction_9,,0.04745133823292014,0.06277550051957415,0.03312568302578239
duplicate_ngram_chr_fraction_10,,0.054399642876620254,0.05474557893509688,0.028344743524956754
top_ngram_chr_fraction_3,0.008531046071328607,0.01597650597404553,0.014612820260061827,0.014831485945063885
top_ngram_chr_fraction_4,0.0068210100588592835,0.020271029898446542,0.01679324404393829,0.01394367495671182
pos_prop_SPACE,0.0009345794392523365,0.019766280201512144,0.017490949486867097,0.01928953719105063
duplicate_line_chr_fraction,,,,0.0037073652990608007
duplicate_paragraph_chr_fraction,,,,0.0037073652990608007
