feature,human,continue,explain,create
first_order_coherence,0.7381081010449048,0.8390100986629795,0.8355058432313951,0.8365438780312069
second_order_coherence,0.7402404249135901,0.8359687506736238,0.8349771932200175,0.8308529247100036
token_length_mean,5.417548971565149,5.956978510151053,5.807218780348131,6.177353868385677
token_length_median,4.6,5.5,5.3,5.9
token_length_std,3.1090890097142556,3.2005241739719645,3.165263817741623,3.3914596876369423
sentence_length_mean,26.969079166028926,21.926403831838616,24.473172840231662,27.117501319368323
sentence_length_median,26.35,21.05,23.35,25.65
sentence_length_std,13.561521629767554,7.80032689506208,8.14630590435723,11.615058939622918
syllables_per_token_mean,1.6394602738047053,1.781082290579193,1.7389056277297228,1.8791587803970962
syllables_per_token_median,1.0,1.1,1.0,1.4
syllables_per_token_std,0.9662008899416976,1.0315501366492275,1.0033773140762374,1.1133194004683664
n_tokens,738.7,734.8,667.1,645.6
n_unique_tokens,312.2,298.9,297.4,299.0
proportion_unique_tokens,0.43004551755663656,0.41817740435025585,0.45086958909714314,0.46549126636479377
n_characters,4168.5,4517.0,3986.8,4073.7
n_sentences,27.8,34.0,27.6,24.7
dependency_distance_mean,3.483119747788102,2.7676851767879507,2.98348761998928,2.8619276373159286
dependency_distance_std,1.352560439785488,0.6204972104466524,0.6878224242733925,0.7244227699860177
prop_adjacent_dependency_relation_mean,0.44524937926160507,0.47456159139564713,0.4858947381804077,0.4800239427204846
prop_adjacent_dependency_relation_std,0.066469969826287,0.06516787690272685,0.0701109691073118,0.05765153441623085
pos_prop_DET,0.07788403220588058,0.06273249416439489,0.07603289707192186,0.06263022433259635
pos_prop_PROPN,0.05895448771926324,0.031085924110754774,0.047535273131141545,0.04732031879841316
pos_prop_ADJ,0.09474085947980516,0.1061844331642341,0.09739926181428113,0.11148963587069335
pos_prop_NOUN,0.2167511101139536,0.2703596409035786,0.25239618657948665,0.263370839378234
pos_prop_AUX,0.038442670174000146,0.028029286205925114,0.02489985148443923,0.023047044338689815
pos_prop_ADV,0.03514948000976738,0.029125745620246807,0.029972414746542185,0.026829351021889623
pos_prop_VERB,0.09250931892546577,0.11886853438279846,0.11363317455983421,0.1198617071928686
pos_prop_ADP,0.11594214939734879,0.12275401895033947,0.12377525240454752,0.12231337666200237
pos_prop_PUNCT,0.1418882462230751,0.10196808956225194,0.11870191968237179,0.10076187135257646
pos_prop_X,0.021060391405439187,0.006105878428824724,0.006465141224017732,0.004173086551457399
pos_prop_PRON,0.027384147702768247,0.03885358827008875,0.024657088300407158,0.031026823863649668
pos_prop_CCONJ,0.030044234089360782,0.035531346297233125,0.0293262218373374,0.02935937274674901
pos_prop_SCONJ,0.01504766009385985,0.01730552973225581,0.019732249706839046,0.017388756632210435
pos_prop_PART,0.01752779267557598,0.01893501318083627,0.018925549250680643,0.018488154789399053
pos_prop_NUM,0.014622119066934183,0.008119191658153077,0.010448139425449938,0.011151492522946008
pos_prop_SYM,0.002435953738492439,0.003353052715194425,0.0037267433802480065,0.0023761679963995837
pos_prop_INTJ,0.001594896331738437,0.0012239902080783353,,0.0014084507042253522
n_stop_words,318.7,292.6,264.7,235.6
alpha_ratio,0.8242679580909325,0.8786362736438053,0.8585271111263675,0.8688288736507962
mean_word_length,4.689564529335359,5.415202622738313,5.192409721247778,5.602760620077524
doc_length,882.1,826.1,764.9,726.6
duplicate_ngram_chr_fraction_5,0.03999879161123678,0.12307644361740747,0.06766205440667881,0.0935160165786387
top_ngram_chr_fraction_2,0.01213464806017816,0.023258657573563053,0.01892664815485289,0.015314835612917488
top_ngram_chr_fraction_3,0.013493040502928415,0.017422097089176018,0.013293850212307062,0.016938316803349954
top_ngram_chr_fraction_4,0.010446363044590573,0.021395058822767037,0.020387870192601174,0.016064943149743646
oov_ratio,0.011711076109293748,0.014607035111442263,0.016770828763352463,0.02364444263486984
flesch_reading_ease,40.76304548260259,33.90013832768409,34.88331346123033,20.333903339246838
flesch_kincaid_grade,14.273572105646807,13.97806852325154,14.47362381490108,17.159899123239384
smog,15.134541974373946,15.501694549156593,15.446233167745103,17.73883282886147
gunning_fog,17.395232632519356,17.390862449744763,17.445609133436317,20.595918160644324
automated_readability_index,17.571195239086318,17.590570698730765,18.158586875555525,21.224087379780705
coleman_liau_index,14.935304431353336,17.86342433358239,17.12971792021569,19.402759945696978
lix,62.08520902340187,64.92426209547733,65.01717288847928,73.28941026217063
rix,9.506612706368747,9.427034063990586,9.952584082584083,12.534529695936346
entropy,23.321007175830548,19.597332092103024,18.652711903200686,16.00934174539936
perplexity,208471291685633.8,654801424645.6455,2974819138.4995947,60687425.72617195
per_word_perplexity,154588908101.59137,522459163.33139056,3152497.00981862,72102.28934558666
connectives,21.9,17.2,18.3,13.1
connectives_cap,4.3,4.2,2.7,3.0
duplicate_ngram_chr_fraction_6,0.023525637749145307,0.08397165858570103,0.04738988901792707,0.06260779315603036
duplicate_ngram_chr_fraction_7,0.016612595358450794,0.0699791125677933,0.040132360506288864,0.05020732046890052
pos_prop_SPACE,0.001434129470775509,0.013814866716077373,0.014146276938355642,0.013852330966631637
duplicate_ngram_chr_fraction_8,0.012179219777675518,0.04745697195663005,0.04948224986789963,0.04069631839004676
duplicate_ngram_chr_fraction_9,0.018698870276587457,0.054815250885891675,0.04571380855936852,0.03536269915610187
duplicate_ngram_chr_fraction_10,,0.0714449025879008,0.05520461830904309,0.03716675774395668
