feature,human,continue,explain,create
n_stop_words,345.06,259.59,287.47,241.28
alpha_ratio,0.847142919373031,0.894742923153195,0.8979205177146821,0.8846910095669135
mean_word_length,4.226140934153341,5.06358889259731,5.00198058146109,5.220784894422925
doc_length,830.37,652.09,726.93,674.28
duplicate_ngram_chr_fraction_5,0.023205972091999386,0.028961926421531666,0.0745403672618219,0.016357095947167645
duplicate_ngram_chr_fraction_6,0.020209252711246167,0.025387784219232566,0.05542628018829404,0.016127204583691438
top_ngram_chr_fraction_2,0.012596454686154399,0.00947439971820267,0.012783899063131576,0.008608018055301196
top_ngram_chr_fraction_3,0.011729354495029303,0.013507018010810352,0.01405508632350045,0.010881865844785359
top_ngram_chr_fraction_4,0.01263341940011783,0.017185585258402268,0.016481737206453254,0.017452075528682734
oov_ratio,0.01529932195165798,0.017167325941214652,0.014117778786065046,0.019485641659056262
entropy,24.0674738575895,15.46897970956044,17.51191759676429,15.047841631293362
perplexity,2475201643069356.0,3051124572.481723,147420480360.47794,27298149412.781563
per_word_perplexity,1942146015702.3105,3040427.3474841197,97501132.96583696,22720146.150151014
first_order_coherence,0.7292956436350647,0.8255880529383941,0.8181463873233176,0.8002531408350909
second_order_coherence,0.7153766338590148,0.821652720839245,0.817081129577867,0.7938397269938942
dependency_distance_mean,2.841038885677094,2.7181063022623273,2.8426743247117896,2.7540482586460837
dependency_distance_std,0.8505774265198974,0.4937962339196559,0.5753687480631496,0.5008652357779697
prop_adjacent_dependency_relation_mean,0.44458892345622714,0.47715980173010025,0.4822773191891618,0.47375924368145145
prop_adjacent_dependency_relation_std,0.08183952445979338,0.06587369353594726,0.06615889896674773,0.06042045051696241
token_length_mean,4.757639877363881,5.491219145920224,5.417154891960519,5.72252908478103
token_length_median,4.065,5.04,4.98,5.25
token_length_std,2.5382258702327407,2.8713190022927852,2.8044869484091506,2.998269941386095
sentence_length_mean,21.199321984583253,22.283933524769214,22.955334060399867,23.888013597650602
sentence_length_median,19.82,21.605,22.38,23.145
sentence_length_std,11.086545440303997,7.275488058100559,7.60500060978548,8.608183232218426
syllables_per_token_mean,1.411862982729875,1.6161509632817244,1.5939680846164945,1.678476355829337
syllables_per_token_median,1.0,1.0,1.0,1.02
syllables_per_token_std,0.745219527575167,0.9032975073847175,0.8665318285759556,0.9498247363938913
n_tokens,705.33,588.06,655.43,600.89
n_unique_tokens,346.01,323.11,310.36,355.76
proportion_unique_tokens,0.49438127983838315,0.5527731130185167,0.47662414071811715,0.5933295085690076
n_characters,3510.76,3301.23,3628.18,3519.3
n_sentences,34.69,26.65,28.69,25.36
flesch_reading_ease,65.8740798467006,47.49043597872541,48.685635970138726,40.589566495222755
flesch_kincaid_grade,9.337718770199993,12.17131544138434,12.171403682030585,13.53234630186991
smog,11.383537811621034,14.037560796498132,13.764221664976747,15.180217018289643
gunning_fog,12.51123459662955,15.581757276400628,15.300906021548645,17.064645925487568
automated_readability_index,11.578144814675506,15.57560893966886,15.562466571333978,17.46711878814395
coleman_liau_index,10.711778946024934,15.148141576259793,14.754539609634449,16.59750123740118
lix,45.37583416266511,57.24925492569156,57.76699153370919,62.15004905889113
rix,5.18224369845005,7.79043939187421,7.990340837661204,9.154618171276434
pos_prop_PROPN,0.08854118588968167,0.04593563547563937,0.08290677616396079,0.058721123333507895
pos_prop_VERB,0.1107423612767244,0.1243038755443988,0.12528503249067405,0.12349967870795477
pos_prop_DET,0.0839139589740281,0.0683005234024727,0.07653050569129478,0.06822577547361433
pos_prop_NOUN,0.18045901417662016,0.23359547393492877,0.22273856990829227,0.23798203712813845
pos_prop_ADP,0.0988881505801057,0.1176820588117019,0.12291933628468996,0.11435947587557495
pos_prop_ADJ,0.0624073742067515,0.0889217997138308,0.0729687396115773,0.09837121024840671
pos_prop_PRON,0.06308451794970282,0.05450758421408021,0.04646952959103124,0.04262530963015931
pos_prop_SCONJ,0.01758883861281183,0.022525717937894426,0.025881090589154748,0.020403022118511718
pos_prop_NUM,0.014772190352262609,0.005733423771324993,0.010608116730566428,0.004139723142712157
pos_prop_AUX,0.050511143709599714,0.038812033241372314,0.03589719651405022,0.03363241873572117
pos_prop_PUNCT,0.12991222551185083,0.0870394183364951,0.08451073490566169,0.09763657754014553
pos_prop_ADV,0.03134824381147397,0.0399930523620008,0.03045506316902387,0.03651055415294585
pos_prop_CCONJ,0.027084574055368703,0.03250480904820723,0.028499735085781918,0.024424136803099867
pos_prop_PART,0.029518485644881402,0.02660903365575112,0.026114208971466882,0.02492700417636738
pos_prop_SYM,0.0025749347967485565,0.0029287602693405775,0.0025983408921175185,0.002759974837520015
connectives,19.22,19.13,21.15,18.07
connectives_cap,4.29,4.8,3.27,4.0
duplicate_ngram_chr_fraction_7,0.01822587139497679,0.025047164533825862,0.04717496215210973,0.016044064752076367
pos_prop_SPACE,0.02632327530545643,0.016074071842690676,0.015419564364924435,0.018258300474468133
duplicate_line_chr_fraction,,0.002422209800633501,0.00026253609871357313,
pos_prop_INTJ,0.0018932504932925307,0.0025641571912054734,0.0023558825704367192,0.0015060240963855422
duplicate_ngram_chr_fraction_8,0.015882252955972165,0.024649613489599858,0.04312453468860895,0.01999588598591155
duplicate_ngram_chr_fraction_9,0.020137187375189332,0.02959308816922091,0.04082836801907436,0.01999588598591155
pos_prop_X,0.0031374192524492497,0.0038108995157989317,0.0024099449471873826,0.007364064408048887
duplicate_ngram_chr_fraction_10,0.020137187375189332,0.03415772872085974,0.04420919994232547,0.015737097894006017
symbol_to_word_ratio_#,0.0014886482277786627,,0.0015923566878980893,0.003125985801253098
proportion_bullet_points,,0.11764705882352941,,0.03840579710144927
proportion_ellipsis,0.017543859649122806,,,
