feature,human,continue,explain,create
n_stop_words,315.11,236.62,250.12,210.48
alpha_ratio,0.8230042331463575,0.8696830785569014,0.8706090226187206,0.8586898052463171
mean_word_length,4.813623997274715,5.501506610728753,5.384593688305105,5.6461512318300935
doc_length,971.47,745.25,764.39,734.71
duplicate_ngram_chr_fraction_5,0.05645449848216691,0.0746903827368956,0.0750261125056054,0.07334908942705955
duplicate_ngram_chr_fraction_6,0.04496482950676625,0.056188249598650084,0.05116647161576561,0.05815596406618831
duplicate_ngram_chr_fraction_7,0.04713109420783591,0.05079603067035257,0.04727937456300795,0.0524261928064587
top_ngram_chr_fraction_2,0.016801720389937026,0.016341522909256393,0.014400987992917145,0.014174911019777872
top_ngram_chr_fraction_3,0.01603164621608741,0.01899919470674791,0.014023824861354235,0.02014280937188456
top_ngram_chr_fraction_4,0.014132266961915352,0.020205179842156935,0.01657918433230041,0.019920636095901015
oov_ratio,0.01682382706464882,0.022040046406238026,0.01887493074021838,0.0214448486634167
pos_prop_NOUN,0.2505151681019431,0.2920745957612404,0.28558562636273144,0.2831888350617081
pos_prop_AUX,0.03765411296207699,0.035491222261143276,0.02836767814144428,0.02687030144059332
pos_prop_VERB,0.08552648991958903,0.1164722189909223,0.11708941202408375,0.11936432210472271
pos_prop_DET,0.06420874038747773,0.053902938053964976,0.06371399978203132,0.05101628837374972
pos_prop_ADV,0.028668178292167057,0.026163885917978805,0.02829672514735631,0.024111544151519747
pos_prop_ADJ,0.10471557647021922,0.11501376411980599,0.10810819166843995,0.12431251354858984
pos_prop_PUNCT,0.13102916126258207,0.10800785118706305,0.10911092730868668,0.11222887276655273
pos_prop_PROPN,0.06363642002944694,0.03449038881047018,0.03684655155593221,0.047041939856510916
pos_prop_SCONJ,0.008424083990216893,0.00982830065753126,0.014132387278287582,0.008464942907119698
pos_prop_ADP,0.11113813191104055,0.11561950678421087,0.1211332870445853,0.11418456000295787
pos_prop_CCONJ,0.03818464829058825,0.034037411170632505,0.03284010102117444,0.029560712029628722
pos_prop_PART,0.012258091335770714,0.01454046205816256,0.013000887537298915,0.01465610609319746
pos_prop_NUM,0.01521382745505377,0.008827216384147496,0.007969295958010235,0.009545620406344164
