human,continue,explain,create
0.024806201550387597,,0.023222060957910014,0.0013531799729364006
0.010706638115631691,0.008708272859216255,0.00878048780487805,0.004048582995951417
0.015169194865810968,0.004451038575667656,0.015511892450879007,0.00655307994757536
0.008333333333333333,0.0025348542458808617,0.008305647840531562,0.0013908205841446453
0.014446227929373997,0.004601226993865031,0.009174311926605505,0.01744186046511628
0.0024449877750611247,0.008141112618724558,0.006756756756756757,0.0050335570469798654
0.010285714285714285,0.0031088082901554403,0.0031746031746031746,0.004777070063694267
0.028846153846153848,0.002398081534772182,0.017772511848341232,0.004243281471004243
0.040840140023337225,0.007849293563579277,0.0231023102310231,0.02375
0.014388489208633094,0.013888888888888888,0.012066365007541479,0.007621951219512195
0.007416563658838072,0.0031545741324921135,0.010273972602739725,0.004043126684636119
0.022485207100591716,0.007625272331154684,0.014492753623188406,0.002828854314002829
0.007331378299120235,0.0031397174254317113,0.00804289544235925,0.00554016620498615
0.03480589022757698,0.0015527950310559005,0.02706766917293233,0.005714285714285714
0.0038363171355498722,0.003472222222222222,0.011454753722794959,0.006729475100942127
0.021241830065359478,,0.013157894736842105,0.0014858841010401188
0.012379642365887207,0.004434589800443459,0.009879253567508232,0.005420054200542005
0.01455604075691412,0.004373177842565598,0.00922266139657444,0.00145985401459854
0.003278688524590164,0.0016129032258064516,0.002805049088359046,0.001422475106685633
0.014435695538057743,0.0030165912518853697,0.0106544901065449,0.0023228803716608595
0.01907356948228883,0.01155115511551155,0.012091898428053204,0.013953488372093023
0.03504380475594493,0.006738544474393531,0.019363762102351315,0.001447178002894356
0.004622496147919877,,0.006134969325153374,0.001303780964797914
0.0017035775127768314,0.002728512960436562,0.002758620689655172,0.001447178002894356
0.006775067750677507,0.0032626427406199023,0.0037546933667083854,0.0024390243902439024
0.005427408412483039,,0.0035502958579881655,0.0030721966205837174
0.007434944237918215,0.0033333333333333335,0.005145797598627788,0.0032679738562091504
0.019461077844311378,0.0033444816053511705,0.015220700152207,0.0027624309392265192
0.008915304606240713,0.0016863406408094434,0.0032948929159802307,0.00554016620498615
0.009762900976290097,0.0015432098765432098,0.0037688442211055275,0.003205128205128205
0.0054466230936819175,0.0009930486593843098,0.0037735849056603774,0.0014705882352941176
0.02119700748129676,0.001597444089456869,0.024806201550387597,0.005681818181818182
0.0428380187416332,0.009696969696969697,0.02356902356902357,0.0015360983102918587
0.016891891891891893,0.0016806722689075631,0.008576329331046312,0.006259780907668232
0.010159651669085631,0.006544502617801047,0.01718213058419244,0.005979073243647235
0.01908957415565345,0.00904977375565611,0.011904761904761904,0.00535475234270415
0.05233380480905234,0.00315955766192733,0.026016260162601626,0.0014727540500736377
0.04538799414348463,0.004615384615384616,0.006675567423230975,0.006211180124223602
0.009216589861751152,0.004518072289156626,0.00667779632721202,0.002824858757062147
0.009259259259259259,0.0030627871362940277,0.016209476309226933,0.007849293563579277
0.039792387543252594,0.0068143100511073255,0.016706443914081145,0.022922636103151862
0.022321428571428572,0.0033222591362126247,0.01740294511378849,0.001524390243902439
0.0199468085106383,0.011251758087201125,0.011647254575707155,0.005471956224350205
0.02159468438538206,0.00410958904109589,0.0189328743545611,0.0030441400304414
0.053613053613053616,0.0047694753577106515,0.026776519052523172,0.004120879120879121
0.007532956685499058,0.006793478260869565,0.004581901489117984,0.008032128514056224
