lemma,shannon
der,1.7470601455410346
institutionell,0.5623351446188083
grundlegend,0.6931471805599453
sein,1.1685184057430877
ein,1.3764331759589328
gut,0.6931471805599453
effektiv,1.0986122886681096
dies,1.4142790651247086
setzen,0.6365141682948128
ihr,1.6307991045856436
individuell,0.6365141682948128
führen,0.6931471805599453
nach,0.6365141682948128
erfolgreich,0.6931471805599453
sicherstellen,0.6931471805599453
können,0.6931471805599453
bieten,0.6931471805599453
unser,1.0549201679861442
werden,1.0986122886681096
bleiben,0.6365141682948128
wichtig,0.6931471805599453
global,0.6931471805599453
wir,0.6931471805599453
neu,1.0397207708399179
