,human,ashuman,asmachine
pos_prop_NOUN,0.2936378466557912,0.2559241706161137,0.28620689655172415
pos_prop_CCONJ,0.053833605220228384,0.04107424960505529,0.05344827586206897
pos_prop_ADP,0.13213703099510604,0.12796208530805686,0.09655172413793103
pos_prop_DET,0.12887438825448613,0.10900473933649289,0.12413793103448276
pos_prop_VERB,0.05546492659053834,0.07582938388625593,0.07413793103448275
pos_prop_ADJ,0.07830342577487764,0.10426540284360189,0.11724137931034483
pos_prop_PUNCT,0.08809135399673736,0.11058451816745656,0.09655172413793103
pos_prop_AUX,0.02773246329526917,0.04897314375987362,0.04310344827586207
pos_prop_PRON,0.013050570962479609,0.030015797788309637,0.015517241379310345
pos_prop_ADV,0.053833605220228384,0.06477093206951026,0.039655172413793106
pos_prop_PROPN,0.02773246329526917,0.00631911532385466,0.0034482758620689655
pos_prop_SPACE,0.01794453507340946,,0.03103448275862069
pos_prop_NUM,0.01468189233278956,,0.0017241379310344827
pos_prop_SCONJ,0.0032626427406199023,0.00631911532385466,0.008620689655172414
pos_prop_X,0.0065252854812398045,0.001579778830963665,
pos_prop_PART,0.004893964110929853,0.017377567140600316,0.008620689655172414
flesch_reading_ease,11.453441295546554,18.068769440124413,11.493353783231072
flesch_kincaid_grade,21.950136116152454,20.170563055062164,20.14964376590331
smog,19.82211366993436,18.704411457560006,17.057478883895044
gunning_fog,24.593075527013823,23.35036116044997,22.158100084817647
automated_readability_index,23.29869468099958,22.203315571343992,21.532319762510603
coleman_liau_index,25.414591651542647,25.380674955595023,26.715267175572517
lix,66.20138210247103,65.65831853167555,63.21967769296014
rix,9.538461538461538,8.8,7.083333333333333
passed_quality_check,True,True,True
n_stop_words,240.0,261.0,215.0
alpha_ratio,0.866231647634584,0.8894154818325435,0.8517241379310345
mean_word_length,6.6150081566068515,6.578199052132701,6.941379310344828
doc_length,613.0,633.0,580.0
symbol_to_word_ratio_#,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.05520401483744272,0.06318681318681318,0.0367175403671754
duplicate_ngram_chr_fraction_6,0.05520401483744272,0.06318681318681318,0.0367175403671754
duplicate_ngram_chr_fraction_7,0.04669430504036657,0.042265426880811495,0.0
duplicate_ngram_chr_fraction_8,0.027929303949378138,0.042265426880811495,0.0
duplicate_ngram_chr_fraction_9,0.027929303949378138,0.021555367709213864,0.0
duplicate_ngram_chr_fraction_10,0.027929303949378138,0.0,0.0
top_ngram_chr_fraction_2,0.004363953742090334,0.0338123415046492,0.006635700066357001
top_ngram_chr_fraction_3,0.005454942177612917,0.016272189349112426,0.0247732802477328
top_ngram_chr_fraction_4,0.006545930613135501,0.028106508875739646,0.034505640345056404
oov_ratio,0.04241435562805873,0.020537124802527645,0.06206896551724138
first_order_coherence,0.6297331413626671,0.6296675898905458,0.24956146396829615
second_order_coherence,0.611267825588584,0.6577009843396289,0.36700002071173754
entropy,10.828379251888054,9.944120210315297,7.902529590044459
perplexity,50431.903103603865,20829.38919129133,2704.1139837942137
per_word_perplexity,82.27064127830972,32.90582810630542,4.662265489300369
dependency_distance_mean,3.2115905562074456,2.9986681356012976,2.1803911553555255
dependency_distance_std,1.0605286371405171,0.8863352454546506,1.1877472324415255
prop_adjacent_dependency_relation_mean,0.4717496837675379,0.47947531174647884,0.5325748056865611
prop_adjacent_dependency_relation_std,0.07678343967986066,0.07144211587498787,0.11381405513987967
token_length_mean,7.246823956442832,7.271758436944938,7.576335877862595
token_length_median,6.0,6.0,6.0
token_length_std,5.265446026185351,4.693713145162559,5.113585140234071
sentence_length_mean,21.192307692307693,18.766666666666666,14.555555555555555
sentence_length_median,20.0,18.5,12.5
sentence_length_std,8.05757756481548,7.65368466092567,11.260660244222027
syllables_per_token_mean,2.4809437386569875,2.4103019538188275,2.5477099236641223
syllables_per_token_median,2.0,2.0,2.0
syllables_per_token_std,1.8001562289813315,1.599411663960606,1.7242141986651833
n_tokens,551,563,524
n_unique_tokens,290,324,307
proportion_unique_tokens,0.5263157894736842,0.5754884547069272,0.5858778625954199
n_characters,4055,4164,4025
n_sentences,26,30,36
connectives,12,20,7
connectives_cap,3,3,2
