,human,ashuman,asmachine
pos_prop_DET,0.09633911368015415,0.13078149920255183,0.10194174757281553
pos_prop_ADJ,0.1001926782273603,0.11642743221690591,0.10355987055016182
pos_prop_NOUN,0.19460500963391136,0.2647527910685805,0.25080906148867316
pos_prop_PUNCT,0.1348747591522158,0.0861244019138756,0.10355987055016182
pos_prop_VERB,0.06358381502890173,0.05582137161084529,0.06957928802588997
pos_prop_ADP,0.11368015414258188,0.11642743221690591,0.10841423948220065
pos_prop_X,0.015414258188824663,0.001594896331738437,
pos_prop_PROPN,0.05394990366088632,0.009569377990430622,0.0048543689320388345
pos_prop_SPACE,0.017341040462427744,0.03508771929824561,
pos_prop_NUM,0.019267822736030827,,
pos_prop_CCONJ,0.046242774566473986,0.04784688995215311,0.06310679611650485
pos_prop_PRON,0.03275529865125241,0.02073365231259968,0.03559870550161812
pos_prop_AUX,0.01348747591522158,0.03827751196172249,0.05016181229773463
pos_prop_ADV,0.07707129094412331,0.05263157894736842,0.08090614886731391
pos_prop_SCONJ,0.007707129094412331,0.011164274322169059,0.014563106796116505
pos_prop_PART,0.01348747591522158,0.012759170653907496,0.012944983818770227
flesch_reading_ease,7.732908163265307,13.494242259641481,15.451866172177063
flesch_kincaid_grade,23.215520179372202,21.046515083520323,21.662958032490973
smog,20.12392007848274,17.64570745491177,18.142051564815628
gunning_fog,24.794439461883407,22.325185739217154,22.88167870036101
automated_readability_index,23.112421524663674,20.975138369483915,21.947621841155232
coleman_liau_index,24.56,25.111762652705064,25.83667870036101
lix,67.14304932735426,59.47788581401147,63.7023916967509
rix,10.0,7.057142857142857,8.03125
passed_quality_check,True,True,True
n_stop_words,178.0,251.0,256.0
alpha_ratio,0.8208092485549133,0.861244019138756,0.8964401294498382
mean_word_length,6.233140655105973,6.725677830940989,6.711974110032362
doc_length,519.0,627.0,618.0
symbol_to_word_ratio_#,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.019677507515714676,0.0,0.0
duplicate_ngram_chr_fraction_6,0.019677507515714676,0.0,0.0
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.005465974309920744,0.005680622764569746,0.021235931195582928
top_ngram_chr_fraction_3,0.004099480732440558,0.0,0.0
top_ngram_chr_fraction_4,0.0,0.0,0.0
oov_ratio,0.08863198458574181,0.07655502392344497,0.0372168284789644
first_order_coherence,0.4664620812001981,0.35526554076247574,0.6534949704524009
second_order_coherence,0.46167563564247555,0.41525841429657623,0.6431654865543047
entropy,7.149322049757698,9.025968039430232,8.902592869286593
perplexity,1273.2424674663484,8316.261047098737,7351.009055794407
per_word_perplexity,2.45326101631281,13.263574237797028,11.8948366598615
dependency_distance_mean,3.275005583388217,2.39591225714001,2.845762447933259
dependency_distance_std,1.1028969118547725,1.287808148429732,0.7661531570264483
prop_adjacent_dependency_relation_mean,0.40824835412630656,0.510233801268179,0.48557857405949023
prop_adjacent_dependency_relation_std,0.10650094590631157,0.13697375418700292,0.08638566908128732
token_length_mean,7.089686098654709,7.265270506108203,7.371841155234657
token_length_median,6.0,6.0,6.0
token_length_std,4.800133722925663,5.11024684654133,4.6594108647486
sentence_length_mean,22.3,16.37142857142857,17.3125
sentence_length_median,24.0,16.0,17.5
sentence_length_std,12.673200069437868,10.381537772922288,7.791973033192556
syllables_per_token_mean,2.5515695067264574,2.5636998254799304,2.5848375451263537
syllables_per_token_median,2.0,2.0,2.0
syllables_per_token_std,1.9605491939836148,1.9634198165099188,1.9592014855478839
n_tokens,446,573,554
n_unique_tokens,287,344,328
proportion_unique_tokens,0.6434977578475336,0.6003490401396161,0.592057761732852
n_characters,3235,4217,4148
n_sentences,20,35,32
connectives,13,12,27
connectives_cap,2,1,10
