,human,ashuman,asmachine
pos_prop_ADV,0.06578947368421052,0.09542483660130718,0.07258064516129033
pos_prop_VERB,0.05639097744360902,0.09673202614379085,0.07741935483870968
pos_prop_DET,0.1193609022556391,0.12287581699346405,0.10967741935483871
pos_prop_NOUN,0.231203007518797,0.2065359477124183,0.2403225806451613
pos_prop_ADP,0.11842105263157894,0.09281045751633987,0.09032258064516129
pos_prop_PUNCT,0.1325187969924812,0.09673202614379085,0.08548387096774193
pos_prop_PRON,0.021616541353383457,0.043137254901960784,0.01935483870967742
pos_prop_AUX,0.013157894736842105,0.036601307189542485,0.03870967741935484
pos_prop_ADJ,0.10902255639097744,0.08627450980392157,0.1064516129032258
pos_prop_CCONJ,0.06109022556390977,0.0392156862745098,0.056451612903225805
pos_prop_PROPN,0.045112781954887216,0.02091503267973856,0.024193548387096774
pos_prop_SCONJ,0.006578947368421052,0.01699346405228758,0.014516129032258065
pos_prop_PART,0.012218045112781954,0.023529411764705882,0.020967741935483872
pos_prop_X,0.005639097744360902,0.00392156862745098,0.004838709677419355
pos_prop_NUM,0.0018796992481203006,,
flesch_reading_ease,6.525375939849624,20.866357835853535,10.598824731732236
flesch_kincaid_grade,24.175773615635176,20.22242827956074,19.78123874501068
smog,20.916251284939737,18.40154655657794,16.62248984368584
gunning_fog,25.390770901194358,22.195981952839027,20.924329341873204
automated_readability_index,25.16013572204126,20.52937686217758,19.47401837928154
coleman_liau_index,25.23726384364821,22.439942112879887,23.96733686067019
lix,67.9286102062975,60.26564229164893,58.48366286085584
rix,10.833333333333334,8.117647058823529,6.5
passed_quality_check,True,True,True
n_stop_words,415.0,330.0,237.0
alpha_ratio,0.8637218045112782,0.8849673202614379,0.8580645161290322
mean_word_length,6.345864661654136,6.1947712418300656,6.579032258064516
doc_length,1064.0,765.0,620.0
symbol_to_word_ratio_#,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.0,0.015526802218114602,0.02346805736636245
duplicate_ngram_chr_fraction_6,0.0,0.0,0.0
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.007301173402868318,0.006099815157116451,0.007170795306388526
top_ngram_chr_fraction_3,0.003259452411994785,0.006654343807763401,0.022816166883963495
top_ngram_chr_fraction_4,0.0,0.0,0.0
oov_ratio,0.042293233082706765,0.03398692810457516,0.07419354838709677
first_order_coherence,0.6126411172960485,0.6591655600703124,0.3958533919617735
second_order_coherence,0.5723725319103858,0.6733596007106826,0.36540714405580527
entropy,18.179069237262823,11.12460750208669,8.69119779093479
perplexity,78536122.58759215,67819.66676094552,5950.3051975780245
per_word_perplexity,73812.14528909037,88.65315916463466,9.597266447706492
dependency_distance_mean,3.2974082053376916,3.115116821191123,2.318172591452735
dependency_distance_std,1.3047466179440323,0.6371644195993688,0.9729239138390234
prop_adjacent_dependency_relation_mean,0.45419861785087534,0.4637394466438864,0.5411971925851199
prop_adjacent_dependency_relation_std,0.10799747546645737,0.05991802533806534,0.11321781785069686
token_length_mean,7.175895765472313,6.751085383502171,7.1005291005291005
token_length_median,5.0,6.0,5.0
token_length_std,5.139477500195918,4.392004755051737,5.047790974632365
sentence_length_mean,25.583333333333332,20.323529411764707,14.921052631578947
sentence_length_median,20.5,18.0,15.0
sentence_length_std,17.522009968417816,8.480845505280064,8.05370649860367
syllables_per_token_mean,2.52442996742671,2.3632416787264834,2.504409171075838
syllables_per_token_median,2.0,2.0,2.0
syllables_per_token_std,1.954337675526272,1.6174815332276125,1.9216298642622447
n_tokens,921,691,567
n_unique_tokens,469,374,313
proportion_unique_tokens,0.509229098805646,0.5412445730824892,0.5520282186948854
n_characters,6752,4738,4078
n_sentences,36,34,38
connectives,27,28,15
connectives_cap,4,8,2
pos_prop_SPACE,,0.018300653594771243,0.03870967741935484
