,human,ashuman,asmachine
pos_prop_ADP,0.13006134969325153,0.10393258426966293,0.08531468531468532
pos_prop_NOUN,0.22576687116564417,0.22191011235955055,0.2153846153846154
pos_prop_DET,0.12392638036809817,0.10393258426966293,0.1062937062937063
pos_prop_ADJ,0.06625766871165645,0.10955056179775281,0.1020979020979021
pos_prop_X,0.01717791411042945,0.008426966292134831,0.006993006993006993
pos_prop_CCONJ,0.05644171779141104,0.054775280898876406,0.044755244755244755
pos_prop_PUNCT,0.12147239263803682,0.09831460674157304,0.1048951048951049
pos_prop_PROPN,0.06257668711656442,0.0028089887640449437,0.002797202797202797
pos_prop_AUX,0.033128834355828224,0.05196629213483146,0.05314685314685315
pos_prop_VERB,0.049079754601226995,0.06601123595505617,0.08391608391608392
pos_prop_PRON,0.01717791411042945,0.0449438202247191,0.043356643356643354
pos_prop_ADV,0.053987730061349694,0.07724719101123595,0.0951048951048951
pos_prop_SCONJ,0.008588957055214725,0.014044943820224719,0.013986013986013986
pos_prop_PART,0.0098159509202454,0.018258426966292134,0.01818181818181818
pos_prop_NUM,0.024539877300613498,0.0056179775280898875,0.0013986013986013986
flesch_reading_ease,7.91976787410681,23.499271386936385,26.89018930915438
flesch_kincaid_grade,21.02164033850494,18.238199704869654,17.668088662790698
smog,19.946969662950774,17.091692590278686,16.3699753750526
gunning_fog,24.121880582980722,20.901196917527468,20.390988372093023
automated_readability_index,22.758782322519984,19.290405804230197,18.20176671511628
coleman_liau_index,23.361128349788427,22.737881619937692,22.397374999999993
lix,63.54870709920075,59.26233808821118,57.383720930232556
rix,9.433333333333334,7.157894736842105,6.325581395348837
passed_quality_check,True,True,True
n_stop_words,315.0,295.0,293.0
alpha_ratio,0.8404907975460123,0.8792134831460674,0.8671328671328671
mean_word_length,6.10920245398773,6.276685393258427,6.222377622377622
doc_length,815.0,712.0,715.0
symbol_to_word_ratio_#,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.005988023952095809,0.0,0.014209591474245116
duplicate_ngram_chr_fraction_6,0.0,0.0,0.0
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.004931313842902431,0.00647693817468106,0.007104795737122558
top_ngram_chr_fraction_3,0.006164142303628038,0.022767419038272816,0.017367278468521808
top_ngram_chr_fraction_4,0.0,0.0,0.0
oov_ratio,0.06134969325153374,0.037921348314606744,0.043356643356643354
first_order_coherence,0.5409541859708983,0.615323884060254,0.5196500821482568
second_order_coherence,0.4862038088696344,0.5809555125112335,0.5209808836622936
entropy,14.888714639428482,9.776725058091369,9.532365180363783
perplexity,2924735.5942338523,17618.85753159314,13799.190090982449
per_word_perplexity,3588.632630961782,24.745586420776885,19.299566560814615
dependency_distance_mean,3.412298812562803,2.9186114884424135,2.6525281972815837
dependency_distance_std,1.430803171155471,0.8886004406871534,1.2284960005100496
prop_adjacent_dependency_relation_mean,0.48054368966099725,0.4786661685743483,0.47479891392038287
prop_adjacent_dependency_relation_std,0.07181743306377841,0.0762530319406622,0.11647238928159245
token_length_mean,6.873060648801128,6.85202492211838,6.834375
token_length_median,5.0,6.0,6.0
token_length_std,4.920894035411275,4.449954035185839,4.199040766576933
sentence_length_mean,23.633333333333333,16.894736842105264,14.883720930232558
sentence_length_median,20.5,17.0,14.0
sentence_length_std,14.119686807983934,7.379878310522224,9.344092281933161
syllables_per_token_mean,2.321579689703808,2.308411214953271,2.3265625
syllables_per_token_median,2.0,2.0,2.0
syllables_per_token_std,1.6604075454090312,1.5146915930906597,1.5055877369299173
n_tokens,709,642,640
n_unique_tokens,385,381,379
proportion_unique_tokens,0.5430183356840621,0.5934579439252337,0.5921875
n_characters,4979,4468,4449
n_sentences,30,38,43
connectives,8,21,25
connectives_cap,4,6,6
pos_prop_SPACE,,0.018258426966292134,0.022377622377622378
