,human,ashuman,asmachine
pos_prop_DET,0.08734939759036145,0.09105431309904154,0.08681672025723473
pos_prop_NOUN,0.2319277108433735,0.2268370607028754,0.23633440514469453
pos_prop_CCONJ,0.03162650602409638,0.038338658146964855,0.03376205787781351
pos_prop_ADV,0.058734939759036146,0.07188498402555911,0.08681672025723473
pos_prop_ADP,0.14006024096385541,0.10383386581469649,0.10128617363344052
pos_prop_ADJ,0.06626506024096386,0.09744408945686901,0.10771704180064309
pos_prop_PUNCT,0.12349397590361445,0.08146964856230032,0.09646302250803858
pos_prop_SPACE,0.022590361445783132,0.02875399361022364,
pos_prop_AUX,0.03162650602409638,0.04472843450479233,0.06913183279742766
pos_prop_SCONJ,0.012048192771084338,0.011182108626198083,0.01929260450160772
pos_prop_PROPN,0.06626506024096386,0.012779552715654952,0.00482315112540193
pos_prop_VERB,0.06626506024096386,0.0878594249201278,0.09967845659163987
pos_prop_NUM,0.022590361445783132,0.001597444089456869,
pos_prop_X,0.007530120481927711,0.04313099041533546,0.00482315112540193
pos_prop_PART,0.010542168674698794,0.019169329073482427,0.017684887459807074
pos_prop_PRON,0.02108433734939759,0.039936102236421724,0.03536977491961415
flesch_reading_ease,14.967244224422444,21.69175725541038,19.711225687458096
flesch_kincaid_grade,20.954413992869878,18.745017687844918,19.108878569568613
smog,19.329210223390458,17.247916484355866,15.903189008614273
gunning_fog,23.11114081996435,21.971208905240317,20.07367416022915
automated_readability_index,21.556751336898394,18.62565162020659,18.871363162919884
coleman_liau_index,22.00791443850267,22.627713787085508,23.79693950177936
lix,64.19496434937611,60.51266449695768,58.191302838295286
rix,9.541666666666666,6.972972972972973,6.097560975609756
passed_quality_check,True,True,True
n_stop_words,237.0,242.0,261.0
alpha_ratio,0.7966867469879518,0.8738019169329073,0.8890675241157556
mean_word_length,5.769578313253012,6.364217252396166,6.514469453376206
doc_length,664.0,626.0,622.0
symbol_to_word_ratio_#,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0008835873647006848,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.02288329519450801,0.0,0.0
duplicate_ngram_chr_fraction_6,0.016475972540045767,0.0,0.0
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.010068649885583524,0.005301524188204109,0.005192557334487235
top_ngram_chr_fraction_3,0.012585812356979404,0.0,0.0
top_ngram_chr_fraction_4,0.013729977116704805,0.0,0.0
oov_ratio,0.03162650602409638,0.0670926517571885,0.04019292604501608
first_order_coherence,0.5235350617895955,0.32397143584158683,0.2938815918867476
second_order_coherence,0.5171796879307791,0.27115178326410905,0.3404243205888913
entropy,9.061590484189976,8.101314801577544,8.05433254609352
perplexity,8617.846308080785,3298.802495933537,3147.401737134749
per_word_perplexity,12.978684198916845,5.269652549414596,5.060131410184484
dependency_distance_mean,3.6048732002992985,2.5349136329705955,2.4591753078372722
dependency_distance_std,1.4835667723559587,1.4934984817412267,1.1905270962150096
prop_adjacent_dependency_relation_mean,0.48669867386233506,0.4823835740078007,0.4801130084368939
prop_adjacent_dependency_relation_std,0.07003840896220809,0.17732455968763491,0.14259388962563674
token_length_mean,6.645276292335116,6.860383944153577,7.101423487544484
token_length_median,5.0,6.0,6.0
token_length_std,4.845640483700899,4.60268354752152,4.637618663762725
sentence_length_mean,23.375,15.486486486486486,13.707317073170731
sentence_length_median,21.5,16.0,14.0
sentence_length_std,13.41271939864048,10.07169333201432,7.902589580017192
syllables_per_token_mean,2.3244206773618536,2.397905759162304,2.487544483985765
syllables_per_token_median,2.0,2.0,2.0
syllables_per_token_std,1.7707040789838437,1.6304677039202713,1.7948189628013016
n_tokens,561,573,562
n_unique_tokens,322,354,363
proportion_unique_tokens,0.5739750445632799,0.6178010471204188,0.6459074733096085
n_characters,3831,3978,4052
n_sentences,24,37,41
connectives,27,21,27
connectives_cap,9,2,5
