lemma,shannon
dies,0.9743147528693494
der,1.674086364652548
ein,1.5146006426254297
selten,0.6365141682948128
sein,1.4270610433807247
ander,0.6931471805599453
werden,1.2381696412229657
adjuvant,0.9556998911125343
zusätzlich,0.6931471805599453
ihr,0.6365141682948128
berichten,0.6931471805599453
haben,0.6365141682948128
können,1.5047882836811908
operativ,0.6931471805599453
sollen,0.6931471805599453
kein,0.5623351446188083
beide,0.6365141682948128
neoadjuvant,0.6365141682948128
demonstrieren,0.6931471805599453
aktuell,0.6931471805599453
welch,0.6931471805599453
