lemma,shannon
dies,0.6365141682948128
der,1.6600983311697184
verschieden,1.0549201679861442
ein,1.377819508039033
neoadjuvant,1.3321790402101223
adjuvant,0.5623351446188083
regional,0.6365141682948128
werden,1.0296530140645737
sein,0.6365141682948128
gut,0.6931471805599453
behandeln,0.6931471805599453
präoperativ,0.6730116670092565
zeigen,0.6365141682948128
überleben,0.6365141682948128
chemotherapeutisch,0.6931471805599453
signifikant,0.6365141682948128
therapeutisch,0.6931471805599453
