,human,explain,create,continue
pos_prop_NOUN,0.2604166666666667,0.31092436974789917,0.314070351758794,0.2987012987012987
pos_prop_AUX,0.03333333333333333,0.025210084033613446,0.017587939698492462,0.017316017316017316
pos_prop_ADJ,0.10208333333333333,0.12885154061624648,0.12311557788944724,0.12554112554112554
pos_prop_ADP,0.125,0.09803921568627451,0.12814070351758794,0.10173160173160173
pos_prop_PUNCT,0.11666666666666667,0.11204481792717087,0.10050251256281408,0.1038961038961039
pos_prop_PRON,0.022916666666666665,0.028011204481792718,0.032663316582914576,0.032467532467532464
pos_prop_VERB,0.08125,0.12605042016806722,0.11306532663316583,0.12121212121212122
pos_prop_PART,0.014583333333333334,0.011204481792717087,0.022613065326633167,0.030303030303030304
pos_prop_DET,0.07083333333333333,0.056022408963585436,0.05778894472361809,0.06493506493506493
pos_prop_ADV,0.03333333333333333,0.03081232492997199,0.02763819095477387,0.03463203463203463
pos_prop_X,0.016666666666666666,,0.005025125628140704,
pos_prop_PROPN,0.027083333333333334,,,0.0021645021645021645
pos_prop_CCONJ,0.05625,0.04481792717086835,0.02763819095477387,0.0367965367965368
pos_prop_SCONJ,0.014583333333333334,0.022408963585434174,0.01256281407035176,0.012987012987012988
pos_prop_NUM,0.025,,0.017587939698492462,0.017316017316017316
flesch_reading_ease,19.64792020928715,14.847807855626343,9.917692307692334,17.61067750677509
flesch_kincaid_grade,19.93651188140397,17.688885350318476,18.66,16.461626016260166
smog,20.005670957179877,18.599290044081553,19.82211366993436,17.568781148372587
gunning_fog,24.372269457161543,21.676857749469217,23.43011917659805,20.330623306233065
automated_readability_index,23.52555264879006,21.71333333333333,22.858747562296855,19.494035230352303
coleman_liau_index,15.879040767386087,20.595923566878984,21.360901408450705,19.772390243902432
lix,75.07935469805973,74.89278131634819,76.8851570964247,70.58265582655827
rix,14.090909090909092,12.75,13.538461538461538,10.88888888888889
passed_quality_check,True,True,True,True
n_stop_words,173.0,109.0,125.0,154.0
alpha_ratio,0.8458333333333333,0.8795518207282913,0.8819095477386935,0.8831168831168831
mean_word_length,4.927083333333333,5.733893557422969,5.9120603015075375,5.681818181818182
doc_length,480.0,357.0,398.0,462.0
top_ngram_chr_fraction_2,0.007204610951008645,0.020425531914893616,0.023721275018532245,0.026437541308658295
top_ngram_chr_fraction_3,0.009005763688760807,0.029787234042553193,0.023721275018532245,0.02478519497686715
top_ngram_chr_fraction_4,0.006484149855907781,,0.02446256486286138,0.03965631196298744
oov_ratio,0.0020833333333333333,0.011204481792717087,0.01507537688442211,0.008658008658008658
first_order_coherence,0.880770456790924,0.8997589512304827,0.8144518199066321,0.8487798746894387
second_order_coherence,0.8673435184690688,0.9053577601909637,0.8316438929601149,0.8363285064697266
dependency_distance_mean,4.18050137337163,3.1042906467864024,2.717633225486391,2.8346190756054757
dependency_distance_std,1.6241214937180568,0.522887167552617,0.7432938148033269,0.710155129516198
prop_adjacent_dependency_relation_mean,0.43185799308810324,0.4762506050982282,0.4970920148325293,0.49803818426591534
prop_adjacent_dependency_relation_std,0.05346001384311882,0.056891986321312434,0.0450498481086646,0.05284623386009746
token_length_mean,5.520383693045564,6.382165605095541,6.504225352112676,6.270731707317073
token_length_median,5.0,6.0,6.0,6.0
token_length_std,3.216443341091012,3.1683848923510127,3.4554483054257874,3.3081380735067407
sentence_length_mean,37.90909090909091,26.166666666666668,27.307692307692307,22.77777777777778
sentence_length_median,36.0,24.5,28.0,21.5
sentence_length_std,14.469117868786142,7.977398629182879,9.26851257990121,7.61982469582219
syllables_per_token_mean,1.7577937649880095,1.9554140127388535,2.0,1.9634146341463414
syllables_per_token_median,1.0,2.0,2.0,2.0
syllables_per_token_std,1.1086504967274304,1.1306046465542288,1.1938811132922977,1.1733329840642674
n_tokens,417,314,355,410
n_unique_tokens,206,167,206,208
proportion_unique_tokens,0.4940047961630695,0.5318471337579618,0.5802816901408451,0.5073170731707317
n_characters,2365,2047,2353,2625
n_sentences,11,12,13,18
entropy,12.44501765560722,8.186530452040765,8.498707034925697,10.7636277492518
perplexity,253981.7404964121,3592.2371610751916,4908.418322224105,47269.84048597689
per_word_perplexity,529.1286260341918,10.062288966597174,12.332709352321872,102.31567204756904
connectives,7,12,7,12
pos_prop_SYM,,0.0056022408963585435,,
duplicate_ngram_chr_fraction_5,,0.02893617021276596,,0.050892267019167214
duplicate_ngram_chr_fraction_6,,0.02893617021276596,,0.03304692663582287
duplicate_ngram_chr_fraction_7,,0.02893617021276596,,
