,continue,human,create,explain
entropy,8.406790151229027,12.727496865772656,7.444708237677178,9.7344461516251
perplexity,4477.3657544471325,336884.9868502747,1710.7860764104848,16889.478813436242
per_word_perplexity,12.865993547261874,687.5203813270913,4.586557845604517,41.294569226005486
pos_prop_ADP,0.1235632183908046,0.1469387755102041,0.128686327077748,0.12469437652811736
pos_prop_NOUN,0.28735632183908044,0.20816326530612245,0.2707774798927614,0.24449877750611246
pos_prop_PUNCT,0.08908045977011494,0.1326530612244898,0.08310991957104558,0.1393643031784841
pos_prop_AUX,0.017241379310344827,0.05510204081632653,0.013404825737265416,0.04156479217603912
pos_prop_ADV,0.028735632183908046,0.0326530612244898,0.032171581769437,0.019559902200488997
pos_prop_VERB,0.14655172413793102,0.09795918367346938,0.15281501340482573,0.1271393643031785
pos_prop_DET,0.09482758620689655,0.07755102040816327,0.06166219839142091,0.07823960880195599
pos_prop_PROPN,0.02586206896551724,0.03877551020408163,0.03485254691689008,0.034229828850855744
pos_prop_ADJ,0.08908045977011494,0.08775510204081632,0.09651474530831099,0.08312958435207823
pos_prop_SCONJ,0.031609195402298854,0.018367346938775512,0.029490616621983913,0.022004889975550123
pos_prop_PART,0.014367816091954023,0.014285714285714285,0.013404825737265416,0.014669926650366748
pos_prop_CCONJ,0.020114942528735632,0.01020408163265306,0.0160857908847185,0.019559902200488997
pos_prop_PRON,0.031609195402298854,0.04285714285714286,0.03753351206434316,0.029339853300733496
passed_quality_check,True,True,True,True
n_stop_words,126.0,192.0,118.0,142.0
alpha_ratio,0.9051724137931034,0.8428571428571429,0.8873994638069705,0.8410757946210269
mean_word_length,5.454022988505747,4.748979591836735,5.8123324396782845,4.951100244498778
doc_length,348.0,490.0,373.0,409.0
duplicate_ngram_chr_fraction_5,0.019909502262443438,0.05561653860226857,0.08233413269384493,0.018596787827557058
top_ngram_chr_fraction_2,0.02171945701357466,0.01756311745334797,0.014388489208633094,0.02282333051563821
top_ngram_chr_fraction_3,0.009502262443438913,0.009147457006952067,,0.00507185122569738
top_ngram_chr_fraction_4,0.01764705882352941,0.014635931211123308,,0.019019442096365174
oov_ratio,0.005747126436781609,0.0020408163265306124,0.005361930294906166,
first_order_coherence,0.850989043712616,0.6966901356354356,0.8643440157175064,0.7919034626748827
second_order_coherence,0.8521256106240409,0.691887654364109,0.8538273735479875,0.7686453181154588
dependency_distance_mean,2.6429368160460904,3.0083565236943737,2.985699905747202,2.763169795931955
dependency_distance_std,0.41225886864397243,1.317671610921159,0.6841729550683846,0.6067305996155685
prop_adjacent_dependency_relation_mean,0.45784835655102485,0.446415494005628,0.4520915629386012,0.4915816702688769
prop_adjacent_dependency_relation_std,0.043040241134376336,0.06653769214285257,0.07299470872852352,0.07722662988170459
token_length_mean,5.920634920634921,5.415865384615385,6.326409495548962,5.624641833810888
token_length_median,5.0,4.0,6.0,5.0
token_length_std,3.335720989158222,3.3451512299310875,3.568779456837013,3.281374057108171
sentence_length_mean,19.6875,24.470588235294116,25.923076923076923,18.36842105263158
sentence_length_median,20.0,23.0,24.0,19.0
sentence_length_std,5.763232057621834,15.324404400896452,11.565609089428342,5.253675668828539
syllables_per_token_mean,1.765079365079365,1.6706730769230769,1.9584569732937684,1.6475644699140402
syllables_per_token_median,1.0,1.0,2.0,1.0
syllables_per_token_std,1.0729219457340278,1.0306390515887525,1.1802257964649325,0.9718832776843545
n_tokens,315,416,337,349
n_unique_tokens,164,186,212,185
proportion_unique_tokens,0.5206349206349207,0.44711538461538464,0.629080118694362,0.5300859598853869
n_characters,1898,2327,2168,2025
n_sentences,16,17,13,19
flesch_reading_ease,37.526473214285744,40.65841063348418,14.837616982424123,48.807098476851195
flesch_kincaid_grade,12.916061507936512,13.667471719457012,17.629792284866472,11.014944955511993
smog,14.90622815163357,16.052598638481125,18.076589704346294,14.172360316638951
gunning_fog,16.509920634920636,18.153619909502265,20.93302898881534,15.484904237671543
automated_readability_index,16.29994047619048,16.314020079185518,21.328927185574074,14.246273563565076
coleman_liau_index,17.50984126984127,14.835673076923072,20.25744807121662,15.661432664756443
lix,62.86210317460318,60.28789592760181,74.88450125542113,59.34263308701553
rix,8.5,8.764705882352942,12.692307692307692,7.526315789473684
connectives,5,6,6,7
pos_prop_X,,0.022448979591836733,0.0160857908847185,0.004889975550122249
pos_prop_NUM,,0.014285714285714285,0.013404825737265416,0.017114914425427872
duplicate_ngram_chr_fraction_6,,0.03293084522502744,0.05915267785771383,
duplicate_ngram_chr_fraction_7,,0.020490303695572632,0.05915267785771383,
duplicate_ngram_chr_fraction_8,,,0.05915267785771383,
duplicate_ngram_chr_fraction_9,,,0.05915267785771383,
