,human-full,explain,create,human-cont,continue
passed_quality_check,True,True,True,True,True
n_stop_words,335.0,150.0,153.0,267.0,116.0
alpha_ratio,0.800498753117207,0.8736842105263158,0.8784860557768924,0.7930327868852459,0.9100817438692098
mean_word_length,4.768911055694098,5.301052631578948,5.328685258964144,4.74077868852459,5.937329700272479
doc_length,1203.0,475.0,502.0,976.0,367.0
duplicate_ngram_chr_fraction_5,0.08579571021448927,0.05612594113620808,,0.08451228592702904,
duplicate_ngram_chr_fraction_6,0.04889755512224389,0.05612594113620808,,0.04765450483991065,
duplicate_ngram_chr_fraction_7,0.04439778011099445,,,0.042069992553983616,
duplicate_ngram_chr_fraction_8,0.02129893505324734,,,0.02643335815338794,
top_ngram_chr_fraction_2,0.012599370031498426,0.008555783709787816,0.01159047005795235,0.01563663440059568,0.013949780789159028
top_ngram_chr_fraction_3,0.01574921253937303,0.03148528405201916,,0.0195457930007446,0.016739736946990835
top_ngram_chr_fraction_4,0.01799910004499775,0.026694045174537988,,0.022338049143708117,
oov_ratio,0.06400665004156277,0.05263157894736842,0.055776892430278883,0.06454918032786885,0.01634877384196185
first_order_coherence,0.6818119078874588,0.8559765605365529,0.859838466895254,0.649654223553596,0.8431401743608362
second_order_coherence,0.6985196016537838,0.8463427312672138,0.8446538713243272,0.698622805128495,0.8278714157640934
entropy,28.856106699440268,11.43205249076031,12.093550241607721,23.091025180844724,8.585931308375013
perplexity,3404457435745.9883,92231.08412672384,178715.46544942193,10673449940.11406,5355.778274566091
per_word_perplexity,2829972930.79467,194.17070342468176,356.00690328570107,10935911.823887356,14.593401293095615
flesch_reading_ease,31.8931649305118,25.649514725568963,29.258331632653096,32.15246561293441,12.722069194943458
flesch_kincaid_grade,14.670133427497667,15.409377510040162,14.65621201814059,14.806843227155728,16.094570858283436
smog,16.689078388715778,16.661329983758527,15.774802946060372,16.753131548150495,17.122413403193683
gunning_fog,18.989472091204885,18.957161981258366,17.70888888888889,19.081869369369368,20.356353958749168
automated_readability_index,17.156591923726886,17.994597054886214,17.513231292517005,17.552169401544404,18.110232867598135
coleman_liau_index,16.394705274043428,17.742746987951808,17.710929705215417,16.490141570141564,20.384670658682634
lix,59.055893258001866,61.85073627844712,59.46496598639456,60.05988577863578,66.75914836992682
rix,8.365853658536585,8.944444444444445,8.25,8.6875,8.944444444444445
token_length_mean,5.688728024819028,5.9228915662650605,5.927437641723356,5.698841698841699,6.425149700598802
token_length_median,4.0,5.0,5.0,4.0,6.0
token_length_std,3.50023003165935,3.328421794010569,3.363023557444328,3.482541298596998,3.5239253861695667
sentence_length_mean,23.585365853658537,23.055555555555557,22.05,24.28125,18.555555555555557
sentence_length_median,23.0,23.0,20.5,24.0,16.5
sentence_length_std,12.658701065710856,9.258462928719277,6.960423837669657,13.210399253523718,7.127585084430944
syllables_per_token_mean,1.7849017580144777,1.8650602409638555,1.8344671201814058,1.7734877734877734,2.07185628742515
syllables_per_token_median,1.0,1.0,1.0,1.0,2.0
syllables_per_token_std,1.1293121725677224,1.1411718490841378,1.1115922878698814,1.1150854254108824,1.1916318116583984
n_tokens,967,415,441,777,334
n_unique_tokens,399,207,224,343,193
proportion_unique_tokens,0.4126163391933816,0.4987951807228916,0.5079365079365079,0.44144144144144143,0.5778443113772455
n_characters,5737,2518,2675,4627,2179
n_sentences,41,18,20,32,18
dependency_distance_mean,3.1950334096405646,2.948306405008969,2.7758091597125705,3.3226092425403655,2.464388620042
dependency_distance_std,1.3676503704846141,0.6068325386105775,0.5019974052622146,1.4970565954287318,0.40379416532420304
prop_adjacent_dependency_relation_mean,0.43911668733059644,0.4630689111713094,0.4564898310270612,0.4447203910890953,0.48282743777454823
prop_adjacent_dependency_relation_std,0.06008429538616517,0.05188725414784817,0.06811584886131385,0.06026999253396509,0.040602513597671024
pos_prop_DET,0.0457190357439734,0.06315789473684211,0.05776892430278884,0.042008196721311473,0.05722070844686648
pos_prop_ADJ,0.1055694098088113,0.13894736842105262,0.14143426294820718,0.10040983606557377,0.1444141689373297
pos_prop_NOUN,0.22942643391521197,0.28421052631578947,0.2848605577689243,0.22950819672131148,0.2997275204359673
pos_prop_ADP,0.11055694098088113,0.1368421052631579,0.14143426294820718,0.10860655737704918,0.1335149863760218
pos_prop_PUNCT,0.15793848711554448,0.12210526315789473,0.11354581673306773,0.15881147540983606,0.08991825613079019
pos_prop_PRON,0.006650041562759767,0.016842105263157894,0.013944223107569721,0.006147540983606557,0.01634877384196185
pos_prop_AUX,0.03657522859517872,0.016842105263157894,0.021912350597609563,0.036885245901639344,0.03814713896457766
pos_prop_VERB,0.0831255195344971,0.0968421052631579,0.09561752988047809,0.08196721311475409,0.11444141689373297
pos_prop_ADV,0.032418952618453865,0.016842105263157894,0.021912350597609563,0.031762295081967214,0.021798365122615803
pos_prop_PROPN,0.09975062344139651,0.04631578947368421,0.05776892430278884,0.10553278688524591,0.0326975476839237
pos_prop_CCONJ,0.034912718204488775,0.035789473684210524,0.029880478087649404,0.03381147540983607,0.04087193460490463
pos_prop_SCONJ,0.005818786367414797,0.016842105263157894,0.01195219123505976,0.006147540983606557,0.0027247956403269754
pos_prop_PART,0.012468827930174564,0.008421052631578947,0.00796812749003984,0.012295081967213115,0.008174386920980926
pos_prop_X,0.03325020781379884,,,0.0389344262295082,
pos_prop_SYM,0.0024937655860349127,,,0.0030737704918032786,
pos_prop_NUM,0.0033250207813798837,,,0.004098360655737705,
connectives,38,11,11,34,4
