,create,human-full,explain,continue,human-cont
pos_prop_NOUN,0.24873737373737373,0.22941176470588234,0.2609603340292276,0.24302788844621515,0.24989302524604193
pos_prop_DET,0.08838383838383838,0.06722689075630252,0.10855949895615867,0.09163346613545817,0.05548423905291684
pos_prop_ADJ,0.13131313131313133,0.13865546218487396,0.11899791231732777,0.1454183266932271,0.11938382541720154
pos_prop_VERB,0.10732323232323232,0.08907563025210084,0.11064718162839249,0.09362549800796813,0.09128512337754957
pos_prop_ADP,0.1275252525252525,0.11932773109243698,0.12526096033402923,0.13147410358565736,0.11054057909000142
pos_prop_NUM,0.007575757575757576,0.01764705882352941,0.006263048016701462,0.00199203187250996,0.007416916274425902
pos_prop_PUNCT,0.10858585858585859,0.12184873949579832,0.09603340292275574,0.09760956175298804,0.12166595350164028
pos_prop_PROPN,0.056818181818181816,0.06554621848739496,0.06471816283924843,0.035856573705179286,0.06946227357010412
pos_prop_AUX,0.03282828282828283,0.03529411764705882,0.012526096033402923,0.037848605577689244,0.04336043360433604
pos_prop_ADV,0.020202020202020204,0.030252100840336135,0.012526096033402923,0.021912350597609563,0.028954500071316502
pos_prop_PRON,0.01893939393939394,0.02100840336134454,0.016701461377870562,0.03187250996015936,0.017686492654400227
pos_prop_CCONJ,0.03535353535353535,0.03361344537815126,0.04592901878914405,0.045816733067729085,0.038796177435458566
pos_prop_PART,0.013888888888888888,0.011764705882352941,0.016701461377870562,0.01195219123505976,0.009841677364142062
pos_prop_SCONJ,0.0025252525252525255,0.008403361344537815,0.0041753653444676405,0.0099601593625498,0.012551704464413066
first_order_coherence,0.8776698831854195,0.8131150161066363,0.8814028431387508,0.8853568189284381,0.7586536743485324
second_order_coherence,0.866114154458046,0.79018830905358,0.8879141695797443,0.896204013377428,0.7613207503032368
token_length_mean,5.879432624113475,5.54863813229572,5.777777777777778,5.586666666666667,5.701889316167865
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.2364834635757833,3.1829079180172735,3.0877096070200563,3.2785904830514525,3.2534746939445602
sentence_length_mean,23.5,32.125,24.0,25.0,26.232456140350877
sentence_length_median,23.0,27.5,23.5,22.5,25.0
sentence_length_std,8.253282175393416,16.360680762119895,6.847546194724712,6.0461190490723515,12.94568271606092
syllables_per_token_mean,1.822695035460993,1.706225680933852,1.7916666666666667,1.78,1.743186758067213
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.0803446254938789,1.0406523674341621,1.0444407505844846,1.1087730957133555,1.0348819168909633
n_tokens,705,1028,432,450,5981
n_unique_tokens,306,433,196,210,1408
proportion_unique_tokens,0.4340425531914894,0.42120622568093385,0.4537037037037037,0.4666666666666667,0.23541213843838824
n_characters,4232,5866,2543,2566,35133
n_sentences,30,32,18,18,228
passed_quality_check,True,True,True,True,True
n_stop_words,267.0,393.0,166.0,196.0,2251.0
alpha_ratio,0.88510101010101,0.8504201680672269,0.8997912317327766,0.8944223107569721,0.8449579232634432
mean_word_length,5.343434343434343,4.929411764705883,5.308977035490606,5.111553784860558,5.011125374411638
doc_length,792.0,1190.0,479.0,502.0,7011.0
duplicate_ngram_chr_fraction_5,0.008934010152284264,0.08493589743589744,0.015509103169251517,0.09780439121756487,0.08861285668875468
top_ngram_chr_fraction_2,0.008121827411167513,0.008012820512820512,0.018543492919757248,0.020958083832335328,0.008900408342910239
top_ngram_chr_fraction_3,0.01015228426395939,0.016025641025641024,0.01753202966958867,0.0249500998003992,0.011125510428637797
top_ngram_chr_fraction_4,0.012182741116751269,0.023310023310023312,,0.029940119760479042,0.01012299190649681
oov_ratio,0.0025252525252525255,0.004201680672268907,,,0.008700613321922693
