,human-full,continue,create,human-cont,explain
passed_quality_check,True,True,True,True,
n_stop_words,331.0,108.0,202.0,253.0,149.0
alpha_ratio,0.7956331877729258,0.8287841191066998,0.8898305084745762,0.8313253012048193,0.8839103869653768
mean_word_length,4.68646288209607,5.074441687344913,5.169491525423729,4.621151271753681,5.3095723014256615
doc_length,1145.0,403.0,590.0,747.0,491.0
duplicate_ngram_chr_fraction_5,0.14096846129340554,0.025252525252525252,0.0784973366975049,0.05950331940004917,0.13696369636963696
duplicate_ngram_chr_fraction_6,0.10130614845492195,,0.040370058873002525,0.05212687484632407,0.12739273927392739
duplicate_ngram_chr_fraction_7,0.043644472762026126,,0.040370058873002525,,0.12739273927392739
duplicate_ngram_chr_fraction_8,0.03185727938834024,,0.040370058873002525,,0.12739273927392739
top_ngram_chr_fraction_2,0.012105766167569289,0.021043771043771045,0.023549201009251473,0.01868699286943693,0.01155115511551155
top_ngram_chr_fraction_3,0.015132207709461613,0.02861952861952862,0.02579198205775161,0.023358741086796163,0.016831683168316833
top_ngram_chr_fraction_4,0.010512902198152279,0.007575757575757576,0.022708158116063918,0.01622817801819523,0.027722772277227723
oov_ratio,0.022707423580786028,0.022332506203473945,0.006779661016949152,0.008032128514056224,0.010183299389002037
first_order_coherence,0.7632997913019998,0.7918951442608466,0.8474649786949158,0.8000229944785436,0.8508730060175845
second_order_coherence,0.7613579315297744,0.8101638009150823,0.8469029696364152,0.7819215603496718,0.8630685574478574
entropy,26.35354595262165,8.992158944912969,13.443464903675881,18.78057701119343,10.868513405893271
perplexity,278740186193.88794,8039.795647826301,689322.7712652339,143318073.9057097,52497.11033848979
per_word_perplexity,243441210.6496838,19.949865131082632,1168.3436801105659,191858.1979996114,106.91875832686311
flesch_reading_ease,39.455451167728256,37.18557580174928,38.0088741302973,44.25291749598716,38.89668103448281
flesch_kincaid_grade,14.256613588110408,14.159169096209915,14.192209270805098,13.277756661316214,13.237327586206899
smog,15.543283084950321,15.626461121452799,15.595334395357725,14.780861892520804,14.76684894470576
gunning_fog,17.685350318471336,17.613411078717203,17.628228065419716,16.64536757624398,16.332183908045977
automated_readability_index,17.468333333333334,18.077580174927114,17.804639920484327,16.190321027287318,17.066172413793105
coleman_liau_index,15.296433121019106,17.020408163265305,16.336774193548383,14.422536115569823,17.321563218390796
lix,60.24309978768578,62.10932944606414,60.57910906298003,57.18324237560193,59.910919540229884
rix,8.916666666666666,9.214285714285714,8.904761904761905,8.04,8.3
token_length_mean,5.480891719745223,5.7871720116618075,5.666034155597723,5.341894060995185,5.864367816091954
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.0217112548349125,2.9014239777550386,2.984851701516813,2.914010151067859,2.85310788445574
sentence_length_mean,26.166666666666668,24.5,25.095238095238095,24.92,21.75
sentence_length_median,23.0,22.5,23.0,22.0,21.0
sentence_length_std,12.584161120675112,9.61212032503012,11.338534220817257,9.14732747855897,7.196353243136415
syllables_per_token_mean,1.664543524416136,1.7113702623906706,1.6944971537001898,1.622792937399679,1.7241379310344827
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9730965707491289,0.9962402440369023,0.9874103535757738,0.9415982624151265,0.9952722168194643
n_tokens,942,343,527,623,435.0
n_unique_tokens,371,188,243,263,200.0
proportion_unique_tokens,0.39384288747346075,0.5481049562682215,0.46110056925996207,0.42215088282504015,0.45977011494252873
n_characters,5366,2045,3050,3452,2607.0
n_sentences,36,14,21,25,20.0
dependency_distance_mean,3.971138071243857,3.0279062980459166,3.0283757177666994,4.220835909410185,2.813643237208657
dependency_distance_std,1.2135617155672895,0.7126644252059651,0.7498451415893419,1.2929602375035256,0.4467831839630356
prop_adjacent_dependency_relation_mean,0.41589706970826273,0.4708905856476368,0.4667554244463072,0.4036665985569315,0.4610665932091053
prop_adjacent_dependency_relation_std,0.0469766047232324,0.0458224255703946,0.07125297590506982,0.0381481945815235,0.05088934066439061
pos_prop_AUX,0.03580786026200873,0.02729528535980149,0.04406779661016949,0.03748326639892905,0.03665987780040733
pos_prop_ADJ,0.1056768558951965,0.10669975186104218,0.12372881355932204,0.10174029451137885,0.10183299389002037
pos_prop_NOUN,0.25851528384279476,0.3076923076923077,0.3016949152542373,0.24899598393574296,0.3380855397148676
pos_prop_CCONJ,0.03842794759825328,0.03722084367245657,0.04406779661016949,0.0428380187416332,0.03665987780040733
pos_prop_ADP,0.09606986899563319,0.10669975186104218,0.12372881355932204,0.10174029451137885,0.109979633401222
pos_prop_VERB,0.07161572052401746,0.09181141439205956,0.09491525423728814,0.07764390896921017,0.08757637474541752
pos_prop_PROPN,0.07161572052401746,0.05459057071960298,0.03728813559322034,0.06559571619812583,0.05091649694501019
pos_prop_PUNCT,0.1423580786026201,0.13399503722084366,0.1016949152542373,0.12583668005354753,0.10590631364562118
pos_prop_PART,0.020087336244541485,0.007444168734491315,0.020338983050847456,0.024096385542168676,0.012219959266802444
pos_prop_DET,0.04978165938864629,0.05707196029776675,0.04576271186440678,0.06291834002677377,0.06109979633401222
pos_prop_ADV,0.03580786026200873,0.01488833746898263,0.025423728813559324,0.04551539491298527,0.032586558044806514
pos_prop_NUM,0.021834061135371178,0.02481389578163772,0.001694915254237288,0.004016064257028112,0.002036659877800407
pos_prop_X,0.02794759825327511,0.0024813895781637717,0.005084745762711864,0.03614457831325301,
pos_prop_SYM,0.00611353711790393,0.01240694789081886,,,0.004073319755600814
pos_prop_SCONJ,0.007860262008733625,0.009925558312655087,0.00847457627118644,0.009370816599732263,0.010183299389002037
pos_prop_PRON,0.010480349344978166,0.004962779156327543,0.022033898305084745,0.01606425702811245,0.010183299389002037
connectives,28,5,16,27,12.0
duplicate_ngram_chr_fraction_9,,,0.040370058873002525,,0.09306930693069307
duplicate_ngram_chr_fraction_10,,,0.040370058873002525,,0.05676567656765676
