,human-full,continue,human-cont,create,explain
pos_prop_NOUN,0.24502164502164503,0.2982832618025751,0.24236453201970443,0.29043478260869565,0.29850746268656714
pos_prop_VERB,0.0683982683982684,0.13090128755364808,0.06600985221674877,0.11130434782608696,0.11343283582089553
pos_prop_ADP,0.10476190476190476,0.10944206008583691,0.10541871921182266,0.11652173913043479,0.13134328358208955
pos_prop_PROPN,0.09264069264069263,0.015021459227467811,0.09458128078817735,0.020869565217391306,0.050746268656716415
pos_prop_DET,0.06406926406926407,0.06652360515021459,0.06600985221674877,0.06956521739130435,0.07164179104477612
pos_prop_PUNCT,0.1471861471861472,0.08583690987124463,0.14679802955665025,0.09565217391304348,0.08656716417910448
pos_prop_X,0.02077922077922078,,0.020689655172413793,0.0017391304347826088,
pos_prop_AUX,0.023376623376623377,0.04935622317596566,0.023645320197044337,0.03826086956521739,0.03283582089552239
pos_prop_ADV,0.03463203463203463,0.027896995708154508,0.03251231527093596,0.043478260869565216,0.03582089552238806
pos_prop_CCONJ,0.048484848484848485,0.0407725321888412,0.04827586206896552,0.036521739130434785,0.03283582089552239
pos_prop_ADJ,0.09177489177489177,0.11158798283261803,0.09064039408866995,0.10086956521739131,0.09253731343283582
pos_prop_PRON,0.01471861471861472,0.027896995708154508,0.015763546798029555,0.04,0.020895522388059702
pos_prop_NUM,0.021645021645021644,0.002145922746781116,0.023645320197044337,0.0034782608695652175,
pos_prop_SCONJ,0.011255411255411256,0.01072961373390558,0.011822660098522168,0.010434782608695653,0.014925373134328358
pos_prop_PART,0.008658008658008658,0.023605150214592276,0.008866995073891626,0.019130434782608695,0.01791044776119403
pos_prop_SYM,0.0017316017316017316,,0.0019704433497536944,0.0017391304347826088,
pos_prop_INTJ,0.0008658008658008658,,0.0009852216748768472,,
n_stop_words,350.0,161.0,310.0,210.0,117.0
alpha_ratio,0.8069264069264069,0.9120171673819742,0.8049261083743843,0.9008695652173913,0.9104477611940298
mean_word_length,4.935930735930736,5.8111587982832615,4.850246305418719,5.789565217391305,5.704477611940298
doc_length,1155.0,466.0,1015.0,575.0,335.0
duplicate_ngram_chr_fraction_5,0.206875753920386,0.0639386189258312,0.17703432653772433,0.017183025253840144,
duplicate_ngram_chr_fraction_6,0.1471652593486128,0.04731457800511509,0.12406342568391705,0.017183025253840144,
duplicate_ngram_chr_fraction_7,0.1301266586248492,,0.09932043910088866,,
duplicate_ngram_chr_fraction_8,0.10313630880579011,,0.09932043910088866,,
duplicate_ngram_chr_fraction_9,0.08594692400482509,,0.09932043910088866,,
