,human-full,continue,explain,human-cont,create
pos_prop_AUX,0.03580786026200873,0.05179282868525897,0.02736318407960199,0.03748326639892905,0.05152671755725191
pos_prop_ADJ,0.1056768558951965,0.11553784860557768,0.09950248756218906,0.10174029451137885,0.1297709923664122
pos_prop_NOUN,0.25851528384279476,0.2729083665338645,0.3208955223880597,0.24899598393574296,0.29961832061068705
pos_prop_CCONJ,0.03842794759825328,0.035856573705179286,0.03980099502487562,0.0428380187416332,0.04389312977099236
pos_prop_ADP,0.09606986899563319,0.09163346613545817,0.0945273631840796,0.10174029451137885,0.12595419847328243
pos_prop_VERB,0.07161572052401746,0.08964143426294821,0.0845771144278607,0.07764390896921017,0.09351145038167939
pos_prop_PROPN,0.07161572052401746,0.061752988047808766,0.04477611940298507,0.06559571619812583,0.03244274809160305
pos_prop_PUNCT,0.1423580786026201,0.14342629482071714,0.12935323383084577,0.12583668005354753,0.09351145038167939
pos_prop_PART,0.020087336244541485,0.013944223107569721,0.014925373134328358,0.024096385542168676,0.013358778625954198
pos_prop_DET,0.04978165938864629,0.05976095617529881,0.06218905472636816,0.06291834002677377,0.05343511450381679
pos_prop_ADV,0.03580786026200873,0.025896414342629483,0.02736318407960199,0.04551539491298527,0.03244274809160305
pos_prop_NUM,0.021834061135371178,,0.012437810945273632,0.004016064257028112,
pos_prop_X,0.02794759825327511,,,0.03614457831325301,
pos_prop_SYM,0.00611353711790393,0.00597609561752988,0.009950248756218905,,
pos_prop_SCONJ,0.007860262008733625,0.013944223107569721,0.009950248756218905,0.009370816599732263,0.011450381679389313
pos_prop_PRON,0.010480349344978166,0.017928286852589643,0.01990049751243781,0.01606425702811245,0.019083969465648856
passed_quality_check,True,True,True,True,True
n_stop_words,331.0,157.0,118.0,253.0,186.0
alpha_ratio,0.7956331877729258,0.848605577689243,0.8482587064676617,0.8313253012048193,0.9026717557251909
mean_word_length,4.68646288209607,5.147410358565737,5.134328358208955,4.621151271753681,5.217557251908397
doc_length,1145.0,502.0,402.0,747.0,524.0
duplicate_ngram_chr_fraction_5,0.14096846129340554,0.114,0.12599082186065916,0.05950331940004917,0.05814316974054392
duplicate_ngram_chr_fraction_6,0.10130614845492195,0.06266666666666666,0.1017939090529829,0.05212687484632407,0.022507033447952487
duplicate_ngram_chr_fraction_7,0.043644472762026126,0.06266666666666666,0.04338756779307468,,
duplicate_ngram_chr_fraction_8,0.03185727938834024,0.06266666666666666,0.04338756779307468,,
top_ngram_chr_fraction_2,0.012105766167569289,0.028,0.03128911138923655,0.01868699286943693,0.018755861206627072
top_ngram_chr_fraction_3,0.015132207709461613,0.017333333333333333,0.023779724655819776,0.023358741086796163,0.021569240387621133
top_ngram_chr_fraction_4,0.010512902198152279,0.027,,0.01622817801819523,
oov_ratio,0.022707423580786028,0.01195219123505976,0.012437810945273632,0.008032128514056224,0.0057251908396946565
dependency_distance_mean,3.971138071243857,3.0054012853176846,3.1442179254124123,4.220835909410185,2.96675752840569
dependency_distance_std,1.2135617155672895,0.6520291088988454,0.49566104405856093,1.2929602375035256,0.52978777697153
prop_adjacent_dependency_relation_mean,0.41589706970826273,0.4403536193957137,0.45886464818540407,0.4036665985569315,0.46473113689578077
prop_adjacent_dependency_relation_std,0.0469766047232324,0.06555415656461187,0.04947889548410326,0.0381481945815235,0.0519754606957766
token_length_mean,5.480891719745223,5.887323943661972,5.825581395348837,5.341894060995185,5.6723044397463
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.0217112548349125,2.944953329972783,2.915244058015281,2.914010151067859,2.9947830566445153
sentence_length_mean,26.166666666666668,20.285714285714285,24.571428571428573,24.92,24.894736842105264
sentence_length_median,23.0,19.0,25.5,22.0,22.0
sentence_length_std,12.584161120675112,6.196334224614523,6.88387645894672,9.14732747855897,8.34073540139064
syllables_per_token_mean,1.664543524416136,1.7112676056338028,1.7238372093023255,1.622792937399679,1.6997885835095137
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9730965707491289,1.0110724045588744,1.012659024094776,0.9415982624151265,0.9897679259650926
n_tokens,942,426,344,623,473
n_unique_tokens,371,216,182,263,237
proportion_unique_tokens,0.39384288747346075,0.5070422535211268,0.5290697674418605,0.42215088282504015,0.5010570824524313
n_characters,5366,2584,2064,3452,2734
n_sentences,36,21,14,25,19
entropy,26.35354595262165,12.647322789096254,9.326644380591226,18.78057701119343,12.430709057356347
perplexity,278740186193.88794,310929.90785750217,11233.373244526349,143318073.9057097,250373.49384573282
per_word_perplexity,243441210.6496838,619.3822865687295,27.943714538622757,191858.1979996114,477.81201115597867
first_order_coherence,0.7632997913019998,0.8315450787544251,0.8532655284954951,0.8000229944785436,0.8583606249756284
second_order_coherence,0.7613579315297744,0.7930503315047214,0.8139355480670929,0.7819215603496718,0.860821411890142
flesch_reading_ease,39.455451167728256,41.471760563380315,36.05837209302328,44.25291749598716,37.76472794035831
flesch_kincaid_grade,14.256613588110408,12.514386317907448,14.334136212624585,13.277756661316214,14.176452653833316
smog,15.543283084950321,14.486380044095064,15.81161729744533,14.780861892520804,15.631368783578527
gunning_fog,17.685350318471336,15.907712944332662,17.851827242524916,16.64536757624398,17.653454990541896
automated_readability_index,17.468333333333334,16.442152917505034,18.29420265780731,16.190321027287318,17.733922332257706
coleman_liau_index,15.296433121019106,17.358309859154932,17.249767441860467,14.422536115569823,16.36414376321353
lix,60.24309978768578,57.140174379611,61.199335548172755,57.18324237560193,62.104039167686665
rix,8.916666666666666,7.476190476190476,9.0,8.04,9.263157894736842
connectives,28,6,5,27,19
duplicate_ngram_chr_fraction_9,,0.06266666666666666,,,
duplicate_ngram_chr_fraction_10,,0.06266666666666666,,,
pos_prop_INTJ,,,0.0024875621890547263,,
