,human-full,continue,human-cont,explain,create
pos_prop_ADJ,0.09896432681242807,0.09922178988326848,0.09666666666666666,0.08181818181818182,0.1044776119402985
pos_prop_NOUN,0.3003452243958573,0.28793774319066145,0.28,0.3242424242424242,0.3283582089552239
pos_prop_ADP,0.11852704257767549,0.10700389105058365,0.12,0.10303030303030303,0.12437810945273632
pos_prop_DET,0.05063291139240506,0.06809338521400778,0.045,0.07575757575757576,0.0472636815920398
pos_prop_PUNCT,0.1334867663981588,0.11673151750972763,0.13,0.13333333333333333,0.11194029850746269
pos_prop_VERB,0.08745684695051784,0.11867704280155641,0.085,0.13333333333333333,0.09950248756218906
pos_prop_CCONJ,0.0379746835443038,0.03696498054474708,0.03333333333333333,0.03636363636363636,0.04228855721393035
pos_prop_PROPN,0.05523590333716916,0.033073929961089495,0.06333333333333334,0.030303030303030304,0.03482587064676617
pos_prop_PART,0.011507479861910242,0.023346303501945526,0.011666666666666667,0.006060606060606061,0.01990049751243781
pos_prop_AUX,0.0379746835443038,0.048638132295719845,0.043333333333333335,0.02727272727272727,0.01990049751243781
pos_prop_ADV,0.02186421173762946,0.02529182879377432,0.03,0.021212121212121213,0.029850746268656716
pos_prop_PRON,0.006904487917146145,0.023346303501945526,0.008333333333333333,0.021212121212121213,0.014925373134328358
pos_prop_X,0.026467203682393557,,0.035,,
pos_prop_NUM,0.009205983889528193,0.0019455252918287938,0.013333333333333334,,0.017412935323383085
pos_prop_SCONJ,0.0034522439585730723,0.009727626459143969,0.005,0.006060606060606061,0.004975124378109453
passed_quality_check,True,True,True,True,True
n_stop_words,253.0,183.0,174.0,105.0,127.0
alpha_ratio,0.8273878020713463,0.8832684824902723,0.8166666666666667,0.8666666666666667,0.8656716417910447
mean_word_length,5.159953970080553,5.4591439688715955,5.016666666666667,5.484848484848484,5.5497512437810945
doc_length,869.0,514.0,600.0,330.0,402.0
duplicate_ngram_chr_fraction_5,0.12158522508657175,,,0.0630673674151935,
duplicate_ngram_chr_fraction_6,0.12158522508657175,,,0.03153368370759675,
duplicate_ngram_chr_fraction_7,0.10965756060023085,,,,
duplicate_ngram_chr_fraction_8,0.08695652173913043,,,,
duplicate_ngram_chr_fraction_9,0.06656406310119277,,,,
duplicate_ngram_chr_fraction_10,0.016929588303193535,,,,
top_ngram_chr_fraction_2,0.010773374374759523,0.019331083154341823,0.016009148084619784,0.011944577161968466,0.0058162078324932144
top_ngram_chr_fraction_3,0.013466717968449404,0.0245474071801166,0.020011435105774727,0.034400382226469184,
top_ngram_chr_fraction_4,0.012697191227395151,,0.018867924528301886,,
oov_ratio,0.01726121979286536,0.01556420233463035,0.015,0.012121212121212121,0.02736318407960199
dependency_distance_mean,2.7148407530141747,2.7472753133153955,2.6703498100278207,2.873357072132663,2.9071453339983377
dependency_distance_std,0.939334198701865,0.45937371624149653,1.0284680521924228,0.5916905549136418,0.5159842594947583
prop_adjacent_dependency_relation_mean,0.4749176115575285,0.46955297321076084,0.4696536829149029,0.4931797961245105,0.48650297399960635
prop_adjacent_dependency_relation_std,0.06590485885938951,0.06110463578051963,0.06438630515129264,0.084026331728601,0.07618073045194872
token_length_mean,5.972489683631362,6.057395143487859,5.849094567404427,6.174825174825175,6.181303116147308
token_length_median,6.0,6.0,5.0,6.0,6.0
token_length_std,3.893607393311482,3.3284205716372846,4.073687983613582,3.241588761195486,3.384850685910823
sentence_length_mean,18.175,21.571428571428573,17.137931034482758,23.833333333333332,25.214285714285715
sentence_length_median,18.5,20.0,18.0,23.0,25.0
sentence_length_std,8.419879749735147,7.403804868485678,9.069555507228126,7.722621892135397,5.101520381619741
syllables_per_token_mean,1.7909215955983493,1.8101545253863134,1.738430583501006,1.8356643356643356,1.8640226628895185
syllables_per_token_median,1.0,1.0,1.0,2.0,2.0
syllables_per_token_std,1.015844274889914,0.9985345655259817,1.009009690260953,0.998733855390354,1.0743903835991115
n_tokens,727,453,497,286,353
n_unique_tokens,326,243,264,162,223
proportion_unique_tokens,0.4484181568088033,0.5364238410596026,0.5311871227364185,0.5664335664335665,0.6317280453257791
n_characters,4484,2806,3010,1810,2231
n_sentences,40,21,29,12,14
entropy,21.940800240856955,13.380905765727704,14.868888999662046,8.242514389335732,9.169135359538446
perplexity,3378846583.969647,647520.5216539848,2867321.8525660858,3799.0806769832857,9596.323732075361
per_word_perplexity,3888200.9021514924,1259.7675518560015,4778.8697542768095,11.512365687828138,23.871452069839208
first_order_coherence,0.6382874411841234,0.8548460990190506,0.5562542305727091,0.8661061850461093,0.8393503289956313
second_order_coherence,0.6889605845667814,0.8447521721061907,0.6365716736073848,0.845924335718155,0.8079906354347864
flesch_reading_ease,36.875408012379694,31.800927152317882,42.36877263581488,27.346963869463906,23.54618271954675
flesch_kincaid_grade,12.631124828060525,14.182680542415643,11.607273988760152,15.365839160839162,16.23903885066775
smog,14.265292616868656,15.719379583869454,13.304227280403612,16.728156217252725,16.785175570968402
gunning_fog,15.633136176066026,17.63519394512772,14.259598973149242,19.043822843822845,19.150870093079728
automated_readability_index,15.787926409903712,17.8860454115421,14.688200929716231,19.570093240093243,20.29108053419668
coleman_liau_index,17.68962861072902,18.445298013245033,16.86551307847083,19.266013986013984,19.372124645892352
lix,59.715577716643736,65.50078839482813,55.97092902241032,69.28787878787878,69.40692027519222
rix,7.55,9.476190476190476,6.655172413793103,10.833333333333334,11.142857142857142
connectives,18,11,15,5,13
