,create,human-full,explain,continue,human-cont
passed_quality_check,True,True,,True,True
n_stop_words,137.0,331.0,227.0,175.0,253.0
alpha_ratio,0.8682926829268293,0.7956331877729258,0.8934817170111288,0.8709055876685935,0.8313253012048193
mean_word_length,5.024390243902439,4.68646288209607,5.154213036565978,5.1888246628131025,4.621151271753681
doc_length,410.0,1145.0,629.0,519.0,747.0
duplicate_ngram_chr_fraction_5,0.05062240663900415,0.14096846129340554,0.21458662453923116,0.13165444692381256,0.05950331940004917
top_ngram_chr_fraction_2,0.024896265560165973,0.012105766167569289,0.017114270668773038,0.030602486452024225,0.01868699286943693
top_ngram_chr_fraction_3,0.02863070539419087,0.015132207709461613,0.031332280147446025,0.023908192540643927,0.023358741086796163
oov_ratio,0.007317073170731708,0.022707423580786028,0.009538950715421303,0.009633911368015413,0.008032128514056224
token_length_mean,5.619047619047619,5.480891719745223,5.641207815275311,5.786343612334802,5.341894060995185
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.032129756075159,3.0217112548349125,2.946390144263393,2.95721149847086,2.914010151067859
sentence_length_mean,23.8,26.166666666666668,24.47826086956522,21.61904761904762,24.92
sentence_length_median,23.0,23.0,26.0,22.0,22.0
sentence_length_std,7.678541528180986,12.584161120675112,9.11219710639866,6.636667196260704,9.14732747855897
syllables_per_token_mean,1.69187675070028,1.664543524416136,1.7069271758436946,1.7268722466960353,1.622792937399679
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.0071264869518497,0.9730965707491289,0.9726663870814591,0.9912971062411556,0.9415982624151265
n_tokens,357,942,563.0,454,623
n_unique_tokens,165,371,208.0,201,263
proportion_unique_tokens,0.46218487394957986,0.39384288747346075,0.369449378330373,0.44273127753303965,0.42215088282504015
n_characters,2060,5366,3242.0,2693,3452
n_sentences,15,36,23.0,21,25
dependency_distance_mean,3.401140235218667,3.971138071243857,3.008650392217016,2.941797143925108,4.220835909410185
dependency_distance_std,0.8836692801545668,1.2135617155672895,0.49918731865047106,0.7002734420401423,1.2929602375035256
prop_adjacent_dependency_relation_mean,0.44780955718210624,0.41589706970826273,0.4769350888242954,0.4512607149515299,0.4036665985569315
prop_adjacent_dependency_relation_std,0.05974230208331181,0.0469766047232324,0.059378268642518744,0.062858805921667,0.0381481945815235
entropy,11.459410636450635,26.35354595262165,18.18919952735047,14.020228608279506,18.78057701119343
perplexity,94789.18850661984,278740186193.88794,79335759.7314761,1227179.0134449173,143318073.9057097
per_word_perplexity,231.19314269907278,243441210.6496838,126129.98367484276,2364.5067696433857,191858.1979996114
pos_prop_NOUN,0.32926829268292684,0.25851528384279476,0.3036565977742448,0.2928709055876686,0.24899598393574296
pos_prop_PROPN,0.03170731707317073,0.07161572052401746,0.04769475357710652,0.04238921001926782,0.06559571619812583
pos_prop_PUNCT,0.11951219512195121,0.1423580786026201,0.10333863275039745,0.11946050096339114,0.12583668005354753
pos_prop_DET,0.06341463414634146,0.04978165938864629,0.09062003179650238,0.06358381502890173,0.06291834002677377
pos_prop_VERB,0.07560975609756097,0.07161572052401746,0.08744038155802862,0.09441233140655106,0.07764390896921017
pos_prop_ADP,0.12195121951219512,0.09606986899563319,0.12082670906200318,0.10597302504816955,0.10174029451137885
pos_prop_CCONJ,0.046341463414634146,0.03842794759825328,0.05087440381558029,0.04816955684007707,0.0428380187416332
pos_prop_AUX,0.03414634146341464,0.03580786026200873,0.034976152623211444,0.04816955684007707,0.03748326639892905
pos_prop_PART,0.01707317073170732,0.020087336244541485,0.011128775834658187,0.02119460500963391,0.024096385542168676
pos_prop_NUM,0.004878048780487805,0.021834061135371178,0.001589825119236884,0.005780346820809248,0.004016064257028112
pos_prop_ADJ,0.1048780487804878,0.1056768558951965,0.10174880763116058,0.11753371868978806,0.10174029451137885
pos_prop_ADV,0.026829268292682926,0.03580786026200873,0.022257551669316374,0.023121387283236993,0.04551539491298527
pos_prop_SCONJ,0.00975609756097561,0.007860262008733625,0.012718600953895072,0.007707129094412331,0.009370816599732263
pos_prop_PRON,0.014634146341463415,0.010480349344978166,0.011128775834658187,0.009633911368015413,0.01606425702811245
first_order_coherence,0.8712349108287266,0.7632997913019998,0.8785443549806421,0.8821354925632476,0.8000229944785436
second_order_coherence,0.864608686703902,0.7613579315297744,0.8681450628098988,0.8687941651595267,0.7819215603496718
