,explain,human-full,create,human-cont,continue
pos_prop_DET,0.06846846846846846,0.06722689075630252,0.05789473684210526,0.05548423905291684,0.0536231884057971
pos_prop_NOUN,0.26306306306306304,0.22941176470588234,0.24912280701754386,0.24989302524604193,0.2536231884057971
pos_prop_VERB,0.12252252252252252,0.08907563025210084,0.10350877192982456,0.09128512337754957,0.12318840579710146
pos_prop_ADJ,0.13693693693693693,0.13865546218487396,0.15087719298245614,0.11938382541720154,0.15797101449275364
pos_prop_CCONJ,0.03783783783783784,0.03361344537815126,0.03508771929824561,0.038796177435458566,0.03333333333333333
pos_prop_ADP,0.1063063063063063,0.11932773109243698,0.12982456140350876,0.11054057909000142,0.1144927536231884
pos_prop_PROPN,0.05945945945945946,0.06554621848739496,0.07368421052631578,0.06946227357010412,0.0391304347826087
pos_prop_PUNCT,0.1063063063063063,0.12184873949579832,0.10350877192982456,0.12166595350164028,0.10869565217391304
pos_prop_ADV,0.023423423423423424,0.030252100840336135,0.01929824561403509,0.028954500071316502,0.01884057971014493
pos_prop_SCONJ,0.014414414414414415,0.008403361344537815,0.007017543859649123,0.012551704464413066,0.013043478260869565
pos_prop_PRON,0.025225225225225224,0.02100840336134454,0.015789473684210527,0.017686492654400227,0.02318840579710145
pos_prop_PART,0.016216216216216217,0.011764705882352941,0.014035087719298246,0.009841677364142062,0.015942028985507246
pos_prop_NUM,0.005405405405405406,0.01764705882352941,0.012280701754385965,0.007416916274425902,0.0014492753623188406
pos_prop_AUX,0.014414414414414415,0.03529411764705882,0.028070175438596492,0.04336043360433604,0.043478260869565216
passed_quality_check,True,True,True,True,True
n_stop_words,174.0,393.0,176.0,2251.0,227.0
alpha_ratio,0.8864864864864865,0.8504201680672269,0.8859649122807017,0.8449579232634432,0.8840579710144928
mean_word_length,5.434234234234234,4.929411764705883,5.62280701754386,5.011125374411638,5.465217391304348
doc_length,555.0,1190.0,570.0,7011.0,690.0
duplicate_ngram_chr_fraction_5,0.11266800114383757,0.08493589743589744,,0.08861285668875468,0.013290559120073327
duplicate_ngram_chr_fraction_6,0.077209036316843,0.05521561771561771,,0.045993593662126804,
duplicate_ngram_chr_fraction_7,0.04804117815270231,0.038607226107226104,,0.02528302809497029,
duplicate_ngram_chr_fraction_8,0.04804117815270231,0.038607226107226104,,0.013472870870724013,
duplicate_ngram_chr_fraction_9,0.04804117815270231,0.038607226107226104,,0.00635743453065017,
duplicate_ngram_chr_fraction_10,0.04804117815270231,0.038607226107226104,,,
top_ngram_chr_fraction_2,0.015727766657134688,0.008012820512820512,0.006758583400919167,0.008900408342910239,0.0057286892758936754
top_ngram_chr_fraction_3,0.01858736059479554,0.016025641025641024,0.013517166801838334,0.011125510428637797,0.011457378551787351
top_ngram_chr_fraction_4,0.02287675150128682,0.023310023310023312,0.016220600162206,0.01012299190649681,0.013748854262144821
dependency_distance_mean,3.0956913548555476,3.3810857977080326,2.8966868679396787,3.396977703875757,2.909790020562691
dependency_distance_std,0.6865689771535428,1.1144050520002933,0.4706419681406076,1.2733601355853503,0.5438025607924271
prop_adjacent_dependency_relation_mean,0.49098223151990095,0.4521232435029995,0.49024395651493197,0.4538859994293735,0.4721393163176796
prop_adjacent_dependency_relation_std,0.06709298410294587,0.0641988631509083,0.04176000601077989,0.06271929079437044,0.05925709682312961
token_length_mean,5.981781376518219,5.54863813229572,6.176817288801572,5.701889316167865,6.042553191489362
token_length_median,6.0,5.0,6.0,5.0,6.0
token_length_std,3.03382951450044,3.1829079180172735,3.156708154596554,3.2534746939445602,3.283369197153112
sentence_length_mean,26.0,32.125,24.238095238095237,26.232456140350877,23.5
sentence_length_median,25.0,27.5,23.0,25.0,23.0
sentence_length_std,7.093362353192187,16.360680762119895,6.5458439152150785,12.94568271606092,6.669390469208504
syllables_per_token_mean,1.8461538461538463,1.706225680933852,1.8958742632612966,1.743186758067213,1.872340425531915
syllables_per_token_median,2.0,1.0,2.0,1.0,2.0
syllables_per_token_std,1.0419419858309933,1.0406523674341621,1.0834360460678576,1.0348819168909633,1.1049972437342888
n_tokens,494,1028,509,5981,611
n_unique_tokens,238,433,263,1408,315
proportion_unique_tokens,0.4817813765182186,0.42120622568093385,0.5166994106090373,0.23541213843838824,0.5155482815057283
n_characters,3016,5866,3205,35133,3771
n_sentences,19,32,21,228,26
entropy,12.427234355681389,29.70327067394987,12.737594117098714,168.62856993333872,16.561482818221837
perplexity,249505.03034687525,7942670534134.613,340303.8306458468,1.7157634549072632e+73,15579754.146656895
per_word_perplexity,449.5586132376131,6674513053.894633,597.0242642909593,2.447244979185941e+69,22579.35383573463
first_order_coherence,0.8546708060635461,0.8131150161066363,0.8758916944265366,0.7586536743485324,0.8518519854545593
second_order_coherence,0.8589573502540588,0.79018830905358,0.8751048696668524,0.7613207503032368,0.8642494380474091
flesch_reading_ease,24.260384615384652,29.881432392996118,21.84237066142768,32.73545728505766,24.58250000000001
flesch_kincaid_grade,16.334615384615386,17.072213035019455,16.234173449340442,15.210261639929957,15.6686170212766
smog,17.545632669491866,17.446625831563914,17.77360955136429,16.90073334061799,16.620041619072804
gunning_fog,20.197570850202432,20.671011673151753,20.54003180840116,19.35437687178991,18.892635024549918
