,continue,human-cont,create,explain,human-full
flesch_reading_ease,25.506919642857156,55.32620137299773,38.00066262848753,48.17423449612406,56.936792015683494
flesch_kincaid_grade,14.809922112462008,10.262562929061787,12.658425110132164,10.990988372093025,9.669282956098144
smog,15.823099886757522,12.200932325342574,14.06817628641468,12.67411722104261,11.77466266942573
gunning_fog,17.8298632218845,12.908924485125858,15.319970631424377,13.399224806201552,12.236654191172102
automated_readability_index,18.39969984802432,12.676247139588106,15.977099853157121,13.991961240310076,11.797512029941181
coleman_liau_index,19.648996960486325,13.360732265446224,17.526696035242285,15.585302325581392,13.05797421731123
lix,68.5868161094225,50.121281464530895,62.52900146842879,56.986434108527135,49.19200380205549
rix,9.875,5.913043478260869,8.25,7.0,5.548387096774194
token_length_mean,6.27355623100304,5.224256292906179,5.933920704845815,5.618604651162791,5.195211786372007
token_length_median,6.0,4.0,5.0,5.0,4.0
token_length_std,3.368628710572778,2.9827969317646503,3.4160858211298812,2.9631265553860806,2.9530729852876423
sentence_length_mean,20.5625,19.0,18.916666666666668,17.916666666666668,17.516129032258064
sentence_length_median,21.0,19.0,18.5,17.0,17.0
sentence_length_std,4.457700500257952,8.622518546628735,4.050891534245545,6.86122357082823,8.605590709952551
syllables_per_token_mean,1.8966565349544073,1.562929061784897,1.7687224669603525,1.6604651162790698,1.561694290976059
syllables_per_token_median,2.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.1005474213829287,0.9561548791187057,1.026859395501447,0.9864523078993075,0.9339940189060666
n_tokens,329,437,454,430,543
n_unique_tokens,209,222,251,222,267
proportion_unique_tokens,0.6352583586626139,0.5080091533180778,0.552863436123348,0.5162790697674419,0.49171270718232046
n_characters,2102,2316,2756,2492,2868
n_sentences,16,23,24,24,31
entropy,8.376329721075397,10.914833549318022,11.6790454788813,12.807121426881396,14.064108680104653
perplexity,4343.039471711087,54985.98146753006,118071.47954209564,364806.16141425754,1282226.631018388
per_word_perplexity,11.866228064784389,117.49141339215825,228.82069678700705,720.9607933088093,2184.3724548865216
dependency_distance_mean,2.649330697629562,2.5836353926576487,2.7661050644049183,2.846162617948307,2.5023238904694356
dependency_distance_std,0.44469337049027685,0.5360999723482944,0.3257216519488911,0.7833602685278217,0.6362324304350659
prop_adjacent_dependency_relation_mean,0.47192263897836023,0.4592047696167487,0.4641825676140239,0.43658013357271286,0.4719656237483654
prop_adjacent_dependency_relation_std,0.05896360067960569,0.08634546867930762,0.0701191909660797,0.07218671827429972,0.09185500299618148
passed_quality_check,True,True,True,True,True
n_stop_words,122.0,196.0,173.0,161.0,244.0
alpha_ratio,0.9016393442622951,0.9230769230769231,0.8604651162790697,0.841897233201581,0.9148211243611585
mean_word_length,5.743169398907104,4.948717948717949,5.341085271317829,4.924901185770751,4.885860306643952
doc_length,366.0,468.0,516.0,506.0,587.0
duplicate_ngram_chr_fraction_5,0.021443298969072166,0.06254545454545454,0.08513302034428795,0.04739010989010989,0.059324522760646106
top_ngram_chr_fraction_2,0.007422680412371134,0.012727272727272728,0.00782472613458529,0.008585164835164836,0.007342143906020558
oov_ratio,0.00273224043715847,0.017094017094017096,0.001937984496124031,0.007905138339920948,0.013628620102214651
first_order_coherence,0.8556973179181416,0.7994919283823534,0.79381873814956,0.7958158047302909,0.7976052284240722
second_order_coherence,0.8542195686272213,0.7615506138120379,0.7788637253371152,0.7270252677527341,0.7591285212286587
pos_prop_SCONJ,0.01366120218579235,0.010683760683760684,0.013565891472868217,0.009881422924901186,0.010221465076660987
pos_prop_ADJ,0.1284153005464481,0.15598290598290598,0.1686046511627907,0.15019762845849802,0.15502555366269166
pos_prop_NOUN,0.27595628415300544,0.23931623931623933,0.2558139534883721,0.2826086956521739,0.2402044293015332
pos_prop_PUNCT,0.09836065573770492,0.06196581196581197,0.1182170542635659,0.1442687747035573,0.06473594548551959
pos_prop_DET,0.07103825136612021,0.06623931623931624,0.06395348837209303,0.07312252964426877,0.06814310051107325
pos_prop_VERB,0.12568306010928962,0.0876068376068376,0.09108527131782945,0.08300395256916997,0.0919931856899489
pos_prop_ADP,0.11202185792349727,0.1282051282051282,0.1182170542635659,0.10276679841897234,0.131175468483816
pos_prop_CCONJ,0.0273224043715847,0.038461538461538464,0.029069767441860465,0.02766798418972332,0.03747870528109029
pos_prop_PRON,0.030054644808743168,0.07692307692307693,0.03682170542635659,0.03359683794466403,0.07325383304940375
pos_prop_ADV,0.030054644808743168,0.038461538461538464,0.01937984496124031,0.01383399209486166,0.030664395229982964
pos_prop_AUX,0.0273224043715847,0.03632478632478633,0.029069767441860465,0.02766798418972332,0.04088586030664395
pos_prop_PROPN,0.04371584699453552,0.03632478632478633,0.029069767441860465,0.029644268774703556,0.03236797274275979
pos_prop_PART,0.01639344262295082,0.008547008547008548,0.007751937984496124,0.009881422924901186,0.008517887563884156
connectives,8,13,9,12,15
duplicate_ngram_chr_fraction_6,,0.06254545454545454,0.060719874804381846,0.04739010989010989,0.05051395007342144
duplicate_ngram_chr_fraction_7,,0.06254545454545454,0.04820031298904538,0.020604395604395604,0.05051395007342144
duplicate_ngram_chr_fraction_8,,0.06254545454545454,0.01815336463223787,,0.05051395007342144
duplicate_ngram_chr_fraction_9,,0.06254545454545454,,,0.05051395007342144
duplicate_ngram_chr_fraction_10,,0.06254545454545454,,,0.05051395007342144
top_ngram_chr_fraction_3,,0.009818181818181818,0.012206572769953052,0.015453296703296704,0.007929515418502203
pos_prop_NUM,,0.014957264957264958,0.01937984496124031,0.011857707509881422,0.015332197614991482
