,human,continue,create,explain
passed_quality_check,True,True,True,True
n_stop_words,303.0,380.0,363.0,409.0
alpha_ratio,0.8488745980707395,0.8946745562130177,0.8778173190984578,0.8895417156286721
mean_word_length,4.982315112540193,5.943195266272189,5.94661921708185,5.607520564042304
doc_length,622.0,845.0,843.0,851.0
symbol_to_word_ratio_#,0.0,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.014933628318584071,0.017999307718933887,0.0,0.04739507959479016
duplicate_ngram_chr_fraction_6,0.014933628318584071,0.0,0.0,0.0
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.00331858407079646,0.007268951194184839,0.00889121338912134,0.005426917510853835
top_ngram_chr_fraction_3,0.011061946902654867,0.005192107995846314,0.008716875871687587,0.009406657018813314
top_ngram_chr_fraction_4,0.014933628318584071,0.010384215991692628,0.0,0.010130246020260492
oov_ratio,0.04662379421221865,0.015384615384615385,0.03440094899169632,0.024676850763807285
flesch_reading_ease,46.71238659274195,30.416925465838517,30.94276354973198,35.76439083232813
flesch_kincaid_grade,13.879130591197988,16.540105820105826,17.118466278671686,15.846537533743039
smog,14.917396601892637,16.41435310259462,16.52667757954773,16.205088839488766
gunning_fog,16.756061877923013,20.192592592592593,19.906926851534863,19.317086899086785
automated_readability_index,13.642679577887037,17.01765873015873,17.337805546045878,15.90444316811211
coleman_liau_index,15.446468401486989,20.649259259259264,20.471076115485562,18.73770145310436
lix,48.58160450893392,58.55026455026455,57.90380006846971,55.69033944058354
rix,5.419354838709677,6.653061224489796,6.8478260869565215,6.456521739130435
token_length_mean,5.604089219330855,6.525132275132275,6.47244094488189,6.179656538969617
token_length_median,5.0,6.0,5.0,5.0
token_length_std,3.2534428443546215,3.7755343163634048,4.190653464137335,3.5972187096119423
sentence_length_mean,17.35483870967742,15.428571428571429,16.565217391304348,16.456521739130434
sentence_length_median,18.0,15.0,16.5,17.0
sentence_length_std,7.571373877529776,4.785181206984064,4.932818992585333,4.416897011030385
syllables_per_token_mean,1.9237918215613383,2.212962962962963,2.2244094488188977,2.120211360634082
syllables_per_token_median,1.0,2.0,2.0,2.0
syllables_per_token_std,1.2404845742557906,1.381430591853872,1.5337951422495804,1.3521648409776406
n_tokens,538,756,762,757
n_unique_tokens,295,389,411,344
proportion_unique_tokens,0.5483271375464684,0.5145502645502645,0.5393700787401575,0.45442536327608984
n_characters,3099,5022,5012,4772
n_sentences,31,49,46,46
first_order_coherence,0.6525984644889832,0.7000569142401218,0.6830106225278643,0.7074190311961703
second_order_coherence,0.6390409156166273,0.686017615363953,0.6773740926926787,0.705482658337463
entropy,8.50277316849339,11.552479604643047,12.862139388719829,12.774507118374105
perplexity,4928.417238306139,104034.6821396831,385439.44915696216,353100.189423239
per_word_perplexity,7.92350038312884,123.11796702921076,457.2235458564201,414.92384186044535
pos_prop_PRON,0.0819935691318328,0.06153846153846154,0.028469750889679714,0.06580493537015276
pos_prop_VERB,0.08842443729903537,0.11124260355029586,0.09252669039145907,0.10340775558166862
pos_prop_PUNCT,0.13504823151125403,0.10532544378698225,0.09608540925266904,0.11045828437132785
pos_prop_DET,0.1045016077170418,0.10059171597633136,0.12930011862396204,0.11515863689776733
pos_prop_NOUN,0.15112540192926044,0.19289940828402366,0.22419928825622776,0.18331374853113983
pos_prop_ADP,0.09485530546623794,0.08402366863905325,0.09845788849347568,0.10928319623971798
pos_prop_CCONJ,0.027331189710610933,0.0485207100591716,0.045077105575326216,0.03407755581668625
pos_prop_SCONJ,0.028938906752411574,0.022485207100591716,0.02372479240806643,0.025851938895417155
pos_prop_PROPN,0.022508038585209004,0.011834319526627219,0.010676156583629894,0.012925969447708578
pos_prop_ADV,0.12861736334405144,0.09112426035502959,0.07829181494661921,0.08695652173913043
pos_prop_AUX,0.04340836012861737,0.06272189349112427,0.042704626334519574,0.06345475910693302
pos_prop_NUM,0.001607717041800643,,0.002372479240806643,0.0011750881316098707
pos_prop_SPACE,0.01607717041800643,,0.02372479240806643,
pos_prop_ADJ,0.06109324758842444,0.08402366863905325,0.07829181494661921,0.07168037602820211
pos_prop_PART,0.014469453376205787,0.023668639053254437,0.02609727164887307,0.01645123384253819
dependency_distance_mean,3.15007409326575,2.7809206719124897,2.76377630197474,2.9927522585520547
dependency_distance_std,1.0577989082820338,0.6762198442652813,0.6887996050599099,0.6488029936255362
prop_adjacent_dependency_relation_mean,0.42524417157630273,0.4702956796169344,0.47740411039736685,0.43611243988308446
prop_adjacent_dependency_relation_std,0.09405658370347755,0.06234134833431238,0.07855703131587913,0.0718557175382752
connectives,31,32,16,36
connectives_cap,7,9,3,7
