,human-full,create,explain,human-cont,continue
first_order_coherence,0.6797446364329921,0.7266504714886347,0.7232583347294066,0.6628874097950757,0.7920340858399868
second_order_coherence,0.6685063889250159,0.7111614518638315,0.6904590690837187,0.6578285577857206,0.797575710217158
passed_quality_check,True,True,True,True,True
n_stop_words,202.0,204.0,132.0,166.0,131.0
alpha_ratio,0.835236541598695,0.8401976935749588,0.8306264501160093,0.831041257367387,0.9043478260869565
mean_word_length,4.6753670473083195,4.775947281713345,4.825986078886311,4.669941060903732,5.527536231884058
doc_length,613.0,607.0,431.0,509.0,345.0
duplicate_ngram_chr_fraction_5,0.01300620750812888,0.01411764705882353,,0.015714285714285715,
top_ngram_chr_fraction_2,0.0073898906296186815,0.010294117647058823,0.012330456226880395,0.008928571428571428,0.006768953068592058
top_ngram_chr_fraction_3,0.007981081879988175,0.015294117647058824,0.016029593094944512,0.009642857142857142,
oov_ratio,0.03099510603588907,0.016474464579901153,0.009280742459396751,0.03339882121807466,0.008695652173913044
entropy,15.80855067238365,14.590015421537812,10.272679420713406,13.267368606350939,8.076844581898163
perplexity,7337807.662433101,2169517.653981644,28931.302537283173,578022.8075765088,3219.059714933195
per_word_perplexity,11970.322450951226,3574.164174599084,67.12599196585423,1135.6047300127875,9.33060786937158
token_length_mean,5.211214953271028,5.372137404580153,5.456756756756757,5.235827664399093,5.974522292993631
token_length_median,4.0,5.0,5.0,4.0,5.0
token_length_std,3.0439560800620122,3.089144130990979,3.1234977397177532,3.0696650244921986,3.344258402432724
sentence_length_mean,14.45945945945946,16.903225806451612,19.473684210526315,13.363636363636363,18.470588235294116
sentence_length_median,14.0,15.0,20.0,12.0,18.0
sentence_length_std,6.378149331663936,7.419915827318753,6.377331739121255,5.902327131287988,7.333385760533996
syllables_per_token_mean,1.6,1.6526717557251909,1.6702702702702703,1.6145124716553287,1.8343949044585988
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9651884712566395,0.9697586261637764,0.980585832858414,0.9833847792162119,1.1164498657123816
n_tokens,535,524,370,441,314
n_unique_tokens,317,316,245,271,205
proportion_unique_tokens,0.5925233644859813,0.6030534351145038,0.6621621621621622,0.6145124716553289,0.6528662420382165
n_characters,2866,2899,2080,2377,1907
n_sentences,37,31,19,33,17
dependency_distance_mean,2.5051737478058542,2.7952622078174203,2.8738756492252393,2.487298350854088,2.5694624687745717
dependency_distance_std,0.6392440530102851,0.9375802214810398,0.6820456446091807,0.6675257837749893,0.579624136485035
prop_adjacent_dependency_relation_mean,0.4561990960274306,0.4481414204014651,0.45109849088241016,0.45471001635037367,0.47715154050125386
prop_adjacent_dependency_relation_std,0.07864629664427901,0.07099022098373607,0.05193035051267974,0.0802765122840804,0.07126114836560216
flesch_reading_ease,56.79864864864868,49.86219527210048,45.76434566145093,56.6831539888683,32.89754402397904
flesch_kincaid_grade,8.929189189189191,10.503784782073385,11.713926031294452,8.673065347351063,13.259389284376173
smog,12.088207958128724,13.389495200839942,14.094315096169485,11.855464076750408,14.885834840832597
gunning_fog,12.587522101540793,14.394878108840187,15.357041251778094,12.32958152958153,16.56020981641064
automated_readability_index,10.344552159636272,12.324380078798328,14.008166429587483,9.912566481137908,15.945294117647059
coleman_liau_index,12.794841121495327,14.037022900763361,14.765729729729735,12.771700680272108,17.727643312101907
lix,45.861328618337964,51.63605023393254,54.06827880512091,44.42939600082457,59.234919445485204
rix,4.54054054054054,5.870967741935484,6.7368421052631575,4.151515151515151,7.529411764705882
pos_prop_DET,0.0636215334420881,0.07248764415156507,0.07192575406032482,0.05893909626719057,0.07536231884057971
pos_prop_NUM,0.04404567699836868,0.03789126853377265,0.037122969837587005,0.043222003929273084,0.011594202898550725
pos_prop_NOUN,0.2561174551386623,0.27677100494233936,0.2691415313225058,0.2475442043222004,0.28405797101449276
pos_prop_ADJ,0.12561174551386622,0.11532125205930807,0.14617169373549885,0.11787819253438114,0.13043478260869565
pos_prop_ADP,0.0929853181076672,0.1186161449752883,0.0951276102088167,0.08840864440078586,0.1536231884057971
pos_prop_VERB,0.07830342577487764,0.09060955518945635,0.08584686774941995,0.08644400785854617,0.10434782608695652
pos_prop_PRON,0.022838499184339316,0.0214168039538715,0.016241299303944315,0.019646365422396856,0.043478260869565216
pos_prop_PUNCT,0.11092985318107668,0.11532125205930807,0.12296983758700696,0.11394891944990176,0.08695652173913043
pos_prop_AUX,0.04730831973898858,0.029654036243822075,0.025522041763341066,0.04911591355599214,0.02608695652173913
pos_prop_CCONJ,0.057096247960848286,0.044481054365733116,0.04640371229698376,0.05697445972495088,0.034782608695652174
pos_prop_ADV,0.01957585644371941,0.0214168039538715,0.018561484918793503,0.021611001964636542,0.017391304347826087
pos_prop_PROPN,0.05057096247960848,0.029654036243822075,0.030162412993039442,0.05893909626719057,0.011594202898550725
pos_prop_PART,0.01794453507340946,0.014827018121911038,0.01160092807424594,0.021611001964636542,0.008695652173913044
pos_prop_SYM,0.011419249592169658,0.009884678747940691,0.013921113689095127,0.0137524557956778,0.002898550724637681
pos_prop_SCONJ,0.0016313213703099511,,0.009280742459396751,0.0019646365422396855,0.008695652173913044
connectives,11,8,9,9,5
pos_prop_INTJ,,0.0016474464579901153,,,
