,continue,human-full,create,human-cont,explain
dependency_distance_mean,2.615530151470618,2.741940171275217,2.503211846145069,2.7316920594950362,2.6311939624343386
dependency_distance_std,0.6012081471823719,0.766784524984456,0.682033315952143,0.7180669435294667,0.5188611047518561
prop_adjacent_dependency_relation_mean,0.458753397103807,0.46940874842840885,0.4668438824193335,0.4649224844154331,0.425847464115005
prop_adjacent_dependency_relation_std,0.06099556093474874,0.07696319187609915,0.0735922852191194,0.07469151147837706,0.04899335404687069
pos_prop_SCONJ,0.0023752969121140144,0.0008116883116883117,0.0045351473922902496,0.0017050298380221654,
pos_prop_NOUN,0.28978622327790976,0.2621753246753247,0.2562358276643991,0.26342710997442453,0.2643171806167401
pos_prop_PUNCT,0.1187648456057007,0.15827922077922077,0.1746031746031746,0.15430520034100598,0.2092511013215859
pos_prop_DET,0.07600950118764846,0.06818181818181818,0.07029478458049887,0.06649616368286446,0.07048458149779736
pos_prop_VERB,0.09738717339667459,0.06737012987012987,0.09523809523809523,0.07246376811594203,0.07929515418502203
pos_prop_ADJ,0.13539192399049882,0.10551948051948051,0.12244897959183673,0.10400682011935208,0.1145374449339207
pos_prop_AUX,0.030878859857482184,0.036525974025974024,0.034013605442176874,0.040068201193520885,0.03303964757709251
pos_prop_ADP,0.06413301662707839,0.10714285714285714,0.07256235827664399,0.10656436487638533,0.06167400881057269
pos_prop_NUM,0.04513064133016627,0.036525974025974024,0.015873015873015872,0.03495311167945439,0.004405286343612335
pos_prop_PROPN,0.009501187648456057,0.07467532467532467,0.047619047619047616,0.07075873827791987,0.05286343612334802
pos_prop_CCONJ,0.052256532066508314,0.041396103896103896,0.049886621315192746,0.041773231031543054,0.05947136563876652
pos_prop_PART,0.026128266033254157,0.00487012987012987,0.018140589569160998,0.005967604433077579,0.006607929515418502
pos_prop_PRON,0.011876484560570071,0.00974025974025974,0.022675736961451247,0.00937766410912191,0.019823788546255508
pos_prop_ADV,0.009501187648456057,0.025162337662337664,0.015873015873015872,0.027280477408354646,0.024229074889867842
pos_prop_SYM,0.030878859857482184,0.0008116883116883117,,0.0008525149190110827,
token_length_mean,5.412256267409471,5.4281553398058255,5.4986072423398324,5.452791878172589,5.612813370473537
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.0359893609016604,3.2765989197220824,3.1294046634609725,3.2804690178372167,3.161035873768753
sentence_length_mean,17.95,20.19607843137255,14.36,19.7,16.318181818181817
sentence_length_median,16.0,17.0,14.0,17.0,15.0
sentence_length_std,9.489336120087644,11.429270314215914,4.897999591670053,10.978615577567146,6.018051358102582
syllables_per_token_mean,1.6768802228412256,1.6951456310679611,1.7158774373259054,1.7025380710659899,1.7103064066852367
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.0021121230191263,1.040106290384039,1.030211459224053,1.0460676448424007,1.0122809488898903
n_tokens,359,1030,359,985,359
n_unique_tokens,201,500,220,478,213
proportion_unique_tokens,0.5598885793871866,0.4854368932038835,0.6128133704735376,0.4852791878172589,0.5933147632311978
n_characters,2009,5794,2059,5560,2110
n_sentences,20,51,25,50,22
first_order_coherence,0.7393399743657363,0.7394922333955765,0.6902349001417557,0.7381445795905833,0.7569590892110553
second_order_coherence,0.7621954522199101,0.6976534114884478,0.6790702634531519,0.707006835572732,0.7951661184430122
flesch_reading_ease,46.75168314763235,42.92666000380737,47.096368802228426,42.804779187817275,45.58012344897446
flesch_kincaid_grade,11.197686629526462,12.28918903483724,10.257753760445684,12.182949238578683,10.955706507976704
smog,13.74005525859948,14.413705625259887,12.756391145488433,14.294559927831006,12.796370485321265
gunning_fog,14.868022284122564,15.806586712354846,13.654863509749305,15.636345177664976,13.546771334515066
automated_readability_index,13.036727019498606,14.234650866171712,11.648440111420612,14.102649746192895,13.16544188402127
coleman_liau_index,14.375041782729802,14.65192233009709,14.470529247910857,14.75987817258883,15.38941504178273
lix,52.76894150417827,53.59413668379973,49.73604456824512,53.40558375634518,55.036844770828054
rix,6.25,6.745098039215686,5.08,6.64,6.318181818181818
entropy,10.98158817971904,30.30193958613421,12.103282644361876,28.506384103127917,13.855905047731994
perplexity,58781.836300960254,14453237966831.176,180463.28779701312,2399746213048.3677,1041221.4443902097
per_word_perplexity,139.62431425406237,11731524323.726604,409.21380452837445,2045819448.4640815,2293.4393048242505
passed_quality_check,True,True,True,True,True
n_stop_words,125.0,376.0,134.0,365.0,128.0
alpha_ratio,0.8076009501187649,0.8165584415584416,0.8095238095238095,0.8218243819266837,0.788546255506608
mean_word_length,4.771971496437055,4.702922077922078,4.668934240362812,4.73998294970162,4.647577092511013
doc_length,421.0,1232.0,441.0,1173.0,454.0
duplicate_ngram_chr_fraction_5,0.02724563644103874,0.01795966436037097,,0.018720270062912384,0.012205044751830757
duplicate_ngram_chr_fraction_6,0.02724563644103874,0.005005152362726336,,0.005217124443762468,
duplicate_ngram_chr_fraction_7,0.02724563644103874,0.005005152362726336,,0.005217124443762468,
duplicate_ngram_chr_fraction_8,0.019582801191996593,0.005005152362726336,,0.005217124443762468,
duplicate_ngram_chr_fraction_9,0.019582801191996593,,,,
duplicate_ngram_chr_fraction_10,0.019582801191996593,,,,
top_ngram_chr_fraction_2,0.017028522775649212,0.007360518180479906,0.02289758534554538,0.010741138560687433,0.030512611879576892
top_ngram_chr_fraction_3,0.022137079608343976,0.007654938907699102,0.02164862614487927,0.00797913150222495,0.02115541090317331
top_ngram_chr_fraction_4,0.010217113665389528,,,,
connectives,2,16,6,17,5
pos_prop_X,,0.0008116883116883117,,,
oov_ratio,,0.012987012987012988,,0.011935208866155157,0.004405286343612335
