,human-full,continue,human-cont,create,explain
first_order_coherence,0.6797446364329921,0.859706390987743,0.6628874097950757,0.7794803128097997,0.7495502457022667
second_order_coherence,0.6685063889250159,0.8529560707864308,0.6578285577857206,0.7488293824717402,0.7584611729339317
entropy,15.80855067238365,14.59321259217603,13.267368606350939,17.806743568620107,17.72624352326516
perplexity,7337807.662433101,2176465.0722469115,578022.8075765088,54121580.72504191,49935539.58084032
per_word_perplexity,11970.322450951226,4690.657483290757,1135.6047300127875,86456.199241281,83925.27660645432
passed_quality_check,True,True,True,True,True
n_stop_words,202.0,169.0,166.0,210.0,200.0
alpha_ratio,0.835236541598695,0.8642241379310345,0.831041257367387,0.8130990415335463,0.8016806722689076
mean_word_length,4.6753670473083195,5.163793103448276,4.669941060903732,4.619808306709265,4.39327731092437
doc_length,613.0,464.0,509.0,626.0,595.0
duplicate_ngram_chr_fraction_5,0.01300620750812888,0.012190749372534958,0.015714285714285715,0.023515579071134628,
top_ngram_chr_fraction_2,0.0073898906296186815,0.027608461814270346,0.008928571428571428,0.0102880658436214,0.012953367875647668
top_ngram_chr_fraction_3,0.007981081879988175,0.01864467551093582,0.009642857142857142,,0.011658031088082901
oov_ratio,0.03099510603588907,0.004310344827586207,0.03339882121807466,0.001597444089456869,0.005042016806722689
dependency_distance_mean,2.5051737478058542,2.6408050313867046,2.487298350854088,2.7151620166747197,3.0227247841097484
dependency_distance_std,0.6392440530102851,0.5307878848674478,0.6675257837749893,0.8446214954557215,0.7690604137176413
prop_adjacent_dependency_relation_mean,0.4561990960274306,0.4437615128249804,0.45471001635037367,0.4494530595115643,0.42197177288715937
prop_adjacent_dependency_relation_std,0.07864629664427901,0.056512436727665476,0.0802765122840804,0.0893074689360085,0.08051157045275913
pos_prop_DET,0.0636215334420881,0.11206896551724138,0.05893909626719057,0.08146964856230032,0.08067226890756303
pos_prop_NUM,0.04404567699836868,0.004310344827586207,0.043222003929273084,0.03194888178913738,0.021848739495798318
pos_prop_NOUN,0.2561174551386623,0.2995689655172414,0.2475442043222004,0.2571884984025559,0.23529411764705882
pos_prop_ADJ,0.12561174551386622,0.11853448275862069,0.11787819253438114,0.12140575079872204,0.12100840336134454
pos_prop_ADP,0.0929853181076672,0.08405172413793104,0.08840864440078586,0.0926517571884984,0.07563025210084033
pos_prop_VERB,0.07830342577487764,0.09482758620689655,0.08644400785854617,0.08626198083067092,0.09243697478991597
pos_prop_PRON,0.022838499184339316,0.017241379310344827,0.019646365422396856,0.022364217252396165,0.018487394957983194
pos_prop_PUNCT,0.11092985318107668,0.1271551724137931,0.11394891944990176,0.1485623003194888,0.1781512605042017
pos_prop_AUX,0.04730831973898858,0.036637931034482756,0.04911591355599214,0.04792332268370607,0.047058823529411764
pos_prop_CCONJ,0.057096247960848286,0.05818965517241379,0.05697445972495088,0.04313099041533546,0.04873949579831933
pos_prop_ADV,0.01957585644371941,0.01293103448275862,0.021611001964636542,0.019169329073482427,0.031932773109243695
pos_prop_PROPN,0.05057096247960848,0.004310344827586207,0.05893909626719057,0.03035143769968051,0.02857142857142857
pos_prop_PART,0.01794453507340946,0.01939655172413793,0.021611001964636542,0.011182108626198083,0.015126050420168067
pos_prop_SYM,0.011419249592169658,0.0021551724137931034,0.0137524557956778,0.006389776357827476,0.0033613445378151263
pos_prop_SCONJ,0.0016313213703099511,0.008620689655172414,0.0019646365422396855,,0.0016806722689075631
flesch_reading_ease,56.79864864864868,39.86382608695655,56.6831539888683,52.24291745730554,53.104536082474254
flesch_kincaid_grade,8.929189189189191,12.019608695652177,8.673065347351063,9.823121442125238,10.007052968361183
smog,12.088207958128724,13.915783698773748,11.855464076750408,12.42361498592204,12.557966407163583
gunning_fog,12.587522101540793,15.156521739130435,12.32958152958153,13.03111954459203,13.205119089939567
automated_readability_index,10.344552159636272,14.689627173913046,9.912566481137908,11.282106261859582,11.239553501599723
coleman_liau_index,12.794841121495327,16.7343,12.771700680272108,13.453206831119545,12.775752577319587
lix,45.861328618337964,57.641304347826086,44.42939600082457,49.46584440227704,47.239601848560255
rix,4.54054054054054,7.0,4.151515151515151,5.264705882352941,5.103448275862069
token_length_mean,5.211214953271028,5.8225,5.235827664399093,5.299810246679317,5.1608247422680416
token_length_median,4.0,5.0,4.0,5.0,4.0
token_length_std,3.0439560800620122,3.335564982128215,3.0696650244921986,3.043838452622528,2.9994692554926363
sentence_length_mean,14.45945945945946,17.391304347826086,13.363636363636363,15.5,16.724137931034484
sentence_length_median,14.0,17.0,12.0,14.0,17.0
sentence_length_std,6.378149331663936,4.940860076816257,5.902327131287988,7.705040367111877,7.619831438646712
syllables_per_token_mean,1.6,1.765,1.6145124716553287,1.6413662239089184,1.6164948453608248
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9651884712566395,1.0147783009110907,0.9833847792162119,0.9476008017843208,0.9660932498983744
n_tokens,535,400,441,527,485
n_unique_tokens,317,209,271,302,286
proportion_unique_tokens,0.5925233644859813,0.5225,0.6145124716553289,0.573055028462998,0.5896907216494846
n_characters,2866,2396,2377,2892,2614
n_sentences,37,23,33,34,29
connectives,11,2,9,11,14
