,continue,human-full,create,human-cont,explain
entropy,13.96697923668021,24.378200639072766,16.06805518131777,21.754668197760637,16.05002408511511
perplexity,1163541.857613896,38665000157.18699,9511909.293667722,2804996695.2619295,9341936.148310727
per_word_perplexity,2674.808868077922,40276041.83040311,17946.99866729759,3303883.033288492,16893.193758247246
flesch_reading_ease,48.52327372303566,55.8368735849057,54.8842105263158,54.37897179627606,57.11649484536085
flesch_kincaid_grade,10.692976416675979,9.684541509433963,9.5103962492438,9.89218054034319,9.447465339495203
smog,13.6494047153753,12.446307210317908,12.316160334307536,12.602617957971052,12.1305440220866
gunning_fog,14.785782944003579,13.057584905660377,12.868602540834846,13.270159425581113,12.627799502310701
automated_readability_index,12.671200402369507,11.383148584905662,11.345490018148823,11.743576122672515,11.113306078919301
coleman_liau_index,14.46488431876606,12.832405660377358,13.419649122807012,13.273360107095048,12.618144329896907
lix,54.18810774561305,47.738301886792456,49.05747126436781,48.57031154922721,45.59011731247778
rix,6.304347826086956,5.22,5.241379310344827,5.363636363636363,4.827586206896552
passed_quality_check,True,True,True,True,True
n_stop_words,177.0,331.0,180.0,292.0,205.0
alpha_ratio,0.896551724137931,0.8614583333333333,0.839622641509434,0.8610129564193169,0.8625678119349005
mean_word_length,4.977011494252873,4.682291666666667,4.692452830188679,4.733804475853946,4.625678119349005
doc_length,435.0,960.0,530.0,849.0,553.0
duplicate_ngram_chr_fraction_5,0.014901960784313726,0.04583020285499624,,0.010524100189433803,0.09410990457387299
top_ngram_chr_fraction_2,0.01764705882352941,0.00845229151014275,0.027247956403269755,0.009471690170490423,0.02796972688384337
top_ngram_chr_fraction_3,0.011764705882352941,0.004507888805409466,0.010217983651226158,0.008840244159124395,0.03290556103981573
token_length_mean,5.4447300771208225,5.16627358490566,5.2894736842105265,5.240963855421687,5.134020618556701
token_length_median,4.0,4.5,5.0,5.0,4.0
token_length_std,3.193044214206383,2.9455665887779356,2.999191950271045,2.9581250859503294,2.9797559783137486
sentence_length_mean,16.91304347826087,16.96,15.724137931034482,16.977272727272727,16.724137931034484
sentence_length_median,16.0,16.0,14.0,16.0,15.0
sentence_length_std,5.29899944188204,8.959821426791942,6.394483353663951,9.233064684657764,5.009622132657263
syllables_per_token_mean,1.6683804627249357,1.5813679245283019,1.6074561403508771,1.5983935742971886,1.5690721649484536
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.0143204440497424,0.8838071678338891,0.9065244129278736,0.8988450661063138,0.9137394364252963
n_tokens,389,848,456,747,485
n_unique_tokens,203,402,258,377,247
proportion_unique_tokens,0.5218508997429306,0.4740566037735849,0.5657894736842105,0.5046854082998661,0.5092783505154639
n_characters,2165,4495,2487,4019,2558
n_sentences,23,50,29,44,29
pos_prop_SCONJ,0.009195402298850575,0.004166666666666667,0.0018867924528301887,0.0035335689045936395,0.007233273056057866
pos_prop_NOUN,0.24597701149425288,0.27708333333333335,0.26037735849056604,0.27326266195524146,0.2965641952983725
pos_prop_PUNCT,0.10344827586206896,0.11041666666666666,0.13773584905660377,0.11307420494699646,0.11754068716094032
pos_prop_PROPN,0.016091954022988506,0.04375,0.03018867924528302,0.04711425206124853,0.02531645569620253
pos_prop_VERB,0.11954022988505747,0.07604166666666666,0.09056603773584905,0.07538280329799764,0.07956600361663653
pos_prop_ADV,0.034482758620689655,0.022916666666666665,0.020754716981132074,0.024734982332155476,0.014466546112115732
pos_prop_CCONJ,0.04597701149425287,0.042708333333333334,0.052830188679245285,0.04240282685512368,0.04701627486437613
pos_prop_ADJ,0.10114942528735632,0.13229166666666667,0.11132075471698114,0.13427561837455831,0.11934900542495479
pos_prop_DET,0.12183908045977011,0.07708333333333334,0.1169811320754717,0.0800942285041225,0.10488245931283906
pos_prop_ADP,0.09885057471264368,0.11875,0.1018867924528302,0.11307420494699646,0.09584086799276673
pos_prop_PRON,0.0367816091954023,0.013541666666666667,0.005660377358490566,0.012956419316843345,0.014466546112115732
pos_prop_AUX,0.04597701149425287,0.04375,0.035849056603773584,0.043580683156654886,0.048824593128390596
pos_prop_PART,0.020689655172413793,0.008333333333333333,0.005660377358490566,0.009422850412249705,0.012658227848101266
dependency_distance_mean,2.49783911435218,2.597000310431272,2.6064120089053366,2.6049928869665737,2.6024126896480286
dependency_distance_std,0.41596421815568596,0.7578301904978766,0.7221709189110295,0.7844059756060044,0.530007075277904
prop_adjacent_dependency_relation_mean,0.4559088355318148,0.4784463605967078,0.444407971362706,0.4762740636106882,0.4722497858458051
prop_adjacent_dependency_relation_std,0.06612900583524353,0.08265865131456059,0.05853240104229701,0.08371703081012245,0.06358320623961636
first_order_coherence,0.8613011620261453,0.740677784900276,0.7423178133155618,0.742284145466117,0.7938575212444577
second_order_coherence,0.8441495441255116,0.7256530790279309,0.7231670320034027,0.7284782358578273,0.799347354306115
connectives,12,11,6,11,9
duplicate_ngram_chr_fraction_6,,0.03681442524417731,,0.010524100189433803,0.07765712405396512
top_ngram_chr_fraction_4,,0.0067618332081141996,,0.01073458219322248,0.018427114182296808
oov_ratio,,0.009375,0.009433962264150943,0.009422850412249705,0.0018083182640144665
pos_prop_NUM,,0.025,0.022641509433962263,0.02237926972909305,0.0162748643761302
pos_prop_SYM,,0.004166666666666667,0.005660377358490566,0.004711425206124852,
duplicate_ngram_chr_fraction_7,,,,,0.055281342546890426
duplicate_ngram_chr_fraction_8,,,,,0.036854228364593615
duplicate_ngram_chr_fraction_9,,,,,0.036854228364593615
duplicate_ngram_chr_fraction_10,,,,,0.036854228364593615
