,human-full,explain,create,human-cont,continue
dependency_distance_mean,2.5051737478058542,2.9281815754052083,2.6187918351003323,2.487298350854088,2.5199687245900426
dependency_distance_std,0.6392440530102851,0.8848199053420106,0.7879783699967197,0.6675257837749893,0.49629454636618003
prop_adjacent_dependency_relation_mean,0.4561990960274306,0.45795840887570793,0.45555412461768874,0.45471001635037367,0.43537980306720697
prop_adjacent_dependency_relation_std,0.07864629664427901,0.07713143280154985,0.07221289035298534,0.0802765122840804,0.05646838509290951
pos_prop_DET,0.0636215334420881,0.07568438003220612,0.08108108108108109,0.05893909626719057,0.11751662971175167
pos_prop_NUM,0.04404567699836868,0.024154589371980676,0.04144144144144144,0.043222003929273084,0.004434589800443459
pos_prop_NOUN,0.2561174551386623,0.2608695652173913,0.26306306306306304,0.2475442043222004,0.2616407982261641
pos_prop_ADJ,0.12561174551386622,0.10628019323671498,0.12432432432432433,0.11787819253438114,0.09977827050997783
pos_prop_ADP,0.0929853181076672,0.08695652173913043,0.1009009009009009,0.08840864440078586,0.0975609756097561
pos_prop_VERB,0.07830342577487764,0.07085346215780998,0.08648648648648649,0.08644400785854617,0.11086474501108648
pos_prop_PRON,0.022838499184339316,0.043478260869565216,0.018018018018018018,0.019646365422396856,0.031042128603104215
pos_prop_PUNCT,0.11092985318107668,0.17391304347826086,0.13693693693693693,0.11394891944990176,0.11086474501108648
pos_prop_AUX,0.04730831973898858,0.037037037037037035,0.04144144144144144,0.04911591355599214,0.05321507760532151
pos_prop_CCONJ,0.057096247960848286,0.04508856682769726,0.05045045045045045,0.05697445972495088,0.04656319290465632
pos_prop_ADV,0.01957585644371941,0.01932367149758454,0.014414414414414415,0.021611001964636542,0.019955654101995565
pos_prop_PROPN,0.05057096247960848,0.0322061191626409,0.01981981981981982,0.05893909626719057,0.026607538802660754
pos_prop_PART,0.01794453507340946,0.014492753623188406,0.009009009009009009,0.021611001964636542,0.015521064301552107
pos_prop_SYM,0.011419249592169658,0.00644122383252818,0.007207207207207207,0.0137524557956778,0.0022172949002217295
pos_prop_SCONJ,0.0016313213703099511,0.00322061191626409,0.0036036036036036037,0.0019646365422396855,0.0022172949002217295
token_length_mean,5.211214953271028,4.974409448818897,5.333333333333333,5.235827664399093,5.698492462311558
token_length_median,4.0,4.0,5.0,4.0,5.0
token_length_std,3.0439560800620122,2.8776450765656234,3.1463478193202903,3.0696650244921986,3.197761110416148
sentence_length_mean,14.45945945945946,15.875,15.193548387096774,13.363636363636363,14.214285714285714
sentence_length_median,14.0,16.5,14.0,12.0,13.0
sentence_length_std,6.378149331663936,5.464373248598599,7.204028240701169,5.902327131287988,4.378169405920558
syllables_per_token_mean,1.6,1.56496062992126,1.6751592356687899,1.6145124716553287,1.7412060301507537
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9651884712566395,0.9252115093494427,1.0066650107451032,0.9833847792162119,0.9852482546955984
n_tokens,535,508,471,441,398
n_unique_tokens,317,271,282,271,211
proportion_unique_tokens,0.5925233644859813,0.5334645669291339,0.5987261146496815,0.6145124716553289,0.5301507537688442
n_characters,2866,2641,2596,2377,2322
n_sentences,37,32,31,33,28
first_order_coherence,0.6797446364329921,0.7056717848585498,0.7510433475176493,0.6628874097950757,0.8240426204822682
second_order_coherence,0.6685063889250159,0.7245353658994039,0.7237456358712295,0.6578285577857206,0.824467624609287
flesch_reading_ease,56.79864864864868,58.32620570866143,49.69507704951718,56.6831539888683,45.10146984924626
flesch_kincaid_grade,8.929189189189191,9.06778543307087,10.102362851859464,8.673065347351063,10.499802584350324
smog,12.088207958128724,12.218023667712256,13.023866798666859,11.855464076750408,12.785403640627713
gunning_fog,12.587522101540793,12.727952755905513,13.975508526813233,12.32958152958153,13.725915290739412
automated_readability_index,10.344552159636272,9.936968503937006,11.286774193548382,9.912566481137908,12.517042354630291
coleman_liau_index,12.794841121495327,11.584960629921255,13.611804670912946,12.771700680272108,15.624723618090453
lix,45.861328618337964,44.0246062992126,48.31456749537703,44.42939600082457,55.169059583632446
rix,4.54054054054054,4.46875,5.032258064516129,4.151515151515151,5.821428571428571
entropy,15.80855067238365,16.90225490727394,15.667078273441248,13.267368606350939,13.632028398021099
perplexity,7337807.662433101,21905644.630784567,6369797.729549264,578022.8075765088,832366.7250751121
per_word_perplexity,11970.322450951226,35274.79006567563,11477.113026214889,1135.6047300127875,1845.6024946233083
passed_quality_check,True,True,True,True,True
n_stop_words,202.0,214.0,180.0,166.0,174.0
alpha_ratio,0.835236541598695,0.7971014492753623,0.8126126126126126,0.831041257367387,0.8802660753880266
mean_word_length,4.6753670473083195,4.252818035426731,4.677477477477478,4.669941060903732,5.148558758314856
doc_length,613.0,621.0,555.0,509.0,451.0
duplicate_ngram_chr_fraction_5,0.01300620750812888,0.015964240102171137,0.01703800786369594,0.015714285714285715,0.01841620626151013
top_ngram_chr_fraction_2,0.0073898906296186815,0.014367816091954023,0.01474442988204456,0.008928571428571428,0.020257826887661142
top_ngram_chr_fraction_3,0.007981081879988175,0.01053639846743295,0.01703800786369594,0.009642857142857142,0.02394106813996317
oov_ratio,0.03099510603588907,0.001610305958132045,0.007207207207207207,0.03339882121807466,0.0022172949002217295
connectives,11,15,7,9,4
pos_prop_INTJ,,,0.0018018018018018018,,
top_ngram_chr_fraction_4,,,,,0.01878453038674033
