,human,continue,explain,create
entropy,7.65018054032613,6.995351348492914,5.8514167143155325,6.9086128676990874
perplexity,2101.0248748971067,1091.5471238041512,347.7266610245149,1000.8579565512968
per_word_perplexity,4.4702656912704395,2.264620588805293,0.9055381797513409,2.030137842903239
dependency_distance_mean,3.299025472631698,2.979023389197556,3.1317475730580124,2.983907770028787
dependency_distance_std,1.1039997674476596,0.7469407402117715,0.7943895093998465,0.9432603610193057
prop_adjacent_dependency_relation_mean,0.44748786685673275,0.4828656607680254,0.48070331898822516,0.4794202459988614
prop_adjacent_dependency_relation_std,0.09475376316609556,0.07811686139068359,0.07986465086564837,0.0768475739400185
token_length_mean,6.260975609756097,6.618604651162791,6.804093567251462,7.075
token_length_median,5.0,6.0,6.0,6.0
token_length_std,4.142897421875855,4.130277079165034,4.374926655694602,4.613351424250744
sentence_length_mean,17.82608695652174,15.925925925925926,16.285714285714285,19.130434782608695
sentence_length_median,14.0,17.0,15.0,19.0
sentence_length_std,10.63076819962592,4.610181372875619,5.390846361175202,8.104235864126787
syllables_per_token_mean,2.1682926829268294,2.2488372093023257,2.3304093567251463,2.4886363636363638
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6255489165787547,1.4210824719571487,1.5891295041515914,1.728072482314394
n_tokens,410,430,342,440.0
n_unique_tokens,237,248,192,236.0
proportion_unique_tokens,0.5780487804878048,0.5767441860465117,0.5614035087719298,0.5363636363636364
n_characters,2632,2898,2369,3166.0
n_sentences,23,27,21,23.0
first_order_coherence,0.5954212478616021,0.6830543038936762,0.711239418387413,0.607985947619785
second_order_coherence,0.5613021197773161,0.6502954506874085,0.7046513369208888,0.5828559998245466
passed_quality_check,True,True,True,
n_stop_words,196.0,213.0,164.0,187.0
alpha_ratio,0.8361702127659575,0.8858921161825726,0.8854166666666666,0.8843813387423936
mean_word_length,5.6,6.012448132780083,6.169270833333333,6.421906693711968
doc_length,470.0,482.0,384.0,493.0
duplicate_ngram_chr_fraction_5,0.02966784908094163,0.1337541328524196,,0.18368479467258603
top_ngram_chr_fraction_2,0.013544018058690745,0.02254283137962128,0.0221483942414175,0.04661487236403995
oov_ratio,0.02553191489361702,0.004149377593360996,0.026041666666666668,0.02028397565922921
flesch_reading_ease,5.303960763520678,0.41855727820845345,-6.847631578947357,-23.12102766798418
flesch_kincaid_grade,16.948027571580067,17.157390180878554,18.2602589807853,21.236778656126486
smog,16.44700842372062,16.77252519718238,16.8419578348935,18.705929741080457
gunning_fog,19.325556733828208,20.695951765719208,20.666332497911448,23.197628458498023
automated_readability_index,16.972238600212087,17.70659086993971,18.760137844611528,21.458467391304346
coleman_liau_index,19.354048780487798,21.258790697674417,22.39052631578947,24.25372727272727
lix,53.92364793213149,57.786391042205,55.7593984962406,61.17588932806324
rix,6.434782608695652,6.666666666666667,6.428571428571429,8.043478260869565
pos_prop_NOUN,0.225531914893617,0.21991701244813278,0.22916666666666666,0.2657200811359026
pos_prop_DET,0.11702127659574468,0.1016597510373444,0.109375,0.13184584178498987
pos_prop_PROPN,0.02553191489361702,0.014522821576763486,0.0234375,0.036511156186612576
pos_prop_X,0.00851063829787234,0.012448132780082987,0.005208333333333333,0.014198782961460446
pos_prop_PUNCT,0.125531914893617,0.10580912863070539,0.109375,0.1075050709939148
pos_prop_ADV,0.07659574468085106,0.10580912863070539,0.059895833333333336,0.06490872210953347
pos_prop_AUX,0.027659574468085105,0.04771784232365145,0.052083333333333336,0.02636916835699797
pos_prop_PRON,0.04042553191489362,0.03319502074688797,0.026041666666666668,0.004056795131845842
pos_prop_VERB,0.07659574468085106,0.1016597510373444,0.09375,0.07099391480730223
pos_prop_SCONJ,0.02127659574468085,0.01867219917012448,0.03125,0.018255578093306288
pos_prop_ADJ,0.059574468085106386,0.06639004149377593,0.08854166666666667,0.09533468559837728
pos_prop_CCONJ,0.02127659574468085,0.03734439834024896,0.036458333333333336,0.038539553752535496
pos_prop_ADP,0.1276595744680851,0.1016597510373444,0.109375,0.10547667342799188
pos_prop_NUM,0.04042553191489362,0.006224066390041493,0.0078125,0.008113590263691683
pos_prop_PART,0.006382978723404255,0.026970954356846474,0.018229166666666668,0.012170385395537525
connectives,13,18,6,12.0
connectives_cap,3,6,2,3.0
duplicate_ngram_chr_fraction_6,,0.08746618575293057,,0.18368479467258603
duplicate_ngram_chr_fraction_7,,0.07273820258491133,,0.13873473917869034
duplicate_ngram_chr_fraction_8,,0.04207995190862639,,0.13873473917869034
duplicate_ngram_chr_fraction_9,,0.04207995190862639,,0.13873473917869034
duplicate_ngram_chr_fraction_10,,0.04207995190862639,,0.13873473917869034
top_ngram_chr_fraction_3,,0.0510970844604749,0.0221483942414175,0.038845726970033294
top_ngram_chr_fraction_4,,0.03967538322813345,,0.018312985571587125
