,human,create,explain,continue
dependency_distance_mean,2.919931513916611,3.142167740045471,3.16935134374238,2.648504099385973
dependency_distance_std,0.9049901789823427,0.793891484838995,0.7547265158428202,0.634015012089728
prop_adjacent_dependency_relation_mean,0.43646503159134725,0.4703621174973912,0.46247213014032995,0.473961755283395
prop_adjacent_dependency_relation_std,0.08578029717630703,0.06447360002613561,0.05335268598558054,0.08006584892893387
passed_quality_check,True,True,True,True
n_stop_words,235.0,255.0,221.0,205.0
alpha_ratio,0.8720682302771855,0.9174664107485605,0.8735632183908046,0.9069212410501193
mean_word_length,5.243070362473348,5.786948176583493,5.56551724137931,5.978520286396181
doc_length,469.0,521.0,435.0,419.0
top_ngram_chr_fraction_2,0.008541168431841476,0.0143184421534937,0.02570510531952874,0.020804438280166437
top_ngram_chr_fraction_3,0.023573624871882474,0.009450171821305841,0.03213138164941092,0.039875173370319004
oov_ratio,0.014925373134328358,0.005758157389635317,0.006896551724137931,0.00477326968973747
entropy,8.029580348436523,10.158509743424865,7.8806684932229505,8.91136318684184
perplexity,3070.4528825167545,25809.805153617504,2645.6405614738146,7415.7632820631225
per_word_perplexity,6.546807851848091,49.5389734234501,6.08193232522716,17.698719050269982
flesch_reading_ease,28.046778891324777,4.79879513404623,13.617675375805334,1.8730161943319956
flesch_kincaid_grade,12.649051049170062,16.988084611808464,15.662253638749704,16.628947368421056
smog,12.916893204111517,16.594172100314452,15.844992400671472,16.049741669586155
gunning_fog,14.151080488568745,19.63378273671161,18.370842281078502,19.846153846153847
automated_readability_index,12.674918571875978,16.70662172632884,16.49042949176807,16.443113360323892
coleman_liau_index,16.25378640776699,19.087364016736405,19.02089238845144,20.332842105263165
lix,43.87284685248982,55.77901751123508,53.01371987592459,54.35222672064777
rix,4.064516129032258,6.7407407407407405,6.181818181818182,5.8076923076923075
token_length_mean,5.830097087378641,6.2175732217573225,6.21259842519685,6.489473684210527
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.804732233576342,3.7532057106643197,4.127807094683102,4.271988904090915
sentence_length_mean,13.290322580645162,17.703703703703702,17.318181818181817,14.615384615384615
sentence_length_median,12.0,18.0,17.0,14.0
sentence_length_std,5.6977276080856765,4.577034579489009,4.939510130628189,4.977464005795932
syllables_per_token_mean,1.953883495145631,2.1757322175732217,2.0761154855643045,2.2473684210526317
syllables_per_token_median,1.0,2.0,1.0,2.0
syllables_per_token_std,1.4074384450901862,1.5053867667194072,1.4713293674082608,1.6517513579459997
n_tokens,412,478,381,380
n_unique_tokens,237,238,201,193
proportion_unique_tokens,0.5752427184466019,0.497907949790795,0.5275590551181102,0.5078947368421053
n_characters,2459,3015,2421,2505
n_sentences,31,27,22,26
first_order_coherence,0.6086618924513459,0.7653521723472155,0.7655800836426871,0.7806456184387207
second_order_coherence,0.6651541995334214,0.777699955701828,0.7862823486328125,0.7702027559280396
pos_prop_SCONJ,0.019189765458422176,0.011516314779270634,0.0367816091954023,0.00477326968973747
pos_prop_DET,0.1300639658848614,0.15930902111324377,0.13793103448275862,0.15990453460620524
pos_prop_PROPN,0.03411513859275053,0.0345489443378119,0.027586206896551724,0.031026252983293555
pos_prop_NOUN,0.16417910447761194,0.2072936660268714,0.1724137931034483,0.2171837708830549
pos_prop_AUX,0.06609808102345416,0.05182341650671785,0.07126436781609195,0.050119331742243436
pos_prop_PUNCT,0.12153518123667377,0.08253358925143954,0.12413793103448276,0.09307875894988067
pos_prop_ADV,0.1300639658848614,0.0710172744721689,0.07816091954022988,0.057279236276849645
pos_prop_VERB,0.08742004264392324,0.08445297504798464,0.10574712643678161,0.07637231503579953
pos_prop_PRON,0.042643923240938165,0.030710172744721688,0.06666666666666667,0.04295942720763723
pos_prop_ADP,0.1023454157782516,0.09788867562380038,0.08275862068965517,0.07398568019093078
pos_prop_ADJ,0.046908315565031986,0.09980806142034548,0.05517241379310345,0.11217183770883055
pos_prop_CCONJ,0.023454157782515993,0.053742802303262956,0.022988505747126436,0.06921241050119331
pos_prop_PART,0.017057569296375266,0.015355086372360844,0.013793103448275862,0.00954653937947494
pos_prop_NUM,0.01279317697228145,,0.0022988505747126436,
pos_prop_X,0.0021321961620469083,,0.0022988505747126436,0.002386634844868735
connectives,23,10,13,12
connectives_cap,3,2,0,0
duplicate_ngram_chr_fraction_5,,0.022909507445589918,0.13316672616922529,0.08148404993065188
duplicate_ngram_chr_fraction_6,,0.022909507445589918,0.09210996072831132,
duplicate_ngram_chr_fraction_7,,,0.0749732238486255,
duplicate_ngram_chr_fraction_8,,,0.05069617993573724,
top_ngram_chr_fraction_4,,,0.034273473759371655,0.02808599167822469
