,explain,human,create,continue
dependency_distance_mean,3.0942207564502078,2.906808654106717,2.899949863961257,3.039491591556748
dependency_distance_std,0.9058234690804142,0.8937291207295889,0.8038704465802398,0.681412615742233
prop_adjacent_dependency_relation_mean,0.44704293159992514,0.428033832687451,0.44235445646718086,0.45506327882383335
prop_adjacent_dependency_relation_std,0.0693118264749661,0.0966020307322016,0.07835836038180102,0.06572867245414439
entropy,7.768919700843762,8.14077446500998,8.456585808350862,7.336419112032867
perplexity,2365.914012381211,3431.57447349035,4705.963477174813,1535.2048625071116
per_word_perplexity,4.908535295396703,7.224367312611263,8.779782606669428,3.681546432870771
flesch_reading_ease,17.523500000000013,29.03158642344502,8.267839889579022,-2.226136363636357
flesch_kincaid_grade,14.317983451536644,12.455092703349283,16.550227743271225,17.804393939393936
smog,14.410869940926823,12.762745094796674,15.95041315860864,16.471200829534098
gunning_fog,16.703829787234042,13.933133971291866,18.41849551414769,19.61818181818182
automated_readability_index,14.993475177304965,12.437278708133967,16.49605935127674,17.889847272727273
coleman_liau_index,18.770780141843975,16.06047846889952,18.72621118012422,20.91082666666666
lix,50.506619385342795,43.44527511961722,53.91373360938579,55.445454545454545
rix,5.133333333333334,3.96875,6.444444444444445,6.545454545454546
first_order_coherence,0.6548426261749761,0.6072348206634482,0.725258910885224,0.768715290796189
second_order_coherence,0.6483658871480397,0.6627803716808558,0.7125790762901306,0.7457482993602753
passed_quality_check,True,True,True,True
n_stop_words,225.0,240.0,252.0,205.0
alpha_ratio,0.8755186721991701,0.8736842105263158,0.9011194029850746,0.8992805755395683
mean_word_length,5.595435684647303,5.227368421052631,5.643656716417911,5.980815347721823
doc_length,482.0,475.0,536.0,417.0
duplicate_ngram_chr_fraction_5,0.04294871794871795,,0.03304843304843305,0.05781957506095437
duplicate_ngram_chr_fraction_6,0.04294871794871795,,0.03304843304843305,0.03134796238244514
duplicate_ngram_chr_fraction_7,0.04294871794871795,,0.03304843304843305,0.03134796238244514
duplicate_ngram_chr_fraction_8,0.04294871794871795,,0.03304843304843305,
duplicate_ngram_chr_fraction_9,0.04294871794871795,,0.03304843304843305,
top_ngram_chr_fraction_2,0.019230769230769232,0.008454514710855596,0.009971509971509971,0.01044932079414838
top_ngram_chr_fraction_3,0.011538461538461539,0.023334460601961447,,
oov_ratio,0.006224066390041493,0.014736842105263158,0.0018656716417910447,0.009592326139088728
token_length_mean,6.236406619385343,5.803827751196172,6.153209109730849,6.538666666666667
token_length_median,5.0,5.0,5.0,5.0
token_length_std,4.02720046543474,3.7899116512654136,3.5017483139725742,4.323328758671442
sentence_length_mean,14.1,13.0625,17.88888888888889,17.045454545454547
sentence_length_median,14.0,12.0,18.0,17.0
sentence_length_std,4.585120863546929,5.749660316053462,6.696230743697495,5.636546917841169
syllables_per_token_mean,2.0685579196217496,1.944976076555024,2.132505175983437,2.2666666666666666
syllables_per_token_median,2.0,1.0,2.0,2.0
syllables_per_token_std,1.3778146093394232,1.4003882320216086,1.4006207354563143,1.5793106794491774
n_tokens,423,418,483,375
n_unique_tokens,223,239,259,218
proportion_unique_tokens,0.5271867612293144,0.5717703349282297,0.5362318840579711,0.5813333333333334
n_characters,2697,2483,3025,2494
n_sentences,30,32,27,22
pos_prop_DET,0.13485477178423236,0.12842105263157894,0.15298507462686567,0.14148681055155876
pos_prop_NOUN,0.1970954356846473,0.16210526315789472,0.21082089552238806,0.2014388489208633
pos_prop_VERB,0.09336099585062241,0.08842105263157894,0.0914179104477612,0.07434052757793765
pos_prop_PRON,0.04771784232365145,0.042105263157894736,0.05223880597014925,0.03836930455635491
pos_prop_ADP,0.0912863070539419,0.10105263157894737,0.08768656716417911,0.09112709832134293
pos_prop_ADJ,0.056016597510373446,0.04631578947368421,0.0914179104477612,0.07913669064748201
pos_prop_PUNCT,0.12240663900414937,0.12,0.09888059701492537,0.10071942446043165
pos_prop_PROPN,0.03319502074688797,0.03368421052631579,0.024253731343283583,0.03357314148681055
pos_prop_CCONJ,0.022821576763485476,0.02526315789473684,0.04291044776119403,0.047961630695443645
pos_prop_ADV,0.07883817427385892,0.13052631578947368,0.06902985074626866,0.11510791366906475
pos_prop_AUX,0.06846473029045644,0.06526315789473684,0.04664179104477612,0.05275779376498801
pos_prop_SCONJ,0.03112033195020747,0.021052631578947368,0.013059701492537313,0.014388489208633094
pos_prop_PART,0.014522821576763486,0.021052631578947368,0.016791044776119403,0.007194244604316547
pos_prop_NUM,0.006224066390041493,0.01263157894736842,0.0018656716417910447,
pos_prop_X,0.002074688796680498,0.002105263157894737,,0.002398081534772182
connectives,17,24,9,10
connectives_cap,4,3,3,1
duplicate_ngram_chr_fraction_10,,,0.03304843304843305,
