,explain,human,create,continue
dependency_distance_mean,3.1805144581650686,2.905457248488228,2.9464556954327437,2.906362390541134
dependency_distance_std,0.7946594906932004,1.032703754087501,0.7653979486974019,0.5805273299836379
prop_adjacent_dependency_relation_mean,0.4844576290591083,0.4279006289009477,0.462339770333106,0.4353231370432651
prop_adjacent_dependency_relation_std,0.08284517897286911,0.08311588839969462,0.07596430192499702,0.07581046690526239
first_order_coherence,0.7034168321153392,0.49081741760556513,0.7219613916598834,0.7197554861677105
second_order_coherence,0.7308463183316317,0.48856152955442667,0.7315354633331299,0.7197444247347968
pos_prop_DET,0.12424849699398798,0.11983471074380166,0.14338235294117646,0.13479052823315119
pos_prop_NOUN,0.20240480961923848,0.17768595041322313,0.2426470588235294,0.20765027322404372
pos_prop_VERB,0.07414829659318638,0.07231404958677685,0.09558823529411764,0.0965391621129326
pos_prop_PRON,0.03006012024048096,0.030991735537190084,0.04411764705882353,0.04918032786885246
pos_prop_ADP,0.08617234468937876,0.10537190082644628,0.09558823529411764,0.08743169398907104
pos_prop_ADJ,0.08216432865731463,0.06611570247933884,0.09191176470588236,0.08014571948998178
pos_prop_PUNCT,0.11022044088176353,0.14669421487603307,0.10294117647058823,0.1092896174863388
pos_prop_PROPN,0.022044088176352707,0.07644628099173553,0.011029411764705883,0.009107468123861567
pos_prop_NUM,0.014028056112224449,0.01859504132231405,,
pos_prop_ADV,0.09018036072144289,0.08884297520661157,0.05514705882352941,0.08014571948998178
pos_prop_AUX,0.08016032064128256,0.045454545454545456,0.03125,0.052823315118397086
pos_prop_SCONJ,0.03006012024048096,0.002066115702479339,0.011029411764705883,0.014571948998178506
pos_prop_CCONJ,0.04008016032064128,0.026859504132231406,0.06801470588235294,0.052823315118397086
pos_prop_PART,0.012024048096192385,0.01652892561983471,0.007352941176470588,0.025500910746812388
pos_prop_X,0.002004008016032064,0.006198347107438017,,
entropy,8.479129657874253,7.749716693488261,9.623159824930633,9.961024468544341
perplexity,4813.258891355551,2320.914791187421,15110.721816861082,21184.487445372324
per_word_perplexity,9.64580940151413,4.795278494188887,27.777062163347576,38.5874088258148
passed_quality_check,True,True,True,True
n_stop_words,228.0,202.0,248.0,258.0
alpha_ratio,0.8817635270541082,0.8429752066115702,0.8970588235294118,0.8907103825136612
mean_word_length,6.0160320641282565,5.3347107438016526,6.091911764705882,5.619307832422587
doc_length,499.0,484.0,544.0,549.0
duplicate_ngram_chr_fraction_5,0.09061864652918966,,,
duplicate_ngram_chr_fraction_6,0.09061864652918966,,,
duplicate_ngram_chr_fraction_7,0.029625326749927388,,,
top_ngram_chr_fraction_2,0.009294220156839965,0.012732615083251714,0.006575486586007364,0.009792949076664802
top_ngram_chr_fraction_3,0.04356665698518734,,,0.020984890878567433
top_ngram_chr_fraction_4,0.03223932616903863,,,
oov_ratio,0.014028056112224449,0.03305785123966942,0.001838235294117647,0.0036429872495446266
flesch_reading_ease,2.094374059443197,18.450735346997476,-4.63395567698845,15.208291411042978
flesch_kincaid_grade,17.55276805869075,14.476645091693637,18.395774134790532,15.187449897750511
smog,16.577330227431414,14.50157373656624,17.20852691384213,15.021129683784007
gunning_fog,19.392362678705794,16.49205321826681,20.6722525804493,17.15394683026585
automated_readability_index,19.12119826937547,14.894047105357785,19.05207802064359,15.85650306748466
coleman_liau_index,21.699051918735886,18.082524271844658,21.818524590163936,18.75828220858895
lix,56.1558502633559,48.26896799712334,57.62325440194293,51.88282208588957
rix,6.958333333333333,5.037037037037037,7.148148148148148,5.8
token_length_mean,6.650112866817156,6.092233009708738,6.676229508196721,6.186094069529652
token_length_median,5.0,5.0,6.0,5.0
token_length_std,4.3255677205012715,3.696789195162941,4.053141936064337,3.8853890851353827
sentence_length_mean,18.458333333333332,15.25925925925926,18.074074074074073,16.3
sentence_length_median,17.5,12.0,17.0,16.0
sentence_length_std,5.22796300888044,9.070067142520042,6.949158893552972,6.251133230596407
syllables_per_token_mean,2.198645598194131,2.0436893203883497,2.2827868852459017,2.069529652351738
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.4801311540927171,1.3892912143375342,1.4744931122893246,1.33049492753194
n_tokens,443,412,488,489
n_unique_tokens,221,277,277,275
proportion_unique_tokens,0.49887133182844245,0.6723300970873787,0.5676229508196722,0.5623721881390593
n_characters,3002,2582,3314,3085
n_sentences,24,27,27,30
connectives,11,10,19,19
connectives_cap,0,0,8,8
