,human,explain,create,continue
dependency_distance_mean,2.640902517819421,2.8841120654271815,2.9438987707794704,2.6333365772149895
dependency_distance_std,1.073891804192711,0.9115905521467849,0.9093596957158305,0.8018916185291687
prop_adjacent_dependency_relation_mean,0.44419403655858125,0.46783968013017835,0.4450403798905414,0.48475664667966945
prop_adjacent_dependency_relation_std,0.08515488030484338,0.10735384640356718,0.11264307952872651,0.09850775511053722
passed_quality_check,True,True,True,True
n_stop_words,208.0,216.0,236.0,254.0
alpha_ratio,0.8528784648187633,0.8836734693877552,0.8882466281310212,0.8897196261682243
mean_word_length,5.50319829424307,5.6755102040816325,5.853564547206166,5.4
doc_length,469.0,490.0,519.0,535.0
top_ngram_chr_fraction_2,0.02164644145621515,0.013970816516609749,0.01570979720079977,0.0133769322235434
oov_ratio,0.010660980810234541,0.0020408163265306124,0.015414258188824663,
entropy,8.015089454356565,8.778791105932036,9.98094666854034,10.026405845129865
perplexity,3026.280099547813,6495.020633526326,21610.7610968441,22615.840461790336
per_word_perplexity,6.4526228135347825,13.255144150053725,41.63923140047033,42.27259899400063
flesch_reading_ease,19.930111910471652,14.150544217687099,6.046465517241387,20.1506964604024
flesch_kincaid_grade,14.316306954436453,15.343265306122454,16.532770935960595,14.03209320091673
smog,14.764252102333877,15.808213051699546,16.084390811093357,14.202954383596115
gunning_fog,16.921183053557154,18.5968253968254,19.042364532019707,16.189865036923862
automated_readability_index,14.857186250999199,15.915170068027209,17.135735837438425,13.784852304558186
coleman_liau_index,17.944172661870493,18.81442176870748,20.21560344827586,17.106722689075635
lix,54.77298161470823,56.469387755102034,55.580049261083744,47.827603768780236
rix,6.074074074074074,6.555555555555555,6.464285714285714,4.818181818181818
token_length_mean,6.0647482014388485,6.195011337868481,6.428879310344827,5.945378151260504
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.6169239148290404,3.65868922693386,4.0677593322901995,3.541049739888296
sentence_length_mean,15.444444444444445,16.333333333333332,16.571428571428573,14.424242424242424
sentence_length_median,14.0,16.0,17.0,15.0
sentence_length_std,9.286921641763051,5.13520889257393,5.368084065158839,5.3031168824101185
syllables_per_token_mean,2.0239808153477217,2.0816326530612246,2.1745689655172415,2.033613445378151
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.2861186490709418,1.299800459559366,1.453933364361097,1.2614702180708532
n_tokens,417,441,464,476
n_unique_tokens,247,242,236,224
proportion_unique_tokens,0.592326139088729,0.5487528344671202,0.5086206896551724,0.47058823529411764
n_characters,2581,2781,3038,2889
n_sentences,27,27,28,33
first_order_coherence,0.564559031277895,0.7129140548551312,0.6722336819188462,0.7179018342867494
second_order_coherence,0.5209431052207947,0.6886369039863348,0.6539384130424318,0.7328829553819471
pos_prop_ADV,0.06183368869936034,0.08775510204081632,0.05009633911368015,0.056074766355140186
pos_prop_ADP,0.09808102345415778,0.08571428571428572,0.08092485549132948,0.07476635514018691
pos_prop_DET,0.1513859275053305,0.15510204081632653,0.16570327552986513,0.13644859813084112
pos_prop_NOUN,0.2281449893390192,0.24489795918367346,0.24277456647398843,0.2130841121495327
pos_prop_PROPN,0.019189765458422176,0.01020408163265306,0.01348747591522158,0.014953271028037384
pos_prop_VERB,0.057569296375266525,0.06938775510204082,0.08863198458574181,0.10654205607476636
pos_prop_X,0.0042643923240938165,0.0020408163265306124,0.0019267822736030828,
pos_prop_NUM,0.03837953091684435,0.018367346938775512,0.007707129094412331,
pos_prop_PUNCT,0.11087420042643924,0.1,0.10597302504816955,0.1102803738317757
pos_prop_ADJ,0.09594882729211088,0.09183673469387756,0.07707129094412331,0.0691588785046729
pos_prop_AUX,0.03837953091684435,0.03469387755102041,0.05009633911368015,0.0616822429906542
pos_prop_PRON,0.042643923240938165,0.02857142857142857,0.02119460500963391,0.056074766355140186
pos_prop_SCONJ,0.01279317697228145,0.018367346938775512,0.019267822736030827,0.018691588785046728
pos_prop_PART,0.010660980810234541,0.006122448979591836,0.030828516377649325,0.022429906542056073
pos_prop_CCONJ,0.029850746268656716,0.04693877551020408,0.04431599229287091,0.059813084112149535
connectives,14,16,11,5
connectives_cap,0,3,4,1
duplicate_ngram_chr_fraction_5,,0.036634585532443344,0.05027135104255927,0.048156956004756245
duplicate_ngram_chr_fraction_6,,0.018627755355479666,0.05027135104255927,
duplicate_ngram_chr_fraction_7,,0.018627755355479666,,
top_ngram_chr_fraction_3,,0.016764979819931698,0.01713796058269066,0.011890606420927468
