,create,human,explain,continue
token_length_mean,6.059548254620124,6.1004901960784315,6.380681818181818,5.9361702127659575
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.6565243931656237,3.7090509005993995,3.7835576678614347,3.4453780997137926
sentence_length_mean,12.487179487179487,15.11111111111111,20.705882352941178,14.586206896551724
sentence_length_median,13.0,12.0,22.0,15.0
sentence_length_std,4.119197051902195,9.250959242888289,4.943976797517811,5.828096284553079
syllables_per_token_mean,2.051334702258727,2.0465686274509802,2.1505681818181817,1.9574468085106382
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.2782468683130896,1.3951203441646307,1.3703639678720938,1.1922068086510131
n_tokens,487,408,352,423
n_unique_tokens,227,275,191,220
proportion_unique_tokens,0.46611909650924027,0.6740196078431373,0.5426136363636364,0.5200945626477541
n_characters,3017,2559,2296,2560
n_sentences,39,27,17,29
flesch_reading_ease,20.617597009424543,18.357516339869306,3.8804612299465475,26.430000000000007
flesch_kincaid_grade,13.485749486652981,14.452843137254902,17.861998663101605,13.196493030080706
smog,14.02986066506017,14.50157373656624,17.594609140914546,14.305641273022982
gunning_fog,16.658116148054546,16.534640522875815,20.66871657754011,16.33093665932991
automated_readability_index,13.354062022850528,14.85886437908497,18.975952540106952,13.822465150403524
coleman_liau_index,17.459712525667346,18.112058823529406,20.28886363636364,17.075366430260043
lix,49.24282630442795,48.19934640522875,58.205882352941174,47.44672699111437
rix,4.589743589743589,5.0,7.764705882352941,4.793103448275862
pos_prop_NOUN,0.2224231464737794,0.17782426778242677,0.1890547263681592,0.2076271186440678
pos_prop_VERB,0.12115732368896925,0.07112970711297072,0.09701492537313433,0.09533898305084745
pos_prop_ADP,0.081374321880651,0.10669456066945607,0.08208955223880597,0.0847457627118644
pos_prop_DET,0.15370705244122965,0.1192468619246862,0.11940298507462686,0.1271186440677966
pos_prop_PUNCT,0.11934900542495479,0.14435146443514643,0.12437810945273632,0.1038135593220339
pos_prop_CCONJ,0.05244122965641953,0.027196652719665274,0.03980099502487562,0.0614406779661017
pos_prop_ADJ,0.0379746835443038,0.06694560669456066,0.07213930348258707,0.05508474576271186
pos_prop_ADV,0.05063291139240506,0.08786610878661087,0.08706467661691543,0.10805084745762712
pos_prop_AUX,0.0433996383363472,0.04602510460251046,0.05472636815920398,0.06779661016949153
pos_prop_PRON,0.059674502712477394,0.03138075313807531,0.05223880597014925,0.05084745762711865
pos_prop_PART,0.03616636528028933,0.016736401673640166,0.009950248756218905,0.019067796610169493
pos_prop_SCONJ,0.0108499095840868,0.0020920502092050207,0.029850746268656716,0.014830508474576272
pos_prop_PROPN,0.0108499095840868,0.07740585774058577,0.03482587064676617,0.00423728813559322
passed_quality_check,True,True,True,True
n_stop_words,264.0,200.0,181.0,234.0
alpha_ratio,0.8806509945750453,0.8451882845188284,0.8731343283582089,0.8961864406779662
mean_word_length,5.455696202531645,5.353556485355648,5.711442786069652,5.423728813559322
doc_length,553.0,478.0,402.0,472.0
duplicate_ngram_chr_fraction_5,0.05880673708250071,,0.0680015111446921,0.02749832327297116
duplicate_ngram_chr_fraction_6,0.025121324578932343,,0.0680015111446921,
top_ngram_chr_fraction_2,0.011989723094490437,0.012854317732366513,0.02040045334340763,0.056338028169014086
top_ngram_chr_fraction_3,0.03768198686839851,,0.023800528900642236,0.0335345405767941
oov_ratio,0.0018083182640144665,0.03347280334728033,0.012437810945273632,0.00211864406779661
dependency_distance_mean,2.4288695980265405,2.8545313225623024,3.587532763477508,2.6882719619941486
dependency_distance_std,0.6100345525993166,1.1130412036110087,1.0087927781706185,0.7845512432736613
prop_adjacent_dependency_relation_mean,0.4738445184295387,0.4279006289009477,0.47917611666667714,0.46247541583125296
prop_adjacent_dependency_relation_std,0.07118470981028452,0.08311588839969462,0.05639837294814171,0.06265803735573452
first_order_coherence,0.7243941747828534,0.4736511813333401,0.7960005514323711,0.6375927294471434
second_order_coherence,0.6750555473404962,0.49046100620180366,0.8290591239929199,0.6402072271815052
entropy,10.128555564685918,7.677041605537859,6.76476011489823,8.317454094818556
perplexity,25048.15784496988,2158.225435849561,866.7582604555747,4094.7219529260365
per_word_perplexity,45.29504131097627,4.515115974580672,2.156115075760136,8.675258374843297
connectives,12,10,19,28
connectives_cap,5,0,1,10
pos_prop_X,,0.006276150627615063,0.004975124378109453,
pos_prop_NUM,,0.01882845188284519,0.0024875621890547263,
duplicate_ngram_chr_fraction_7,,,0.0680015111446921,
duplicate_ngram_chr_fraction_8,,,0.029467321496033247,
top_ngram_chr_fraction_4,,,0.04533434076312807,0.03722334004024145
