gpt,human
0.0951492537313432,0.1164510166358595
0.1432098765432098,0.1355311355311355
0.1423220973782771,0.1356877323420074
0.0661157024793388,0.1302931596091205
0.1128205128205128,0.1457627118644067
0.1355661881977671,0.0875796178343949
0.0912476722532588,0.1127541589648798
0.1500765696784073,0.1092564491654021
0.1004636785162287,0.1153262518968133
0.1218354430379746,0.1342812006319115
0.1479374110953058,0.140625
0.1178918169209431,0.0876712328767123
0.1255349500713266,0.0876436781609195
0.1349095966620306,0.0909090909090909
0.0834575260804769,0.0709010339734121
0.1204268292682926,0.1079460269865067
0.0988467874794069,0.090311986863711
0.0960548885077186,0.1075085324232082
0.1258620689655172,0.1258620689655172
0.1006493506493506,0.1
0.0949263502454991,0.1022727272727272
0.1341222879684418,0.130859375
0.1011608623548922,0.0785597381342062
0.109689213893967,0.106115107913669
0.0921501706484641,0.1186440677966101
0.1226415094339622,0.1040372670807453
0.0790513833992094,0.1181102362204724
0.056640625,0.0737864077669902
0.0998439937597504,0.1003086419753086
0.1218181818181818,0.1279279279279279
0.0905797101449275,0.092526690391459
0.0738714090287277,0.1151761517615176
0.0676982591876208,0.0783938814531548
0.088023088023088,0.1150070126227209
0.1376518218623481,0.156
0.1245487364620938,0.1037567084078712
0.111504424778761,0.0826010544815465
0.1044386422976501,0.0778210116731517
0.1070780399274047,0.1216457960644007
0.0996376811594202,0.1294964028776978
0.1626409017713365,0.1238095238095238
0.0974244120940649,0.0897009966777408
0.129798903107861,0.0998185117967332
0.0798045602605863,0.1318327974276527
0.0997150997150997,0.1046676096181046
0.1192660550458715,0.0807339449541284
0.1217948717948717,0.0747217806041335
0.1149425287356321,0.1333333333333333
0.1126760563380281,0.1126543209876543
0.1325757575757575,0.1205273069679849
0.0884955752212389,0.0599647266313932
0.1454545454545454,0.1057884231536926
0.1374501992031872,0.1013916500994035
0.0610169491525423,0.0641447368421052
0.1334269662921348,0.1515994436717663
0.0821917808219178,0.0994152046783625
0.0974658869395711,0.1025145067698259
0.0964391691394658,0.0705882352941176
0.0755064456721915,0.0897435897435897
0.0760667903525046,0.1272727272727272
0.115321252059308,0.1311475409836065
0.0658307210031347,0.0421216848673947
0.0888888888888888,0.0933786078098472
0.1232294617563739,0.0851955307262569
0.0978441127694859,0.0823723228995057
0.109907120743034,0.0642201834862385
0.095320623916811,0.0959860383944153
0.1189083820662768,0.1378640776699029
0.0928338762214983,0.0826580226904376
0.1730418943533697,0.1207207207207207
0.0831792975970425,0.0895795246800731
0.1030042918454935,0.1078014184397163
0.0877513711151736,0.1084990958408679
0.0721649484536082,0.0787172011661807
0.1366120218579235,0.1016260162601626
0.1104100946372239,0.121259842519685
0.0993485342019544,0.1066235864297253
0.1092592592592592,0.1418181818181818
0.08562197092084,0.0929487179487179
0.108695652173913,0.1096045197740113
0.1226053639846743,0.1102661596958174
0.125,0.1266666666666666
0.1073253833049403,0.0709459459459459
0.133086876155268,0.1238615664845173
0.1272727272727272,0.1149012567324955
0.1373134328358209,0.1266568483063328
0.137221269296741,0.1226890756302521
0.1188725490196078,0.1003627569528416
0.1154598825831702,0.1508704061895551
0.1294117647058823,0.1094890510948905
0.0902255639097744,0.0833333333333333
0.0672782874617737,0.075075075075075
0.0834512022630834,0.072829131652661
0.1023166023166023,0.0839694656488549
0.1147011308562197,0.1287758346581876
0.0712074303405572,0.0766871165644171
0.0955165692007797,0.1083172147001934
0.0961538461538461,0.0938053097345132
0.1150729335494327,0.0829346092503987
0.0901960784313725,0.1194605009633911
